CPUname,price,cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,testDate,socket,category
AMD Turion 64 X2 Mobile TL-58,,478,,552,,31.0,15.42,2,2009,S1,Laptop
AMD Athlon II Neo N36L Dual-Core,,478,,521,,12.0,39.81,2,2010,unknown,Laptop
AMD E-350D APU,,478,,521,,18.0,26.58,2,2013,unknown,Unknown
AMD Athlon Neo X2 Dual Core L325,,476,,527,,18.0,26.45,2,2010,unknown,Unknown
AMD E1-2200 APU,,474,,368,,9.0,52.63,2,2014,FT3,Laptop
AMD Sempron 140,11.95,471,39.42,1044,87.38,45.0,10.47,1,2009,AM3,Desktop
AMD TurionX2 Dual Core Mobile RM-72,,471,,392,,35.0,13.46,2,2009,S1,Laptop
AMD G-T56N,,470,,520,,18.0,26.1,2,2011,FT1,Laptop
AMD Athlon 64 FX-59,,465,,575,,,,1,2013,939,Desktop
AMD Athlon 64 X2 QL-60,,465,,557,,35.0,13.29,2,2009,S1,Laptop
AMD Opteron 154,,457,,534,,104.0,4.39,1,2011,939,Server
AMD Athlon Neo X2 Dual Core 6850e,,456,,566,,22.0,20.72,2,2009,unknown,Unknown
AMD Turion 64 X2 Mobile TL-56,65.4,453,6.93,579,8.85,31.0,14.62,2,2009,S1,Laptop
AMD Opteron 254,,451,,578,,68.0,6.63,1,2012,940,Server
AMD E2-1800 APU,,442,,528,,18.0,24.53,2,2012,FT1,Desktop
AMD G-T56E,,442,,522,,18.0,24.58,2,2013,FT1,Laptop
AMD Turion 64 X2 Mobile TL-50,18.99,436,22.97,525,27.65,31.0,14.07,2,2009,S1,Laptop
AMD A4-1250 APU,,432,,338,,8.0,54,2,2013,FT3,Laptop
AMD Turion Neo X2 Dual Core L625,,431,,530,,18.0,23.93,2,2009,ASB1,Laptop
AMD Athlon LE-1640,89.95,430,4.78,489,5.44,45.0,9.55,1,2009,AM2,Desktop
AMD Opteron 152,,428,,487,,104.0,4.12,1,2009,939,Server
AMD E-450 APU,,422,,498,,18.0,23.42,2,2011,FT1,Laptop
AMD Athlon LE-1620,18.0,421,23.4,475,26.38,45.0,9.36,1,2009,AM2,Desktop
AMD Athlon LE-1660,,416,,428,,45.0,9.25,1,2009,AM2,Desktop
AMD G-T48E,,416,,454,,18.0,23.09,2,2013,FT1,Laptop
AMD E-350,,414,,486,,18.0,23,2,2011,FT1,"Desktop, Laptop"
AMD Athlon LE-1600,21.0,412,19.63,430,20.49,45.0,9.16,1,2009,AM2,Desktop
AMD Athlon 1640B,50.0,412,8.23,462,9.25,45.0,9.14,1,2009,AM2,Desktop
AMD E1-2100 APU,,407,,328,,9.0,45.21,2,2013,FT3,Laptop
AMD Athlon 64 FX-55,65.0,404,6.22,505,7.77,104.0,3.89,1,2009,939,Desktop
AMD E-350 APU,,401,,482,,18.0,22.28,2,2012,FT1 BGA,"Desktop, Laptop"
AMD Turion 64 Mobile ML-42,,400,,455,,35.0,11.43,1,2009,754,Laptop
AMD Sempron LE-1300,27.0,400,14.81,389,14.42,45.0,8.89,1,2009,AM2,Desktop
AMD Geode NX 2400+,,400,,634,,,,1,2016,unknown,Unknown
AMD Athlon 64 3500+,79.95,396,4.95,568,7.1,45.0,8.8,1,2008,AM2,Unknown
AMD Athlon 64 3700+,89.95,394,4.38,435,4.83,89.0,4.42,1,2008,939,Desktop
AMD Opteron 150,352.94,393,1.11,471,1.34,85.3,4.6,1,2009,939,Server
AMD Opteron 148,,392,,443,,85.3,4.6,1,2009,939,Server
AMD A4-1200 APU,,391,,295,,3.9,100.34,2,2013,FT3,Laptop
AMD E1-1500 APU,,390,,458,,18.0,21.66,2,2013,FT1,Laptop
AMD Athlon II Neo K325 Dual-Core,25.99,387,14.89,472,18.17,12.0,32.25,2,2010,unknown,Laptop
AMD Turion 64 Mobile ML-44,,384,,469,,35.0,10.98,1,2009,754,Laptop
AMD Turion 64 X2 Mobile TL-52,,384,,497,,31.0,12.39,2,2009,S1,Laptop
AMD Athlon X2 Dual Core L310,,379,,434,,13.0,29.14,2,2009,S1,Laptop
AMD V140,39.95,379,9.48,869,21.76,25.0,15.16,1,2010,S1,Laptop
AMD Athlon 64 3400+,99.95,375,3.75,429,4.29,89.0,4.21,1,2009,754,Unknown
AMD Athlon 64 3300+,,375,,477,,,,1,2009,unknown,Unknown
AMD E1-1200 APU,,372,,425,,18.0,20.66,2,2012,FT1,Laptop
AMD Sempron 3600+,15.0,364,24.24,377,25.13,62.0,5.86,1,2009,AM2,Desktop
AMD V120,,362,,812,,25.0,14.48,1,2010,S1,Laptop
AMD Turion 64 Mobile MK-38,,362,,801,,31.0,11.69,1,2009,S1,Laptop
AMD Sempron 3800+,14.99,360,24.03,422,28.17,62.0,5.81,1,2008,AM2,Desktop
AMD E-300 APU,,359,,402,,18.0,19.96,2,2011,FT1,Laptop
AMD Athlon II 160u,29.99,358,11.93,717,23.89,20.0,17.89,1,2010,unknown,Desktop
AMD Athlon II 170u,24.0,357,14.86,728,30.34,20.0,17.83,1,2010,"AM2+,AM3",Desktop
AMD Athlon X2 Dual Core 3250e,,357,,458,,22.0,16.23,2,2009,unknown,Unknown
Mobile AMD Athlon 64 3700+,,356,,485,,81.5,4.37,1,2009,unknown,Laptop
AMD Sempron LE-1200,14.95,349,23.32,551,36.89,45.0,7.75,1,2009,AM2,Desktop
AMD Opteron 146,35.0,346,9.88,400,11.43,67.0,5.16,1,2009,939,Server
AMD Athlon 64 4000+,99.95,340,3.4,565,5.65,62.0,5.49,1,2008,AM2,Unknown
AMD Athlon 64 3200+,149.95,340,2.27,568,3.79,62.0,5.48,1,2008,AM2,Unknown
AMD Athlon TF-36,,338,,349,,25.0,13.53,1,2010,unknown,Unknown
AMD Sempron M100,12.0,338,28.15,587,48.91,,,1,2009,unknown,Unknown
AMD V160,,337,,838,,25.0,13.5,1,2011,S1,Laptop
AMD Turion 64 Mobile ML-40,,336,,662,,35.0,9.61,1,2009,754,Laptop
Mobile AMD Sempron 3800+,,335,,735,,,,1,2009,unknown,Laptop
AMD Turion 64 Mobile ML-37,25.99,334,12.86,510,19.61,35.0,9.55,1,2009,754,Laptop
AMD Turion 64 Mobile MK-36,,334,,735,,31.0,10.77,1,2009,S1,Laptop
AMD Athlon 2850e,,333,,337,,22.0,15.12,1,2009,AM2,Desktop
Mobile AMD Athlon 64 3400+,,333,,432,,81.5,4.08,1,2009,unknown,Laptop
Mobile AMD Athlon 64 3200+,,326,,400,,81.5,4,1,2009,unknown,Laptop
Mobile AMD Sempron 3400+,,321,,455,,25.0,12.84,1,2009,Socket S1 (S1g1),Laptop
AMD Opteron 144,29.95,316,10.55,376,12.56,67.0,4.72,1,2008,939,Server
AMD Turion 64 Mobile MT-37,,315,,379,,25.0,12.6,1,2009,754,Laptop
AMD Sempron 3300+,20.0,315,15.74,394,19.68,62.0,5.08,1,2008,754,Desktop
AMD Sempron LE-1100,34.95,315,9.02,509,14.56,45.0,7.01,1,2009,AM2,Desktop
Mobile AMD Athlon 64 4000+,,313,,338,,62.0,5.04,1,2009,unknown,Laptop
AMD C-60 APU,,309,,359,,9.0,34.36,2,2011,unknown,Unknown
AMD Z-01,,308,,290,,,,2,2011,unknown,Unknown
AMD Athlon 64 3000+,20.0,303,15.13,506,25.31,89.0,3.4,1,2008,Socket 754,Desktop
AMD Athlon II Neo K125,,302,,613,,12.0,25.15,1,2010,S1,Laptop
Mobile AMD Sempron 3600+,,302,,724,,25.0,12.08,1,2009,S1,Laptop
AMD Sempron LE-1250,99.99,301,3.01,508,5.08,45.0,6.68,1,2009,AM2,Desktop
AMD C-70 APU,,300,,354,,9.0,33.29,2,2012,unknown,Unknown
AMD Sempron 3100+,65.0,298,4.58,383,5.89,62.0,4.8,1,2009,754,Desktop
AMD Athlon II Neo K145,,298,,592,,12.0,24.81,1,2011,S1,Laptop
AMD Athlon 64 2800+,99.99,295,2.95,375,3.75,89.0,3.32,1,2009,754,Unknown
Mobile AMD Sempron 3300+,,294,,391,,,,1,2009,unknown,Laptop
AMD Athlon 64 3800+,131.01,292,2.23,461,3.52,45.0,6.5,1,2009,AM2,Unknown
AMD Sempron 3400+,86.68,292,3.37,346,3.99,62.0,4.71,1,2008,AM2,Desktop
AMD G-T40N,,292,,321,,9.0,32.5,2,2011,FT1,Laptop
AMD Athlon 2800+,109.95,291,2.65,439,3.99,89.0,3.27,1,2009,754,Unknown
AMD C-60,,290,,354,,9.0,32.21,2,2011,unknown,Unknown
Mobile AMD Sempron 3500+,,290,,654,,,,1,2009,unknown,Laptop
AMD G-T40E,,289,,313,,6.4,45.12,2,2011,FT1,Laptop
AMD Sempron 3200+,124.68,288,2.31,356,2.85,62.0,4.65,1,2009,AM2,Desktop
AMD Sempron SI-40,12.0,288,24.02,631,52.58,25.0,11.53,1,2009,S1,Laptop
AMD Turion 64 Mobile MT-32,,286,,367,,24.0,11.92,1,2009,754,Laptop
AMD Turion 64 Mobile ML-32,,285,,321,,35.0,8.13,1,2008,754,Laptop
AMD Athlon Neo MV-40,,282,,442,,15.0,18.79,1,2009,unknown,Unknown
AMD Athlon XP 3100+,,282,,431,,,,1,2009,unknown,Unknown
AMD Athlon XP 3200+,,281,,430,,62.0,4.53,1,2008,AM2,Unknown
AMD Turion 64 Mobile MT-34,,279,,328,,24.0,11.62,1,2009,754,Laptop
AMD Turion 64 Mobile ML-30,,277,,314,,35.0,7.9,1,2009,754,Laptop
AMD Turion 64 Mobile ML-34,,277,,329,,35.0,7.9,1,2009,754,Laptop
Mobile AMD Sempron 3100+,,277,,359,,,,1,2009,unknown,Laptop
AMD Athlon XP 2900+,,276,,410,,,,1,2009,unknown,Unknown
AMD Athlon 2650e,19.0,274,14.43,304,16.0,15.0,18.28,1,2009,AM2,Desktop
AMD Athlon TF-20,,272,,420,,15.0,18.1,1,2009,unknown,Unknown
Mobile AMD Sempron 3000+,,269,,350,,,,1,2008,unknown,Laptop
AMD Sempron 3000+,34.95,268,7.66,333,9.53,62.0,4.32,1,2008,AM2,Desktop
AMD Sempron 210U,,267,,299,,15.0,17.83,1,2009,unknown,Unknown
AMD Z-60 APU,,262,,318,,4.5,58.26,2,2013,FT1,Laptop
AMD Athlon XP 3000+,79.7,262,3.29,396,4.97,62.0,4.22,1,2009,Socket A,Desktop
AMD Sempron SI-42,29.99,261,8.7,650,21.69,25.0,10.44,1,2009,S1,Laptop
AMD Athlon XP 2800+,,260,,408,,89.0,2.93,1,2009,754,Unknown
AMD C-50,,260,,315,,9.0,28.93,2,2011,FT1,Laptop
Mobile AMD Sempron 2600+,,256,,316,,,,1,2009,unknown,Laptop
AMD Athlon XP 2700+,84.79,256,3.02,398,4.69,,,1,2008,unknown,Unknown
AMD Turion 64 Mobile ML-28,,254,,314,,25.0,10.16,1,2009,754,Laptop
AMD Sempron 2600+,34.95,253,7.23,325,9.31,,,1,2008,Socket A,Desktop
AMD Sempron LE-1150,14.94,251,16.82,477,31.92,45.0,5.59,1,2009,AM2,Desktop
AMD GX-210JA SOC,,248,,231,,6.0,41.28,2,2015,FT3 (769-BGA),Laptop
AMD Sempron M120,,247,,559,,25.0,9.86,1,2010,S1,Laptop
AMD Turion 64 Mobile MT-30,,246,,294,,25.0,9.85,1,2009,754,Laptop
Mobile AMD Sempron 3200+,,245,,525,,,,1,2008,unknown,Laptop
AMD Sempron 2800+,29.95,243,8.11,408,13.63,62.0,3.92,1,2008,AM2,Desktop
AMD Athlon 64 2600+,,243,,292,,15.0,16.22,1,2013,unknown,Unknown
AMD Athlon XP2400+,,243,,390,,,,1,2009,unknown,Unknown
AMD Athlon XP 2600+,23.03,242,10.52,380,16.49,,,1,2008,unknown,Unknown
Mobile AMD Athlon 2500+,,241,,365,,,,1,2009,unknown,Laptop
Mobile AMD Athlon XP-M 2600+,,241,,375,,,,1,2009,unknown,Laptop
Mobile AMD Athlon XP-M 2800+,,238,,385,,,,1,2009,unknown,Laptop
Mobile AMD Athlon XP-M 3000+,,238,,365,,,,1,2009,unknown,Laptop
Mobile AMD Athlon XP-M 2200+,,237,,363,,,,1,2009,unknown,Laptop
Mobile AMD Sempron 2800+,,237,,299,,,,1,2009,unknown,Laptop
AMD Athlon XP 2400+,79.99,234,2.93,375,4.69,,,1,2009,unknown,Unknown
Mobile AMD Athlon 4 2400+,,233,,358,,,,1,2010,unknown,Laptop
AMD Sempron 3500+,24.99,232,9.28,264,10.56,62.0,3.74,1,2009,AM2,Desktop
AMD Athlon XP 2500+,,231,,353,,,,1,2008,unknown,Unknown
Mobile AMD Athlon XP-M 2500+,,226,,355,,,,1,2009,unknown,Laptop
Mobile AMD Athlon XP-M 2400+,,225,,355,,,,1,2009,unknown,Laptop
AMD Athlon XP 2200+,84.95,214,2.52,335,3.94,,,1,2009,unknown,Unknown
AMD Athlon XP 2100+,63.75,210,3.3,327,5.12,,,1,2009,unknown,Unknown
AMD Sempron 2300+,45.0,207,4.6,314,6.98,,,1,2009,Socket A,Desktop
AMD Sempron 2500+,59.95,207,3.45,405,6.75,,,1,2009,Socket A,Desktop
AMD Sempron 2400+,12.99,205,15.74,321,24.72,,,1,2008,Socket A,Desktop
AMD Athlon XP 1900+,45.8,203,4.44,312,6.81,,,1,2009,unknown,Unknown
AMD Athlon L110,,197,,223,,13.0,15.17,1,2009,unknown,Unknown
Mobile AMD Athlon XP-M 2000+,,196,,301,,,,1,2009,unknown,Laptop
AMD Athlon XP 1800+,50.95,195,3.83,301,5.9,66.0,2.96,1,2009,Socket A,Desktop
AMD Athlon XP 2000+,58.99,195,3.31,311,5.28,70.0,2.79,1,2009,Socket A,Desktop
Mobile AMD Athlon XP-M 1800+,,193,,291,,45.0,4.3,1,2009,Socket A,Laptop
Mobile AMD Athlon MP-M 2400+,,192,,314,,,,1,2012,unknown,Laptop
AMD Athlon 1500+,,191,,275,,,,1,2009,unknown,Unknown
AMD V105,,184,,452,,9.0,20.43,1,2010,BGA812,Laptop
AMD Sempron 2200+,39.95,184,4.6,279,6.99,,,1,2009,Socket A,Desktop
AMD Athlon XP1600+,,183,,272,,,,1,2009,unknown,Unknown
AMD E-240,,182,,385,,18.0,10.11,1,2011,FT1,Laptop
AMD C-30,,178,,375,,9.0,19.83,1,2011,FT1,Laptop
AMD G-T52R,,177,,381,,18.0,9.86,1,2011,FT1,Laptop
AMD Athlon XP 1700+,51.25,176,3.44,272,5.3,64.0,2.75,1,2009,Socket A (462),Desktop
AMD Athlon XP 1600+,,174,,265,,,,1,2009,unknown,Unknown
Mobile AMD Athlon MP-M 1800+,,173,,262,,35.0,4.93,1,2014,unknown,Laptop
Mobile AMD Athlon XP-M 1600+,,169,,274,,,,1,2009,unknown,Laptop
AMD Athlon XP 1500+,,167,,251,,,,1,2009,unknown,Unknown
Mobile AMD Sempron 2100+,,164,,203,,8.0,20.49,1,2011,S1,"Laptop, Mobile/Embedded"
AMD Athlon 64 2000+,,154,,173,,8.0,19.3,1,2013,unknown,Unknown
AMD G-T44R,,130,,328,,9.0,14.44,1,2011,FT1,Laptop
AMD G-T40R,,120,,327,,5.5,21.75,1,2018,FT1,Laptop
