CPUname,price,cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,testDate,socket,category
AMD Opteron 6274,885.95,5286,5.97,849,0.96,115.0,45.97,8,2012,G34,Server
AMD Ryzen Embedded V1500B Quad-core @ 2.20GHz,,5257,,1237,,,,4,2021,unknown,Mobile/Embedded
AMD Opteron 6328,343.46,5246,15.27,1433,4.17,115.0,45.62,4,2013,G34,Server
AMD Opteron 6272,583.7,5240,8.98,753,1.29,115.0,45.56,8,2011,G34,Server
AMD FX-8370E Eight-Core,25.14,5235,208.22,1490,59.27,95.0,55.1,4,2014,AM3+,Desktop
AMD FX-8300 Eight-Core,68.69,5223,76.03,1484,21.6,95.0,54.97,4,2013,AM3+,Desktop
AMD Ryzen 5 3500C,,5214,,2171,,15.0,347.57,4,2021,FP5,Laptop
AMD FX-8150 Eight-Core,62.73,5158,82.22,1424,22.7,125.0,41.26,4,2011,AM3+,Desktop
AMD FX-8310 Eight-Core,831.15,5145,6.19,1413,1.7,95.0,54.15,4,2014,AM3+,Desktop
AMD FX-8320E Eight-Core,132.0,4972,37.67,1410,10.68,95.0,52.34,4,2014,AM3+,Desktop
AMD FX-8140 Eight-Core,148.86,4860,32.65,1273,8.55,95.0,51.15,4,2012,AM3+,Desktop
AMD Opteron 6366 HE,343.99,4858,14.12,793,2.3,85.0,57.16,8,2014,unknown,Server
AMD Opteron 6220,14.82,4753,320.68,1203,81.17,115.0,41.33,4,2013,Socket G34,Server
AMD Opteron 4284,14.82,4665,314.79,1181,79.71,95.0,49.11,4,2013,Socket C32,Server
AMD Athlon Silver PRO 3125GE,,4633,,2074,,35.0,132.37,2,2020,AM4,Desktop
AMD Ryzen Embedded V1500B,,4588,,1217,,16.0,286.74,4,2021,BGA1140,Mobile/Embedded
AMD FX-8120 Eight-Core,49.99,4578,91.57,1327,26.54,125.0,36.62,4,2011,AM3+,Desktop
AMD Athlon 240GE,138.0,4551,32.98,1986,14.39,35.0,130.03,2,2019,AM4,Desktop
AMD Athlon Silver 3050GE,,4545,,2016,,35.0,129.87,2,2021,AM4,Laptop
AMD Opteron 4280,94.99,4504,47.41,1141,12.02,95.0,47.41,4,2014,Socket C32,Server
AMD Athlon 3000G,54.99,4480,81.47,1999,36.36,35.0,128.01,2,2019,AM4,Desktop
AMD Athlon PRO 300GE,,4475,,1917,,35.0,127.86,2,2019,AM4,Desktop
AMD FX-6350 Six-Core,61.63,4463,72.42,1542,25.02,125.0,35.71,3,2013,AM3+,Desktop
AMD FX-6330 Six-Core,,4455,,1540,,95.0,46.9,3,2016,AM3+,Desktop
AMD Athlon 220GE,129.0,4450,34.5,1984,15.38,35.0,127.15,2,2019,AM4,Laptop
AMD Opteron 4386,239.7,4378,18.26,1012,4.22,95.0,46.08,4,2014,C32,Server
AMD Athlon 300GE,,4366,,1888,,35.0,124.74,2,2019,AM4,Desktop
AMD FX-6130 Six-Core,,4353,,1390,,125.0,34.83,3,2013,AM3+,Desktop
AMD Ryzen Embedded R1606G,,4253,,1923,,15.0,283.56,2,2020,FP5,"Desktop, Mobile/Embedded"
AMD Athlon 320GE,,4237,,1810,,35.0,121.05,2,2021,AM4,Desktop
AMD Ryzen 3 PRO 2100GE,,4187,,1855,,35.0,119.63,2,2019,AM4,Desktop
AMD FX-6300 Six-Core,47.38,4155,87.7,1486,31.36,95.0,43.74,3,2012,AM3+,Desktop
AMD Athlon PRO 200GE,,4139,,1821,,35.0,118.27,2,2018,AM4,Desktop
AMD Athlon 200GE,123.89,4135,33.38,1817,14.67,35.0,118.15,2,2018,AM4,Desktop
AMD Opteron 3380,809.0,4134,5.11,1107,1.37,65.0,63.6,8,2013,unknown,Server
AMD Opteron 6234,450.99,4072,9.03,547,1.21,115.0,35.41,6,2012,G34,Server
AMD Athlon Gold 3150U,,4025,,1782,,15.0,268.34,2,2020,FP5,Laptop
AMD Opteron 6212,63.79,4007,62.81,1085,17.02,115.0,34.84,4,2013,Socket G34,Server
AMD FX-6200 Six-Core,299.95,4001,13.34,1382,4.61,125.0,32.01,3,2012,AM3+,Desktop
AMD Ryzen 3 3250U,,3988,,1847,,15.0,265.87,2,2020,FP5,Laptop
AMD Athlon 300U,,3978,,1830,,15.0,265.19,2,2019,FP5,Laptop
AMD Opteron 3365,,3973,,1107,,65.0,61.12,4,2014,AM3+,Server
AMD Ryzen Embedded R1505G,,3966,,1817,,15.0,264.42,2,2019,FP5,"Laptop, Mobile/Embedded"
AMD Opteron 4334,129.95,3949,30.39,1269,9.76,95.0,41.57,3,2016,Socket C32,Server
AMD Opteron 4332 HE,36.99,3906,105.59,1413,38.19,65.0,60.09,6,2015,Socket C32,Server
AMD Ryzen 3 3200U,,3885,,1826,,15.0,259.03,2,2019,FP5,Laptop
AMD PRO A12-9800,169.0,3878,22.95,1775,10.5,65.0,59.66,4,2017,AM4,Desktop
AMD A8-7500,,3878,,1509,,65.0,59.66,2,2016,FM2+,Desktop
AMD FX-6120 Six-Core,108.02,3863,35.76,1415,13.1,95.0,40.66,3,2012,AM3+,Desktop
AMD PRO A12-8870,,3848,,1718,,65.0,59.2,4,2017,AM4,Desktop
AMD FX-8100 Eight-Core,138.02,3847,27.87,1094,7.92,95.0,40.5,4,2012,AM3+,Desktop
AMD Athlon X4 845,73.58,3784,51.43,1680,22.84,65.0,58.22,2,2016,FM2+,Desktop
AMD PRO A10-8850B,,3752,,1611,,95.0,39.49,2,2016,FM2+,Desktop
AMD Phenom II X6 1100T,130.0,3729,28.69,1502,11.55,125.0,29.83,6,2010,AM3,Desktop
AMD Opteron 3280,72.02,3720,51.65,1043,14.49,65.0,57.22,8,2012,AM3+,Server
AMD Opteron 6174,3780.0,3697,0.98,488,0.13,115.0,32.15,12,2013,Socket G34,Server
AMD Ryzen 3 2200U,,3686,,1681,,15.0,245.72,2,2017,FP5,Laptop
AMD FX-6100 Six-Core,84.04,3679,43.78,1320,15.7,95.0,38.73,3,2011,AM3+,Desktop
AMD Athlon X4 880K,94.65,3676,38.84,1628,17.2,95.0,38.69,2,2016,FM2+,Desktop
AMD A9-9820,,3662,,798,,,,8,2021,unknown,Unknown
AMD Phenom II X6 1090T,87.57,3655,41.74,1456,16.63,125.0,29.24,6,2010,AM3,Desktop
AMD PRO A10-9700,169.0,3644,21.56,1655,9.8,65.0,56.06,2,2016,AM4,Desktop
AMD Athlon X4 950,35.99,3611,100.32,1663,46.2,65.0,55.55,4,2017,AM4,Desktop
AMD A8-7680,69.5,3571,51.38,1638,23.57,45.0,79.36,4,2019,FM2+,Laptop
AMD Opteron 6176 SE,249.89,3564,14.26,507,2.03,140.0,25.46,12,2010,G34,Server
AMD A10-9700,91.75,3546,38.64,1616,17.61,65.0,54.55,4,2016,AM4,Desktop
AMD A10-8850,,3525,,1624,,,,2,2016,unknown,Desktop
AMD A10-7870K,382.46,3485,9.11,1510,3.95,95.0,36.69,2,2015,FM2+,Desktop
AMD Opteron 4365 EE,,3485,,958,,40.0,87.14,4,2017,Socket C32,Server
AMD Opteron 6164 HE,,3478,,399,,85.0,40.92,12,2013,Socket G34,Server
AMD A10-7890K,161.99,3477,21.46,1566,9.67,95.0,36.6,2,2016,FM2+,Desktop
AMD A10 PRO-7850B APU,148.02,3458,23.36,1587,10.72,95.0,36.4,2,2014,FM2+,Desktop
AMD A12-9800E,371.05,3447,9.29,1604,4.32,35.0,98.49,4,2017,AM4,Desktop
AMD A12-9800,124.85,3447,27.61,1607,12.87,65.0,53.03,2,2016,AM4,Desktop
AMD Athlon X4 860K,29.97,3436,114.64,1531,51.08,95.0,36.16,2,2014,FM2+,Desktop
AMD PRO A10-8770,,3434,,1522,,65.0,52.84,4,2017,AM4,Desktop
AMD Embedded R-Series RX-418GD Radeon R6,,3426,,1467,,35.0,97.87,4,2018,FP4,"Laptop, Mobile/Embedded"
AMD Opteron 4226,94.99,3400,35.8,1157,12.18,95.0,35.79,3,2013,Socket C32,Server
AMD Athlon X4 870K,40.28,3383,83.98,1543,38.3,95.0,35.61,2,2016,FM2+,Desktop
AMD Opteron 6136,349.0,3381,9.69,549,1.57,115.0,29.4,8,2013,Socket G34,Server
AMD Opteron X3421 APU,,3375,,1497,,35.0,96.42,4,2017,unknown,Server
AMD FX-B4150 Quad-Core,89.68,3369,37.57,1425,15.89,95.0,35.46,2,2013,AM3+,Desktop
AMD A10-7850K APU,70.69,3363,47.58,1512,21.39,95.0,35.4,2,2014,FM2+,Desktop
AMD PRO A8-9600,119.0,3347,28.13,1468,12.34,65.0,51.5,2,2016,AM4,Desktop
AMD Phenom II X6 1405T,,3335,,1247,,95.0,35.11,6,2018,"AM2+,AM3",Desktop
AMD A10-7860K,66.0,3333,50.5,1538,23.3,65.0,51.27,2,2016,FM2+,Desktop
AMD FX-4150 Quad-Core,,3327,,1465,,125.0,26.61,4,2013,AM3+,Desktop
AMD Phenom II X6 1065T,99.98,3320,33.2,1359,13.59,95.0,34.94,6,2011,AM3,Desktop
AMD A10-8750,,3320,,1554,,65.0,51.08,2,2015,FM2+,Desktop
AMD Embedded R-Series RX-421BD,,3302,,1477,,35.0,94.34,4,2015,BGA (FP4),"Laptop, Mobile/Embedded"
AMD A8-9600,98.99,3291,33.24,1486,15.02,65.0,50.62,4,2017,AM4,Desktop
AMD Athlon X4 840,124.95,3287,26.3,1482,11.86,65.0,50.56,2,2015,FM2+,Desktop
AMD Phenom II X6 1075T,79.99,3284,41.06,1411,17.64,125.0,26.27,6,2010,AM3,Desktop
AMD FX-9830P,,3268,,1569,,35.0,93.36,4,2016,FP4,Laptop
AMD Ryzen Embedded R1305G,,3268,,1668,,8.0,408.54,2,2020,FP5,"Laptop, Mobile/Embedded"
AMD FX-4350 Quad-Core,99.99,3262,32.63,1603,16.03,125.0,26.1,2,2013,AM3+,Desktop
AMD Ryzen Embedded V1202B,,3253,,1424,,15.0,216.87,2,2018,FP5,"Laptop, Mobile/Embedded"
AMD FX-4330,733.5,3248,4.43,1563,2.13,95.0,34.19,2,2015,AM3+,Desktop
AMD A8-7670K,83.56,3224,38.58,1512,18.09,95.0,33.94,4,2015,FM2+,Desktop
AMD A8-7600 APU,149.95,3215,21.44,1452,9.69,65.0,49.47,2,2014,FM2+,Desktop
AMD PRO A8-8650B,,3203,,1485,,65.0,49.28,4,2015,FM2+,Desktop
AMD Phenom II X6 1055T,46.36,3195,68.91,1314,28.35,125.0,25.56,6,2010,AM3,Desktop
AMD A10 PRO-7800B APU,,3184,,1502,,65.0,48.98,2,2014,FM2+,Desktop
AMD PRO A12-9800E,169.0,3182,18.83,1551,9.18,35.0,90.92,4,2017,AM4,Desktop
AMD A12-9730P,,3172,,1487,,35.0,90.62,4,2017,FP4,Laptop
AMD A10-6800K APU,67.44,3158,46.83,1605,23.81,100.0,31.58,2,2013,FM2,Desktop
AMD A10-7700K APU,39.3,3153,80.23,1423,36.21,95.0,33.19,2,2014,FM2+,Desktop
AMD A10-7800 APU,56.45,3142,55.66,1450,25.69,65.0,48.34,2,2014,FM2+,Desktop
AMD Opteron X3418 APU,,3137,,1450,,25.0,125.46,4,2019,unknown,Server
AMD FX-4200 Quad-Core,59.95,3134,52.27,1285,21.44,125.0,25.07,4,2013,AM3+,Desktop
AMD A10-6790K APU,49.2,3124,63.5,1569,31.9,100.0,31.24,2,2013,FM2,Desktop
AMD FX-4170 Quad-Core,43.79,3109,71.0,1457,33.26,125.0,24.87,2,2012,AM3+,Desktop
AMD PRO A10-8770E,,3106,,1445,,35.0,88.75,4,2017,AM4,Desktop
AMD FX-870K Quad Core,,3094,,1369,,,,2,2016,unknown,Unknown
AMD FX-4320,,3092,,1552,,95.0,32.55,2,2016,AM3+,Desktop
AMD A10-6700 APU,54.77,3090,56.42,1607,29.34,65.0,47.54,4,2013,FM2,Desktop
AMD PRO A12-8870E,,3083,,1520,,35.0,88.08,4,2016,AM4,Desktop
AMD Athlon Silver 3050U,,3067,,1714,,15.0,204.48,2,2020,FP5,Laptop
AMD Opteron 2435,10.95,3061,279.52,593,54.18,75.0,40.81,6,2013,F (1207),Server
