Unnamed: 0,CPUname,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS,price,cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,testDate,socket,category
721,AMD Ryzen 9 3900X,CPU,2019-07-07,7.0,105.0,74.0,3800.0,3800.0,TSMC,AMD,,,,359.0,32751,91.23,2725,7.59,105.0,311.92,12,2019,AM4,Desktop
722,AMD Opteron 150,CPU,2004-05-18,130.0,89.0,193.0,106.0,2400.0,Unknown,AMD,,,,352.94,393,1.11,471,1.34,85.3,4.6,1,2009,939,Server
723,AMD Ryzen 3 4300GE,CPU,2020-07-21,7.0,35.0,,,3500.0,TSMC,AMD,,,,,11332,,2558,,35.0,323.78,4,2020,AM4,Desktop
730,AMD Athlon 64 3400+,CPU,2001-01-01,90.0,67.0,83.0,69.0,2200.0,Unknown,AMD,,,,99.95,375,3.75,429,4.29,89.0,4.21,1,2009,754,Unknown
733,AMD Athlon XP 2000+,CPU,2003-09-01,130.0,60.0,,63.0,1667.0,Unknown,AMD,,,,58.99,195,3.31,311,5.28,70.0,2.79,1,2009,Socket A,Desktop
734,AMD E-350,CPU,2011-01-04,40.0,18.0,75.0,,1600.0,Unknown,AMD,,,,,414,,486,,18.0,23,2,2011,FT1,"Desktop, Laptop"
736,AMD Athlon II X2 250u,CPU,2009-10-20,45.0,25.0,117.0,410.0,1600.0,Unknown,AMD,,,,24.95,604,24.22,632,25.32,25.0,24.17,2,2010,AM3,Desktop
752,AMD A10-9700,CPU,2017-07-27,28.0,65.0,246.0,1178.0,3500.0,Unknown,AMD,,,,91.75,3546,38.64,1616,17.61,65.0,54.55,4,2016,AM4,Desktop
755,AMD Athlon 64 3800+,CPU,2007-02-20,65.0,45.0,77.0,122.0,2400.0,Unknown,AMD,,,,131.01,292,2.23,461,3.52,45.0,6.5,1,2009,AM2,Unknown
763,AMD Athlon 64 3500+,CPU,2004-10-14,90.0,67.0,84.0,69.0,2200.0,Unknown,AMD,,,,79.95,396,4.95,568,7.1,45.0,8.8,1,2008,AM2,Unknown
770,AMD Athlon II X2 270,CPU,2011-07-01,45.0,65.0,117.0,410.0,3400.0,Unknown,AMD,,,,19.99,1234,61.75,1353,67.67,65.0,18.99,2,2011,AM3,Desktop
772,AMD EPYC 7702P,CPU,2019-08-07,7.0,200.0,74.0,3800.0,2000.0,TSMC,AMD,,,,3499.99,61689,17.63,2110,0.6,200.0,308.44,64,2019,SP3,Server
776,AMD Opteron 146,CPU,2003-09-09,130.0,89.0,193.0,106.0,2000.0,Unknown,AMD,,,,35.0,346,9.88,400,11.43,67.0,5.16,1,2009,939,Server
787,AMD Opteron 146,CPU,2005-08-02,90.0,67.0,,106.0,2000.0,Unknown,AMD,,,,35.0,346,9.88,400,11.43,67.0,5.16,1,2009,939,Server
791,AMD Athlon XP 2400+,CPU,2003-09-01,130.0,68.0,,63.0,2000.0,Unknown,AMD,,,,79.99,234,2.93,375,4.69,,,1,2009,unknown,Unknown
796,AMD Athlon XP 2000+,CPU,2002-06-10,130.0,60.0,80.0,37.0,1667.0,Unknown,AMD,,,,58.99,195,3.31,311,5.28,70.0,2.79,1,2009,Socket A,Desktop
799,AMD Ryzen 5 PRO 4650G,CPU,2020-07-21,7.0,65.0,,,3700.0,TSMC,AMD,,,,257.36,16428,63.83,2664,10.35,65.0,252.73,6,2020,AM4,Desktop
801,AMD Sempron 2400+,CPU,2004-08-01,130.0,62.0,80.0,37.0,1667.0,Unknown,AMD,,,,12.99,205,15.74,321,24.72,,,1,2008,Socket A,Desktop
803,AMD C-60,CPU,2011-08-22,40.0,9.0,75.0,,1000.0,Unknown,AMD,,,,,290,,354,,9.0,32.21,2,2011,unknown,Unknown
807,AMD Athlon 64 3200+,CPU,2006-05-23,90.0,62.0,183.0,154.0,2000.0,Unknown,AMD,,,,149.95,340,2.27,568,3.79,62.0,5.48,1,2008,AM2,Unknown
808,AMD Ryzen Threadripper 2990WX,CPU,2018-08-13,12.0,250.0,213.0,19200.0,3000.0,GF,AMD,,,,2100.0,32475,15.46,2290,1.09,250.0,129.9,32,2018,sTR4,Desktop
812,AMD Phenom II X4 900e,CPU,2009-06-02,45.0,65.0,258.0,758.0,2400.0,Unknown,AMD,,,,,1505,,917,,65.0,23.15,4,2010,AM3,Desktop
813,AMD A10-7870K,CPU,2015-05-28,28.0,95.0,246.0,1178.0,3900.0,Unknown,AMD,,,,382.46,3485,9.11,1510,3.95,95.0,36.69,2,2015,FM2+,Desktop
817,AMD Athlon II X4 605e,CPU,2009-10-20,45.0,45.0,169.0,300.0,2300.0,Unknown,AMD,,,,19.97,1957,98.01,1005,50.34,45.0,43.49,4,2009,AM3,Desktop
821,AMD Ryzen 7 3780U,CPU,2019-10-22,12.0,15.0,210.0,4940.0,2300.0,GF,AMD,,,,,7651,,2227,,15.0,510.04,4,2019,FP5,Laptop
829,AMD Athlon 64 3200+,CPU,2005-04-14,130.0,83.0,,105.0,2000.0,Unknown,AMD,,,,149.95,340,2.27,568,3.79,62.0,5.48,1,2008,AM2,Unknown
833,AMD Ryzen 7 4800U,CPU,2020-01-06,7.0,25.0,156.0,9800.0,1800.0,TSMC,AMD,,,,,17073,,2603,,15.0,"1,138.18",8,2020,FP6,Laptop
840,AMD Athlon 64 2800+,CPU,2004-04-27,130.0,89.0,193.0,69.0,1800.0,Unknown,AMD,,,,99.99,295,2.95,375,3.75,89.0,3.32,1,2009,754,Unknown
841,AMD Athlon 64 3500+,CPU,2005-04-04,90.0,67.0,83.0,69.0,2200.0,Unknown,AMD,,,,79.95,396,4.95,568,7.1,45.0,8.8,1,2008,AM2,Unknown
847,AMD Phenom II X4 805,CPU,2009-02-09,45.0,95.0,258.0,758.0,2500.0,Unknown,AMD,,,,173.99,1844,10.6,999,5.74,95.0,19.42,4,2009,AM3,Desktop
852,AMD Athlon 300U,CPU,2019-01-06,14.0,15.0,,,2400.0,GF,AMD,,,,,3978,,1830,,15.0,265.19,2,2019,FP5,Laptop
853,AMD Athlon PRO 200GE,CPU,2018-06-01,14.0,35.0,192.0,4800.0,3200.0,Unknown,AMD,,,,,4139,,1821,,35.0,118.27,2,2018,AM4,Desktop
854,AMD Opteron 6378,CPU,2012-11-05,32.0,115.0,315.0,2400.0,2400.0,Unknown,AMD,,,,1709.92,5889,3.44,1127,0.66,115.0,51.21,8,2015,G34,Server
860,AMD EPYC 7502P,CPU,2019-08-07,7.0,180.0,74.0,3800.0,2500.0,TSMC,AMD,,,,2696.51,48995,18.17,1894,0.7,180.0,272.19,32,2019,SP3,Server
864,AMD Opteron 148,CPU,2004-05-18,130.0,89.0,193.0,106.0,2200.0,Unknown,AMD,,,,,392,,443,,85.3,4.6,1,2009,939,Server
865,AMD Sempron 3100+,CPU,2005-07-15,90.0,25.0,,69.0,1800.0,Unknown,AMD,,,,65.0,298,4.58,383,5.89,62.0,4.8,1,2009,754,Desktop
867,AMD Athlon II X2 245,CPU,2009-07-23,45.0,65.0,117.0,410.0,2900.0,Unknown,AMD,,,,12.55,1022,81.47,1113,88.69,65.0,15.73,2,2009,AM2+/AM3,Desktop
868,AMD Phenom II X4 840,CPU,2011-01-04,45.0,95.0,169.0,300.0,3200.0,Unknown,AMD,,,,24.28,2355,96.99,1309,53.9,95.0,24.79,4,2011,AM2+/AM3,Desktop
872,AMD Opteron 146,CPU,2005-08-02,90.0,67.0,,106.0,2000.0,Unknown,AMD,,,,35.0,346,9.88,400,11.43,67.0,5.16,1,2009,939,Server
874,AMD Ryzen 9 3900XT,CPU,2020-07-07,7.0,105.0,74.0,3800.0,3900.0,TSMC,AMD,,,,618.77,32869,53.12,2786,4.5,105.0,313.04,12,2020,AM4,Desktop
877,AMD A8-9600,CPU,2017-07-27,28.0,65.0,246.0,1178.0,3100.0,Unknown,AMD,,,,98.99,3291,33.24,1486,15.02,65.0,50.62,4,2017,AM4,Desktop
879,AMD Ryzen 5 3500X,CPU,2019-09-24,7.0,65.0,74.0,3800.0,3600.0,TSMC,AMD,,,,184.95,13319,72.01,2525,13.65,65.0,204.91,6,2019,AM4,Desktop
880,AMD EPYC 7281,CPU,2017-06-29,14.0,170.0,213.0,4800.0,2100.0,GF,AMD,,,,1098.95,21230,19.32,1613,1.47,155.0,136.97,16,2017,SP3,Server
882,AMD Opteron 144,CPU,2004-05-18,130.0,82.0,193.0,106.0,1800.0,Unknown,AMD,,,,29.95,316,10.55,376,12.56,67.0,4.72,1,2008,939,Server
891,AMD Athlon X4 950,CPU,2017-07-27,28.0,65.0,246.0,1178.0,3500.0,Unknown,AMD,,,,35.99,3611,100.32,1663,46.2,65.0,55.55,4,2017,AM4,Desktop
892,AMD Ryzen 7 PRO 1700,CPU,2017-06-29,14.0,65.0,192.0,4800.0,3000.0,GF,AMD,,,,,14590,,2026,,65.0,224.45,8,2017,AM4,Desktop
898,AMD Athlon XP 1800+,CPU,2001-01-01,130.0,51.0,80.0,37.0,1533.0,Unknown,AMD,,,,50.95,195,3.83,301,5.9,66.0,2.96,1,2009,Socket A,Desktop
905,AMD Athlon XP 2600+,CPU,2002-08-21,130.0,68.0,80.0,37.0,2083.0,Unknown,AMD,,,,23.03,242,10.52,380,16.49,,,1,2008,unknown,Unknown
908,AMD Phenom II X4 B97,CPU,2010-05-11,45.0,95.0,258.0,758.0,3200.0,Unknown,AMD,,,,79.95,2498,31.25,1326,16.59,95.0,26.3,4,2010,AM2+/AM3,Desktop
909,AMD Athlon XP 2800+,CPU,2001-01-01,130.0,68.0,101.0,63.0,2083.0,Unknown,AMD,,,,,260,,408,,89.0,2.93,1,2009,754,Unknown
912,AMD Athlon 64 3400+,CPU,2001-01-01,130.0,89.0,193.0,105.0,2400.0,Unknown,AMD,,,,99.95,375,3.75,429,4.29,89.0,4.21,1,2009,754,Unknown
914,AMD Phenom II X4 850,CPU,2011-06-01,45.0,95.0,169.0,300.0,3300.0,Unknown,AMD,,,,64.99,2496,38.4,1350,20.77,95.0,26.27,4,2011,AM2+/AM3,Unknown
917,AMD EPYC 7452,CPU,2019-08-07,7.0,155.0,74.0,3800.0,2200.0,TSMC,AMD,,,,2209.97,41871,18.95,1689,0.76,155.0,270.14,32,2019,SP3,Server
921,AMD Ryzen 9 5900X,CPU,2020-11-05,7.0,105.0,,,3700.0,TSMC,AMD,,,,393.03,39457,100.39,3494,8.89,105.0,375.78,12,2020,AM4,Desktop
934,AMD Ryzen 9 3950X,CPU,2019-11-14,7.0,105.0,74.0,3800.0,3500.0,TSMC,AMD,,,,650.0,39157,60.24,2738,4.21,105.0,372.92,16,2019,AM4,Desktop
938,AMD Ryzen 5 2600,CPU,2018-04-19,12.0,65.0,192.0,4800.0,3400.0,GF,AMD,,,,124.88,13195,105.66,2250,18.02,65.0,202.99,6,2018,AM4,Desktop
948,AMD Ryzen 5 4600HS,CPU,2020-01-06,7.0,35.0,156.0,9800.0,3000.0,TSMC,AMD,,,,,14735,,2468,,35.0,421.01,6,2020,FP6,Laptop
949,AMD Sempron 3100+,CPU,2005-07-15,90.0,62.0,,69.0,1800.0,Unknown,AMD,,,,65.0,298,4.58,383,5.89,62.0,4.8,1,2009,754,Desktop
952,AMD Athlon 64 3000+,CPU,2001-01-01,90.0,51.0,84.0,69.0,2000.0,Unknown,AMD,,,,20.0,303,15.13,506,25.31,89.0,3.4,1,2008,Socket 754,Desktop
958,AMD Ryzen 7 2700U,CPU,2017-10-26,14.0,15.0,246.0,,2200.0,GF,AMD,,,,,6895,,1806,,15.0,459.65,4,2017,FP5,Laptop
961,AMD Phenom II X4 810,CPU,2009-02-09,45.0,95.0,258.0,758.0,2600.0,Unknown,AMD,,,,213.0,1849,8.68,1018,4.78,95.0,19.46,4,2009,AM3,Desktop
972,AMD EPYC 7313P,CPU,2021-03-15,7.0,155.0,,,3000.0,TSMC,AMD,,,,913.0,40879,44.77,2608,2.86,155.0,263.74,16,2021,SP3,Server
976,AMD Ryzen 5 3500U,CPU,2019-01-06,12.0,15.0,210.0,4940.0,2100.0,GF,AMD,,,,,7102,,1982,,15.0,473.44,4,2019,FP5,Laptop
986,AMD Athlon II X4 600e,CPU,2009-10-20,45.0,45.0,169.0,300.0,2200.0,Unknown,AMD,,,,19.99,1711,85.59,913,45.68,45.0,38.02,4,2009,AM3,Desktop
992,AMD Sempron 2400+,CPU,2004-07-28,130.0,62.0,80.0,37.0,1667.0,Unknown,AMD,,,,12.99,205,15.74,321,24.72,,,1,2008,Socket A,Desktop
1009,AMD Sempron 2800+,CPU,2001-01-01,130.0,25.0,144.0,69.0,1600.0,Unknown,AMD,,,,29.95,243,8.11,408,13.63,62.0,3.92,1,2008,AM2,Desktop
1017,AMD Athlon XP 2100+,CPU,2002-03-13,180.0,72.0,150.0,37.0,1733.0,Unknown,AMD,,,,63.75,210,3.3,327,5.12,,,1,2009,unknown,Unknown
1020,AMD Athlon 64 3200+,CPU,2003-09-23,130.0,89.0,193.0,105.0,2000.0,Unknown,AMD,,,,149.95,340,2.27,568,3.79,62.0,5.48,1,2008,AM2,Unknown
1032,AMD Athlon XP 2000+,CPU,2002-01-07,180.0,70.0,150.0,37.0,1667.0,Unknown,AMD,,,,58.99,195,3.31,311,5.28,70.0,2.79,1,2009,Socket A,Desktop
1045,AMD Ryzen 5 3600XT,CPU,2019-07-07,7.0,95.0,74.0,3800.0,3800.0,TSMC,AMD,,,,327.52,18780,57.34,2794,8.53,95.0,197.69,6,2020,AM4,Desktop
1057,AMD A12-9800,CPU,2017-07-27,28.0,65.0,246.0,1178.0,3800.0,Unknown,AMD,,,,124.85,3447,27.61,1607,12.87,65.0,53.03,2,2016,AM4,Desktop
1059,AMD Ryzen 3 2300U,CPU,2018-01-08,14.0,15.0,246.0,,2000.0,GF,AMD,,,,,5507,,1745,,15.0,367.11,4,2018,FP5,Laptop
1062,AMD Ryzen 3 4300G,CPU,2020-07-21,7.0,65.0,,,3800.0,TSMC,AMD,,,,,10792,,2548,,65.0,166.03,4,2020,AM4,Desktop
1067,AMD Ryzen 7 4700G,CPU,2020-07-21,7.0,65.0,,,3600.0,TSMC,AMD,,,,319.0,20138,63.13,2758,8.65,65.0,309.82,8,2020,AM4,Desktop
1068,AMD Sempron 3000+,CPU,2004-09-17,130.0,62.0,101.0,63.0,2000.0,Unknown,AMD,,,,34.95,268,7.66,333,9.53,62.0,4.32,1,2008,AM2,Desktop
1075,AMD EPYC 7413,CPU,2021-03-15,7.0,180.0,,,2650.0,TSMC,AMD,,,,1997.99,46295,23.17,1983,0.99,180.0,257.2,24,2021,SP3,Server
1076,AMD Opteron 6348,CPU,2012-11-05,32.0,115.0,315.0,2400.0,2800.0,Unknown,AMD,,,,1708.67,8030,4.7,1302,0.76,115.0,69.83,6,2013,unknown,Server
1080,AMD Sempron 3200+,CPU,2005-10-01,90.0,62.0,84.0,63.0,1800.0,Unknown,AMD,,,,124.68,288,2.31,356,2.85,62.0,4.65,1,2009,AM2,Desktop
1089,AMD Phenom II X4 B95,CPU,2009-10-01,45.0,95.0,258.0,758.0,3000.0,Unknown,AMD,,,,62.02,2329,37.56,1238,19.96,95.0,24.52,4,2010,AM3,Desktop
1100,AMD Athlon XP 1600+,CPU,2001-01-01,130.0,49.0,80.0,37.0,1400.0,Unknown,AMD,,,,,174,,265,,,,1,2009,unknown,Unknown
1103,AMD Ryzen 3 PRO 3300U,CPU,2019-04-08,12.0,15.0,210.0,4940.0,2100.0,GF,AMD,,,,,6144,,2060,,15.0,409.61,4,2019,FP5,Laptop
1104,AMD Ryzen 3 PRO 4350G,CPU,2020-07-21,7.0,65.0,,,3800.0,TSMC,AMD,,,,,10833,,2540,,65.0,166.66,4,2020,AM4,Desktop
1105,AMD Athlon 64 3400+,CPU,2004-04-27,130.0,89.0,144.0,105.0,2400.0,Unknown,AMD,,,,99.95,375,3.75,429,4.29,89.0,4.21,1,2009,754,Unknown
1120,AMD Athlon II X3 405e,CPU,2009-10-20,45.0,45.0,169.0,300.0,2300.0,Unknown,AMD,,,,112.9,1331,11.79,973,8.62,45.0,29.58,3,2010,AM3,Desktop
1122,AMD Ryzen 3 3300X,CPU,2020-04-24,7.0,65.0,74.0,3800.0,3800.0,TSMC,AMD,,,,269.99,12746,47.21,2689,9.96,65.0,196.1,4,2020,AM4,Desktop
1124,AMD Athlon II X2 245e,CPU,2010-05-11,45.0,45.0,117.0,410.0,2900.0,Unknown,AMD,,,,19.99,1075,53.77,1145,57.28,45.0,23.89,2,2011,AM3,Desktop
1128,AMD Sempron 3000+,CPU,2004-11-23,90.0,25.0,,63.0,1800.0,Unknown,AMD,,,,34.95,268,7.66,333,9.53,62.0,4.32,1,2008,AM2,Desktop
1138,AMD Athlon 64 3400+,CPU,2004-01-06,130.0,89.0,193.0,105.0,2200.0,Unknown,AMD,,,,99.95,375,3.75,429,4.29,89.0,4.21,1,2009,754,Unknown
1145,AMD Athlon 220GE,CPU,2018-06-01,14.0,35.0,192.0,4800.0,3400.0,Unknown,AMD,,,,129.0,4450,34.5,1984,15.38,35.0,127.15,2,2019,AM4,Laptop
1147,AMD Sempron 2600+,CPU,2001-01-01,130.0,25.0,144.0,69.0,1600.0,Unknown,AMD,,,,34.95,253,7.23,325,9.31,,,1,2008,Socket A,Desktop
1148,AMD Athlon II X3 425,CPU,2009-10-20,45.0,95.0,169.0,300.0,2700.0,Unknown,AMD,,,,58.34,1576,27.02,1105,18.95,95.0,16.59,3,2009,AM3,Desktop
1152,AMD Sempron LE-1250,CPU,2007-10-08,65.0,45.0,,,2200.0,Unknown,AMD,,,,99.99,301,3.01,508,5.08,45.0,6.68,1,2009,AM2,Desktop
1156,AMD Athlon II X3 445,CPU,2010-05-11,45.0,95.0,169.0,300.0,3100.0,Unknown,AMD,,,,15.21,1808,118.84,1282,84.28,95.0,19.03,3,2010,AM3,Desktop
1158,AMD Ryzen 3 3200G,CPU,2019-07-07,12.0,65.0,210.0,49.0,3600.0,GF,AMD,,,,144.99,7188,49.57,2218,15.3,65.0,110.58,4,2019,AM4,Desktop
1159,AMD Opteron 146,CPU,2005-08-02,90.0,67.0,,106.0,2000.0,Unknown,AMD,,,,35.0,346,9.88,400,11.43,67.0,5.16,1,2009,939,Server
1160,AMD A8-7680,CPU,2018-10-26,28.0,45.0,246.0,1178.0,3500.0,Unknown,AMD,,,,69.5,3571,51.38,1638,23.57,45.0,79.36,4,2019,FM2+,Laptop
1162,AMD Ryzen 7 2800H,CPU,2018-05-30,14.0,15.0,246.0,,3400.0,GF,AMD,,,,,7656,,2164,,45.0,170.13,4,2019,FP5,Laptop
1165,AMD Ryzen 5 2500U,CPU,2017-10-26,14.0,15.0,246.0,,2000.0,GF,AMD,,,,,6555,,1834,,15.0,436.97,4,2017,FP5,Laptop
1174,AMD Athlon II X3 400e,CPU,2009-10-20,45.0,45.0,169.0,300.0,2200.0,Unknown,AMD,,,,25.49,1320,51.8,908,35.62,45.0,29.34,3,2009,AM3,Desktop
1179,AMD Sempron 145,CPU,2010-09-01,45.0,45.0,117.0,234.0,2800.0,Unknown,AMD,,,,35.99,505,14.04,989,27.47,45.0,11.23,1,2010,AM3,Desktop
1187,AMD Z-01,CPU,2011-06-01,40.0,6.0,,,1000.0,Unknown,AMD,,,,,308,,290,,,,2,2011,unknown,Unknown
1206,AMD Sempron 2200+,CPU,2001-01-01,130.0,62.0,101.0,63.0,1500.0,Unknown,AMD,,,,39.95,184,4.6,279,6.99,,,1,2009,Socket A,Desktop
1207,AMD EPYC 7713,CPU,2021-03-15,7.0,225.0,,,2000.0,TSMC,AMD,,,,7060.0,85861,12.16,2727,0.39,225.0,381.6,64,2021,SP3,Server
1218,AMD Athlon 64 FX-57,CPU,2005-06-27,90.0,104.0,115.0,114.0,2800.0,Unknown,AMD,,,,,517,,552,,104.0,4.97,1,2009,939,Desktop
1225,AMD Athlon XP 1700+,CPU,2001-01-01,130.0,50.0,80.0,37.0,1467.0,Unknown,AMD,,,,51.25,176,3.44,272,5.3,64.0,2.75,1,2009,Socket A (462),Desktop
1228,AMD Opteron 148,CPU,2005-08-02,90.0,85.0,,106.0,2200.0,Unknown,AMD,,,,,392,,443,,85.3,4.6,1,2009,939,Server
1230,AMD Ryzen 5 2600H,CPU,2018-05-30,14.0,15.0,246.0,,3300.0,GF,AMD,,,,,7836,,2136,,45.0,174.14,4,2019,FP5,Laptop
1237,AMD Athlon 220GE,CPU,2018-12-21,14.0,35.0,192.0,4800.0,3400.0,Unknown,AMD,,,,129.0,4450,34.5,1984,15.38,35.0,127.15,2,2019,AM4,Laptop
1238,AMD EPYC 7313,CPU,2021-03-15,7.0,155.0,,,3000.0,TSMC,AMD,,,,1179.99,40575,34.39,2610,2.21,155.0,261.77,16,2021,SP3,Server
1244,AMD Ryzen Threadripper PRO 3995WX,CPU,2020-07-14,7.0,280.0,74.0,3800.0,2700.0,TSMC,AMD,,,,6807.98,83971,12.33,2626,0.39,280.0,299.9,64,2020,sWRX8,Desktop
1246,AMD Athlon II X2 270u,CPU,2010-09-21,45.0,25.0,117.0,410.0,2000.0,Unknown,AMD,,,,67.67,675,9.98,791,11.69,25.0,27.02,2,2010,AM3,Desktop
1247,AMD Athlon 64 3000+,CPU,2004-10-14,90.0,67.0,84.0,69.0,1800.0,Unknown,AMD,,,,20.0,303,15.13,506,25.31,89.0,3.4,1,2008,Socket 754,Desktop
1255,AMD Sempron 3000+,CPU,2006-05-23,90.0,62.0,103.0,81.0,1600.0,Unknown,AMD,,,,34.95,268,7.66,333,9.53,62.0,4.32,1,2008,AM2,Desktop
1262,AMD Athlon 64 3700+,CPU,2001-01-01,90.0,89.0,199.0,233.0,2200.0,Unknown,AMD,,,,89.95,394,4.38,435,4.83,89.0,4.42,1,2008,939,Desktop
1267,AMD Ryzen 5 PRO 4650GE,CPU,2020-07-21,7.0,35.0,,,3300.0,TSMC,AMD,,,,,15712,,2632,,35.0,448.91,6,2020,AM4,Desktop
1268,AMD Phenom II X3 710,CPU,2009-02-09,45.0,95.0,258.0,758.0,2600.0,Unknown,AMD,,,,169.0,1554,9.2,1069,6.33,95.0,16.36,3,2009,AM3,Desktop
1270,AMD Opteron 150,CPU,2005-08-02,90.0,85.0,,106.0,2400.0,Unknown,AMD,,,,352.94,393,1.11,471,1.34,85.3,4.6,1,2009,939,Server
1272,AMD Ryzen 5 3600X,CPU,2019-07-07,7.0,95.0,74.0,3800.0,3800.0,TSMC,AMD,,,,209.99,18285,87.08,2670,12.71,95.0,192.47,6,2019,AM4,Desktop
1278,AMD Athlon II X2 240e,CPU,2009-10-20,45.0,45.0,117.0,410.0,2800.0,Unknown,AMD,,,,37.89,980,25.86,1092,28.81,45.0,21.77,2,2009,AM3,Desktop
1282,AMD Sempron 3300+,CPU,2005-08-19,90.0,62.0,,63.0,2000.0,Unknown,AMD,,,,20.0,315,15.74,394,19.68,62.0,5.08,1,2008,754,Desktop
1284,AMD Athlon 64 3400+,CPU,2001-01-01,90.0,67.0,84.0,69.0,2400.0,Unknown,AMD,,,,99.95,375,3.75,429,4.29,89.0,4.21,1,2009,754,Unknown
1288,AMD Opteron 6380,CPU,2012-11-05,32.0,115.0,315.0,2400.0,2500.0,Unknown,AMD,,,,855.79,6645,7.76,1096,1.28,115.0,57.78,8,2015,G34,Server
1289,AMD Athlon II X4 630,CPU,2009-09-16,45.0,95.0,169.0,300.0,2800.0,Unknown,AMD,,,,48.04,2093,43.58,1138,23.69,95.0,22.04,4,2009,AM3,Desktop
1294,AMD Athlon II X3 420e,CPU,2010-09-21,45.0,45.0,169.0,300.0,2600.0,Unknown,AMD,,,,116.15,1557,13.4,1058,9.11,45.0,34.6,3,2011,AM3,Desktop
1307,AMD Phenom II X4 905e,CPU,2009-06-02,45.0,65.0,258.0,758.0,2500.0,Unknown,AMD,,,,53.99,1895,35.11,1029,19.06,65.0,29.16,4,2009,AM3,Desktop
1309,AMD Athlon XP 2400+,CPU,2003-09-01,130.0,68.0,,63.0,2000.0,Unknown,AMD,,,,79.99,234,2.93,375,4.69,,,1,2009,unknown,Unknown
1310,AMD Sempron 2600+,CPU,2004-07-28,130.0,62.0,80.0,37.0,1833.0,Unknown,AMD,,,,34.95,253,7.23,325,9.31,,,1,2008,Socket A,Desktop
1318,AMD Sempron 3200+,CPU,2006-05-23,90.0,62.0,103.0,81.0,1800.0,Unknown,AMD,,,,124.68,288,2.31,356,2.85,62.0,4.65,1,2009,AM2,Desktop
1319,AMD Athlon II X3 435,CPU,2009-10-09,45.0,95.0,169.0,300.0,2900.0,Unknown,AMD,,,,159.95,1670,10.44,1188,7.43,95.0,17.58,3,2009,AM3,Desktop
1330,AMD Athlon 64 3800+,CPU,2005-04-04,90.0,89.0,83.0,69.0,2400.0,Unknown,AMD,,,,131.01,292,2.23,461,3.52,45.0,6.5,1,2009,AM2,Unknown
1335,AMD Sempron 2300+,CPU,2001-01-01,130.0,62.0,101.0,63.0,1583.0,Unknown,AMD,,,,45.0,207,4.6,314,6.98,,,1,2009,Socket A,Desktop
1337,AMD Phenom II X4 B93,CPU,2009-10-01,45.0,95.0,258.0,758.0,2800.0,Unknown,AMD,,,,,2104,,1141,,95.0,22.15,4,2010,AM3,Desktop
1348,AMD Athlon 64 4000+,CPU,2001-01-01,90.0,89.0,199.0,233.0,2400.0,Unknown,AMD,,,,99.95,340,3.4,565,5.65,62.0,5.49,1,2008,AM2,Unknown
1356,AMD Athlon 64 3000+,CPU,2001-01-01,90.0,51.0,84.0,69.0,2000.0,Unknown,AMD,,,,20.0,303,15.13,506,25.31,89.0,3.4,1,2008,Socket 754,Desktop
1363,AMD Sempron 3400+,CPU,2005-10-01,90.0,62.0,84.0,63.0,2000.0,Unknown,AMD,,,,86.68,292,3.37,346,3.99,62.0,4.71,1,2008,AM2,Desktop
1364,AMD Ryzen 7 5700G,CPU,2021-04-13,7.0,65.0,,,3800.0,TSMC,AMD,,,,233.0,24545,105.34,3281,14.08,65.0,377.62,8,2021,AM4,Desktop
1367,AMD Opteron 144,CPU,2003-09-09,130.0,82.0,193.0,106.0,1800.0,Unknown,AMD,,,,29.95,316,10.55,376,12.56,67.0,4.72,1,2008,939,Server
1374,AMD EPYC 7543,CPU,2021-03-15,7.0,225.0,,,2800.0,TSMC,AMD,,,,3761.0,56562,15.04,2563,0.68,240.0,235.68,32,2021,SP3,Server
1377,AMD Ryzen 7 5800H,CPU,2021-01-12,7.0,54.0,156.0,9800.0,3200.0,TSMC,AMD,,,,,21469,,3083,,45.0,477.09,8,2021,FP6,Laptop
1382,AMD Ryzen 7 3700U,CPU,2019-01-06,12.0,15.0,210.0,4940.0,2300.0,GF,AMD,,,,,7317,,2013,,15.0,487.81,4,2019,FP5,Laptop
1385,AMD Phenom II X2 545,CPU,2009-06-01,45.0,80.0,258.0,758.0,3000.0,Unknown,AMD,,,,43.98,1107,25.18,1083,24.63,80.0,13.84,2,2009,AM2+/AM3,Desktop
1389,AMD Athlon II X2 235e,CPU,2009-10-20,45.0,45.0,117.0,410.0,2700.0,Unknown,AMD,,,,97.5,1049,10.75,1107,11.35,45.0,23.3,2,2009,AM3,Desktop
1392,AMD Athlon XP 2000+,CPU,2003-09-01,130.0,60.0,,63.0,1667.0,Unknown,AMD,,,,58.99,195,3.31,311,5.28,70.0,2.79,1,2009,Socket A,Desktop
1405,AMD Phenom II X4 925,CPU,2009-05-11,45.0,95.0,258.0,758.0,2800.0,Unknown,AMD,,,,21.0,2173,103.46,1156,55.05,95.0,22.87,4,2009,AM3,Desktop
1406,AMD Ryzen 7 PRO 2700,CPU,2018-09-19,12.0,65.0,192.0,4800.0,3200.0,GF,AMD,,,,,15059,,2145,,65.0,231.67,8,2018,AM4,Desktop
