Unnamed: 0,CPUname,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS,price,cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,testDate,socket,category
943,Intel Pentium G6950,CPU,2010-01-07,32.0,73.0,81.0,382.0,2800.0,Intel,Intel,,,,79.0,1061,13.43,1035,13.1,73.0,14.53,2,2010,LGA1156,Desktop
945,Intel Core i7-3630QM,CPU,2012-09-01,22.0,45.0,160.0,1480.0,2400.0,Intel,Intel,,,,429.95,5131,11.93,1695,3.94,45.0,114.03,4,2012,rPGA988B,Laptop
946,Intel Core i7-2700K,CPU,2011-10-24,32.0,95.0,216.0,1160.0,3500.0,Intel,Intel,,,,180.0,5604,31.13,1786,9.92,95.0,58.99,4,2011,LGA1155,Desktop
950,Intel Core i7-9700F,CPU,2019-04-23,14.0,65.0,,,3000.0,Intel,Intel,,,,340.99,13462,39.48,2796,8.2,65.0,207.11,8,2019,FCLGA1151-2,Desktop
960,Intel Core i3-9100F,CPU,2019-04-23,14.0,65.0,,,3600.0,Intel,Intel,,,,124.0,6768,54.58,2519,20.32,65.0,104.12,4,2019,FCLGA1151-2,Desktop
962,Intel Core i3-6300,CPU,2015-09-01,14.0,51.0,150.0,1400.0,3800.0,Intel,Intel,,,,163.49,4386,26.83,2295,14.04,51.0,86,2,2015,LGA 1151,Desktop
964,Intel Pentium E5800,CPU,2010-11-28,45.0,65.0,82.0,228.0,3200.0,Intel,Intel,,,,139.95,1165,8.33,1314,9.39,65.0,17.93,2,2012,LGA775,Desktop
965,Intel Xeon W3530,CPU,2010-03-16,45.0,130.0,263.0,731.0,2800.0,Intel,Intel,,,,346.19,3045,8.8,1336,3.86,130.0,23.43,4,2010,LGA1366,Server
966,Intel Pentium Gold G5620,CPU,2019-02-20,14.0,51.0,,,4000.0,Intel,Intel,,,,159.99,4102,25.64,2424,15.15,54.0,75.97,2,2019,FCLGA1151-2,Desktop
973,Intel Core i7-1165G7,CPU,2020-09-02,10.0,28.0,,,2800.0,Intel,Intel,,,,426.0,10595,24.87,2877,6.75,15.0,706.33,4,2020,BGA1526,Laptop
978,Intel Pentium G3250T,CPU,2014-07-21,22.0,35.0,177.0,1400.0,2800.0,Intel,Intel,,,,49.99,1726,34.52,1568,31.38,35.0,49.3,2,2015,LGA1150,Desktop
979,Intel Core i3-4340,CPU,2013-09-01,22.0,54.0,177.0,1400.0,3600.0,Intel,Intel,,,,149.99,3506,23.38,2027,13.51,54.0,64.93,2,2013,LGA1150,Desktop
981,Intel Core i3-2125,CPU,2011-09-04,32.0,65.0,131.0,504.0,3300.0,Intel,Intel,,,,152.0,2093,13.77,1550,10.2,65.0,32.19,2,2011,LGA1155,Desktop
987,Intel Core i7-4650U,CPU,2013-06-04,22.0,15.0,118.0,1300.0,1700.0,Intel,Intel,,,,,2421,,1550,,15.0,161.41,2,2013,BGA1168,Laptop
988,Intel Core i5-3360M,CPU,2012-06-01,22.0,35.0,118.0,,2800.0,Intel,Intel,,,,78.02,2846,36.48,1755,22.5,35.0,81.31,2,2012,BGA1023,Laptop
997,Intel Core i3-4005U,CPU,2013-09-04,22.0,15.0,118.0,1400.0,1700.0,Intel,Intel,,,,,1634,,902,,15.0,108.96,2,2014,FCBGA1168,Laptop
999,Intel Atom N270,CPU,2008-06-03,45.0,3.0,26.0,47.0,1600.0,Intel,Intel,,,,,175,,164,,2.5,70.05,1,2009,BGA437,Laptop
1000,Intel Core i9-10900X,CPU,2019-10-19,14.0,165.0,,,3700.0,Intel,Intel,,,,560.0,22683,40.51,2696,4.81,165.0,137.47,10,2019,FCLGA2066,Desktop
1002,Intel Core i5-8265U,CPU,2018-10-01,14.0,28.0,123.0,,1600.0,Intel,Intel,,,,499.88,6103,12.21,2122,4.25,15.0,406.87,4,2018,FCBGA1528,Laptop
1003,Intel Core i7-10875H,CPU,2020-04-02,14.0,45.0,,,2100.0,Intel,Intel,,,,450.0,15426,34.28,2778,6.17,45.0,342.79,8,2020,FCBGA1440,Laptop
1013,Intel Core i7-8559U,CPU,2018-04-05,14.0,28.0,123.0,,2700.0,Intel,Intel,,,,617.0,8745,14.17,2580,4.18,28.0,312.32,4,2018,FCBGA1528,Laptop
1015,Intel Core i3-7300T,CPU,2017-01-03,14.0,35.0,,,3500.0,Intel,Intel,,,,181.59,4159,22.9,2128,11.72,35.0,118.82,2,2017,FCLGA1151,Desktop
1018,Intel Pentium G645T,CPU,2012-09-02,32.0,35.0,131.0,504.0,2500.0,Intel,Intel,,,,,1164,,1100,,35.0,33.25,2,2012,LGA1155,Desktop
1019,Intel Core Duo T2050,CPU,2005-05-01,65.0,31.0,90.0,151.0,1600.0,Intel,Intel,,,,,320,,493,,31.0,10.32,2,2008,PGA478,Desktop
1021,Intel Pentium G3220,CPU,2013-09-01,22.0,54.0,177.0,1400.0,3000.0,Intel,Intel,,,,64.8,1849,28.53,1695,26.16,54.0,34.24,2,2013,FCLGA1150,Desktop
1023,Intel Core i5-9400T,CPU,2018-09-01,14.0,35.0,,,1800.0,Intel,Intel,,,,182.0,7819,42.96,2057,11.3,35.0,223.39,6,2019,FCLGA1151-2,Desktop
1024,Intel Core i5-6350HQ,CPU,2016-01-24,14.0,45.0,,,2300.0,Intel,Intel,,,,306.0,4255,13.9,1420,4.64,45.0,94.55,4,2021,LGA 1151,Laptop
1026,Intel Xeon W3540,CPU,2009-03-30,45.0,130.0,263.0,731.0,2933.0,Intel,Intel,,,,507.0,2890,5.7,1289,2.54,130.0,22.23,4,2009,LGA1366,Server
1028,Intel Core i9-11900F,CPU,2021-03-16,14.0,65.0,,,2500.0,Intel,Intel,,,,379.99,23814,62.67,3528,9.28,65.0,366.37,8,2021,FCLGA1200,Desktop
1033,Intel Core i7-965,CPU,2008-11-17,45.0,130.0,263.0,731.0,3200.0,Intel,Intel,,,,90.97,3288,36.15,1452,15.97,130.0,25.29,4,2008,LGA1366,Desktop
1034,Intel Core i5-6500,CPU,2015-07-02,14.0,65.0,177.0,,3200.0,Intel,Intel,,,,129.0,5655,43.84,2123,16.46,65.0,87,4,2015,LGA 1151,Desktop
1035,Intel Core M-5Y31,CPU,2014-10-27,14.0,5.0,50.0,,900.0,Intel,Intel,,,,,2095,,1345,,4.5,465.51,2,2015,FCBGA1234,Laptop
1036,Intel Xeon X5647,CPU,2011-02-14,32.0,130.0,239.0,1170.0,2933.0,Intel,Intel,,,,19.93,4455,223.53,1385,69.5,130.0,34.27,4,2011,LGA1366,Server
1038,Intel Core i3-9350KF,CPU,2019-01-08,14.0,91.0,,,4000.0,Intel,Intel,,,,207.36,7318,35.29,2666,12.86,91.0,80.42,4,2019,FCLGA1151-2,Desktop
1039,Intel Core i7-2960XM,CPU,2011-09-04,32.0,55.0,216.0,1160.0,2700.0,Intel,Intel,,,,399.95,4423,11.06,1491,3.73,55.0,80.41,4,2011,PGA988B,Laptop
1043,Intel Core i7-11700KF,CPU,2021-03-16,14.0,125.0,,,3600.0,Intel,Intel,,,,279.0,24147,86.55,3420,12.26,125.0,193.17,8,2021,FCLGA1200,Desktop
1044,Intel Core i5-3210M,CPU,2012-06-01,22.0,35.0,118.0,,2500.0,Intel,Intel,,,,52.02,2449,47.08,1534,29.49,35.0,69.98,2,2012,PGA988B,Laptop
1050,Intel Core i5-8305G,CPU,2018-02-01,14.0,65.0,,,2800.0,Intel,Intel,,,,,7073,,2118,,65.0,108.82,4,2018,BGA2270,Laptop
1053,Intel Xeon 5130,CPU,2006-06-26,65.0,65.0,,,2000.0,Intel,Intel,,,,48.99,795,16.22,796,16.24,65.0,12.23,2,2009,LGA771,Server
1054,Intel Core i7-4770HQ,CPU,2014-07-01,22.0,47.0,264.0,1400.0,2200.0,Intel,Intel,,,,,6125,,1934,,47.0,130.31,4,2014,FCBGA1364,Laptop
1063,Intel Core i5-3320M,CPU,2012-06-01,22.0,35.0,118.0,,2600.0,Intel,Intel,,,,44.04,2646,60.09,1612,36.6,35.0,75.61,2,2012,BGA1023,Laptop
1064,Intel Core i7-940,CPU,2008-11-17,45.0,130.0,263.0,731.0,2933.0,Intel,Intel,,,,49.0,3066,62.56,1345,27.45,130.0,23.58,4,2008,LGA1366,Desktop
1069,Intel Core i7-3667U,CPU,2012-06-03,22.0,17.0,118.0,,2000.0,Intel,Intel,,,,,2418,,1518,,17.0,142.26,2,2012,BGA1023,Laptop
1070,Intel Core i5-5675C,CPU,2015-05-15,14.0,65.0,,,3100.0,Intel,Intel,,,,258.34,5548,21.48,2251,8.71,65.0,85.36,4,2015,FCLGA1150,Desktop
1072,Intel Core i9-7980XE,CPU,2017-09-01,14.0,165.0,,,2600.0,Intel,Intel,,,,816.42,29842,36.55,2474,3.03,165.0,180.86,18,2017,FCLGA2066,Desktop
1079,Intel Core i3-3240,CPU,2012-09-03,22.0,55.0,94.0,,3400.0,Intel,Intel,,,,42.17,2287,54.22,1805,42.8,55.0,41.57,2,2012,LGA1155,Desktop
1081,Intel Atom N550,CPU,2010-08-23,45.0,9.0,87.0,176.0,1500.0,Intel,Intel,,,,86.0,265,3.08,243,2.82,8.5,31.16,2,2010,BGA559,Laptop
1083,Intel Core i5-2435M,CPU,2011-09-01,32.0,35.0,149.0,624.0,2400.0,Intel,Intel,,,,,2085,,1300,,35.0,59.57,2,2011,BGA1023,Laptop
1084,Intel Xeon E5-2667 v2,CPU,2013-09-01,22.0,130.0,160.0,1400.0,3300.0,Intel,Intel,,,,174.95,12222,69.86,2018,11.53,130.0,94.02,8,2014,LGA 2011,Server
1086,Intel Pentium D 915,CPU,2006-07-23,65.0,95.0,140.0,376.0,2800.0,Intel,Intel,,,,,423,,508,,95.0,4.46,2,2008,PLGA775,Desktop
1093,Intel Xeon E5-2697 v2,CPU,2013-09-01,22.0,130.0,160.0,1400.0,2700.0,Intel,Intel,,,,162.5,14218,87.49,1811,11.14,130.0,109.37,12,2013,FCLGA2011,Server
1095,Intel Core i3-10320,CPU,2020-04-30,14.0,91.0,,,3800.0,Intel,Intel,,,,133.95,10115,75.51,2848,21.26,65.0,155.61,4,2020,FCLGA1200,Desktop
1097,Intel Core i5-750,CPU,2009-09-08,45.0,95.0,296.0,774.0,2666.0,Intel,Intel,,,,200.0,2495,12.48,1242,6.21,95.0,26.27,4,2009,LGA1156,Desktop
1099,Intel Pentium G3450T,CPU,2014-07-21,22.0,35.0,177.0,1400.0,2900.0,Intel,Intel,,,,,2016,,1135,,35.0,57.59,2,2015,LGA1150,Desktop
1101,Intel Core i5-8400,CPU,2017-10-05,14.0,65.0,,,2800.0,Intel,Intel,,,,230.0,9222,40.1,2404,10.45,65.0,141.88,6,2017,FCLGA1151-2,Desktop
1107,Intel Atom D410,CPU,2010-01-04,45.0,10.0,66.0,123.0,1667.0,Intel,Intel,,,,635.99,177,0.28,254,0.4,10.0,17.7,1,2010,BGA559,Desktop
1108,Intel Xeon L5520,CPU,2009-03-30,45.0,60.0,263.0,731.0,2266.0,Intel,Intel,,,,49.0,2163,44.13,969,19.78,60.0,36.04,4,2010,LGA1366,Server
1109,Intel Core i5-7600T,CPU,2017-01-03,14.0,35.0,,,2800.0,Intel,Intel,,,,298.0,6073,20.38,2231,7.49,35.0,173.5,4,2017,FCLGA1151,Desktop
1112,Intel Core i7-10700F,CPU,2020-04-30,14.0,65.0,,,2900.0,Intel,Intel,,,,249.99,16973,67.89,2919,11.67,65.0,261.12,8,2020,FCLGA1200,Desktop
1115,Intel Pentium Gold G6605,CPU,2021-03-16,14.0,65.0,,,4300.0,Intel,Intel,,,,124.25,4493,36.16,2658,21.39,58.0,77.47,2,2021,FCLGA1200,Desktop
1116,Intel Xeon Gold 6348,CPU,2021-04-06,10.0,235.0,,,2600.0,Intel,Intel,,,,3173.0,53112,16.74,2455,0.77,235.0,226.01,28,2021,FCLGA4189,Server
1117,Intel Core i7-970,CPU,2010-07-19,32.0,130.0,239.0,1170.0,3200.0,Intel,Intel,,,,520.0,6499,12.5,1455,2.8,130.0,49.99,6,2010,LGA1366,Desktop
1118,Intel Celeron B840,CPU,2011-07-01,32.0,35.0,131.0,504.0,1900.0,Intel,Intel,,,,,930,,901,,35.0,26.56,2,2011,PGA988B,Laptop
1119,Intel Core i7-8850H,CPU,2018-04-02,14.0,45.0,149.0,,2700.0,Intel,Intel,,,,395.0,10333,26.16,2399,6.07,45.0,229.62,6,2018,FCBGA1440,Laptop
1121,Intel Core i3-10110Y,CPU,2019-08-21,14.0,9.0,,,1000.0,Intel,Intel,,,,287.0,3278,11.42,2093,7.29,7.0,468.22,2,2020,UTFCBGA1377,Laptop
1123,Intel Core i3-2120T,CPU,2011-09-04,32.0,35.0,131.0,504.0,2600.0,Intel,Intel,,,,133.89,1486,11.1,1144,8.54,35.0,42.47,2,2011,LGA1155,Desktop
1129,Intel Xeon E5-2637 v2,CPU,2013-09-01,22.0,130.0,160.0,1400.0,3500.0,Intel,Intel,,,,127.52,6244,48.96,1849,14.5,130.0,48.03,4,2014,LGA 2011,Server
1130,Intel Core i5-9500,CPU,2018-10-19,14.0,65.0,,,3000.0,Intel,Intel,,,,297.59,9698,32.59,2578,8.66,65.0,149.2,6,2019,FCLGA1151-2,Desktop
1131,Intel Xeon Silver 4316,CPU,2021-04-06,10.0,150.0,,,2300.0,Intel,Intel,,,,1129.22,37264,33.0,2380,2.11,150.0,248.43,20,2021,FCLGA4189,Server
1134,Intel Pentium G3420,CPU,2013-09-01,22.0,54.0,177.0,1400.0,3200.0,Intel,Intel,,,,49.95,1990,39.84,1805,36.14,54.0,36.86,2,2013,FCLGA1150,Desktop
1135,Intel Pentium G4560,CPU,2017-01-03,14.0,51.0,,,3500.0,Intel,Intel,,,,168.0,3513,20.91,2103,12.52,54.0,65.06,2,2017,FCLGA1151,Desktop
1136,Intel Core i5-4590,CPU,2014-05-01,22.0,84.0,177.0,1400.0,3300.0,Intel,Intel,,,,58.0,5344,92.14,2093,36.08,84.0,63.62,4,2014,LGA1150,Desktop
1137,Intel Xeon 5120,CPU,2006-06-26,65.0,65.0,,,1866.0,Intel,Intel,,,,1474.4,763,0.52,748,0.51,65.0,11.73,2,2009,LGA771,Server
1139,Intel Pentium Gold G6400,CPU,2020-04-30,14.0,58.0,,,4000.0,Intel,Intel,,,,74.63,4130,55.34,2484,33.29,58.0,71.21,2,2020,FCLGA1200,Desktop
1140,Intel Xeon E5-2630 v2,CPU,2013-09-01,22.0,80.0,160.0,1400.0,2600.0,Intel,Intel,,,,69.0,7470,108.26,1574,22.82,80.0,93.37,6,2013,FCLGA2011,Server
1142,Intel Pentium G640T,CPU,2012-06-03,32.0,35.0,131.0,504.0,2400.0,Intel,Intel,,,,84.88,1139,13.42,1102,12.98,35.0,32.54,2,2012,LGA1155,Desktop
1146,Intel Core i7-8705G,CPU,2018-02-01,14.0,65.0,,,3100.0,Intel,Intel,,,,1535.11,7947,5.18,2288,1.49,65.0,122.26,4,2018,BGA2270,Laptop
1149,Intel Core i5-6600K,CPU,2015-07-02,14.0,95.0,,,3500.0,Intel,Intel,,,,135.0,6307,46.72,2332,17.27,91.0,69.31,4,2015,FCLGA1151,Desktop
1154,Intel Celeron N2840,CPU,2014-05-22,22.0,7.0,,,2160.0,Intel,Intel,,,,,580,,667,,7.0,82.81,2,2014,FCBGA1170,Laptop
1155,Intel Celeron G5920,CPU,2020-04-30,14.0,58.0,,,3500.0,Intel,Intel,,,,61.99,2482,40.04,2151,34.7,58.0,42.79,2,2020,FCLGA1200,Desktop
1157,Intel Pentium Gold G6500,CPU,2020-04-30,14.0,58.0,,,4100.0,Intel,Intel,,,,96.99,4147,42.76,2491,25.69,58.0,71.5,2,2020,FCLGA1200,Desktop
1164,Intel Core i5-10210Y,CPU,2019-08-21,14.0,9.0,,,1000.0,Intel,Intel,,,,,4836,,2032,,7.0,690.81,4,2020,UTFCBGA1377,Laptop
1166,Intel Core i3-10300,CPU,2020-04-30,14.0,62.0,,,3700.0,Intel,Intel,,,,138.99,9284,66.79,2677,19.26,65.0,142.82,4,2020,FCLGA1200,Desktop
1177,Intel Pentium E5300,CPU,2008-11-30,45.0,65.0,82.0,228.0,2600.0,Intel,Intel,,,,59.49,906,15.22,1032,17.34,65.0,13.93,2,2009,LGA775,Desktop
1186,Intel Xeon X5650,CPU,2010-03-16,32.0,95.0,239.0,1170.0,2666.0,Intel,Intel,,,,58.0,5761,99.32,1302,22.45,95.0,60.64,6,2010,LGA1366,Server
1192,Intel Xeon L5630,CPU,2010-03-16,32.0,40.0,239.0,1170.0,2133.0,Intel,Intel,,,,118.0,2943,24.94,1043,8.84,40.0,73.57,4,2010,LGA1366,Server
1195,Intel Celeron 440,CPU,2007-06-03,65.0,35.0,77.0,105.0,2000.0,Intel,Intel,,,,49.99,368,7.37,444,8.88,35.0,10.52,1,2009,LGA775,Desktop
1208,Intel Core i3-4100E,CPU,2013-09-04,22.0,37.0,118.0,1400.0,2400.0,Intel,Intel,,,,225.0,1848,8.22,1390,6.18,37.0,49.96,2,2021,FCBGA1364,Mobile/Embedded
1209,Intel Core i5-9600,CPU,2018-10-19,14.0,65.0,,,3100.0,Intel,Intel,,,,256.55,10369,40.42,2751,10.72,65.0,159.53,6,2019,FCLGA1151-2,Desktop
1214,Intel Xeon X5570,CPU,2009-03-30,45.0,95.0,263.0,731.0,2933.0,Intel,Intel,,,,100.0,3270,32.7,1410,14.1,95.0,34.42,4,2009,LGA1366,Server
1215,Intel Core i9-9980XE,CPU,2018-10-19,14.0,165.0,,,3000.0,Intel,Intel,,,,1442.21,31905,22.12,2566,1.78,165.0,193.37,18,2018,FCLGA2066,Desktop
1216,Intel Pentium G4600T,CPU,2017-01-03,14.0,35.0,,,3000.0,Intel,Intel,,,,117.99,3130,26.53,1843,15.62,35.0,89.43,2,2017,FCLGA1151,Desktop
1217,Intel Core i7-960,CPU,2009-10-20,45.0,130.0,263.0,731.0,3200.0,Intel,Intel,,,,298.61,3245,10.87,1452,4.86,130.0,24.96,4,2009,LGA1366,Desktop
1220,Intel Core i7-8700K,CPU,2017-10-05,14.0,95.0,154.0,,3700.0,Intel,Intel,,,,309.0,13850,44.82,2764,8.95,95.0,145.79,6,2017,FCLGA1151-2,Desktop
1227,Intel Pentium G630,CPU,2011-09-04,32.0,65.0,131.0,504.0,2700.0,Intel,Intel,,,,14.99,1277,85.21,1225,81.69,65.0,19.65,2,2011,LGA1155,Desktop
1231,Intel Core i5-8250U,CPU,2017-08-21,14.0,15.0,123.0,,1600.0,Intel,Intel,,,,,5941,,1932,,15.0,396.03,4,2017,FC-BGA1356,Laptop
1232,Intel Pentium E6500,CPU,2009-08-09,45.0,65.0,82.0,228.0,2933.0,Intel,Intel,,,,95.71,1073,11.21,1210,12.64,65.0,16.51,2,2009,LGA775,Desktop
1233,Intel Core i5-3335S,CPU,2012-11-01,22.0,65.0,160.0,1480.0,2700.0,Intel,Intel,,,,,3754,,1738,,65.0,57.75,4,2012,LGA1155,Desktop
1234,Intel Pentium G2120,CPU,2012-09-03,22.0,55.0,94.0,,3100.0,Intel,Intel,,,,74.99,1870,24.94,1708,22.77,55.0,34,2,2012,FCLGA1155,Desktop
1235,Intel Core i7-6700TE,CPU,2015-09-01,14.0,35.0,,,2400.0,Intel,Intel,,,,,6734,,2012,,35.0,192.4,4,2016,LGA 1151,Desktop
1242,Intel Xeon E5506,CPU,2009-03-30,45.0,80.0,263.0,731.0,2133.0,Intel,Intel,,,,90.0,1946,21.62,941,10.46,80.0,24.33,4,2009,LGA1366,Server
1243,Intel Core i3-6100,CPU,2015-09-01,14.0,51.0,150.0,1400.0,3700.0,Intel,Intel,,,,131.51,4177,31.76,2220,16.88,51.0,81.9,2,2015,LGA 1151,Desktop
1248,Intel Xeon L5640,CPU,2010-03-16,32.0,60.0,239.0,1170.0,2266.0,Intel,Intel,,,,72.65,4591,63.2,1139,15.68,60.0,76.52,6,2010,LGA1366,Server
1249,Intel Xeon Silver 4314,CPU,2021-04-06,10.0,135.0,,,2400.0,Intel,Intel,,,,867.3,30043,34.64,2179,2.51,135.0,222.54,16,2021,FCLGA4189,Server
1251,Intel Core i9-10920X,CPU,2019-10-19,14.0,165.0,,,3500.0,Intel,Intel,,,,679.99,26696,39.26,2766,4.07,165.0,161.79,12,2019,FCLGA2066,Desktop
1252,Intel Core i5-1035G7,CPU,2019-08-01,10.0,25.0,,,1200.0,Intel,Intel,,,,320.0,8388,26.21,2299,7.18,15.0,559.21,4,2019,FCBGA1526,Laptop
1254,Intel Celeron B830,CPU,2012-09-01,32.0,35.0,131.0,504.0,1800.0,Intel,Intel,,,,49.99,812,16.25,841,16.83,35.0,23.21,2,2012,rPGA988B,Laptop
1257,Intel Core i9-9980HK,CPU,2019-04-23,14.0,45.0,149.0,,2400.0,Intel,Intel,,,,583.0,14728,25.26,2620,4.49,45.0,327.29,8,2019,FCBGA1440,Laptop
1264,Intel Core i9-10980XE,CPU,2019-10-19,14.0,165.0,,,3000.0,Intel,Intel,,,,999.99,33408,33.41,2667,2.67,165.0,202.47,18,2019,FCLGA2066,Desktop
1265,Intel Core i3-4360,CPU,2014-05-01,22.0,54.0,177.0,1400.0,3700.0,Intel,Intel,,,,199.88,3688,18.45,2067,10.34,54.0,68.29,2,2014,FCLGA1150,Desktop
1266,Intel Core i5-1130G7,CPU,2020-09-02,10.0,15.0,,,1100.0,Intel,Intel,,,,309.0,9756,31.57,2549,8.25,15.0,650.39,4,2021,BGA 1449,Laptop
1269,Intel Pentium Silver J5005,CPU,2017-12-01,14.0,10.0,,,1500.0,Intel,Intel,,,,521.99,3040,5.82,1206,2.31,10.0,304,4,2017,FCBGA1090,Desktop
1276,Intel Core i3-10105,CPU,2021-03-16,14.0,65.0,,,3700.0,Intel,Intel,,,,107.0,8928,83.44,2718,25.4,65.0,137.36,4,2021,FCLGA1200,Desktop
1277,Intel Core i9-9960X,CPU,2018-10-19,14.0,165.0,,,3100.0,Intel,Intel,,,,1498.95,30655,20.45,2631,1.76,165.0,185.79,16,2019,FCLGA2066,Desktop
1281,Intel Core i5-7600K,CPU,2017-01-03,14.0,91.0,,,3800.0,Intel,Intel,,,,165.99,6869,41.38,2566,15.46,91.0,75.49,4,2017,FCLGA1151,Desktop
1283,Intel Xeon E5-2680 v2,CPU,2013-09-01,22.0,115.0,160.0,1400.0,2800.0,Intel,Intel,,,,139.53,12530,89.8,1789,12.82,115.0,108.96,10,2013,FCLGA2011,Server
1286,Intel Atom S1260,CPU,2012-12-11,32.0,9.0,,,2000.0,Intel,Intel,,,,64.0,596,9.31,224,3.5,8.5,70.08,2,2013,FCBGA1283,Server
1287,Intel Pentium Gold G5500,CPU,2018-04-02,14.0,51.0,,,3800.0,Intel,Intel,,,,169.87,3770,22.2,2258,13.29,54.0,69.82,2,2018,FCLGA1151-2,Desktop
1291,Intel Atom E3815,CPU,2013-10-08,22.0,5.0,,,1467.0,Intel,Intel,,,,135.0,159,1.17,238,1.76,5.0,31.7,1,2014,FCBGA1170,Desktop
1297,Intel Core i3-3240T,CPU,2012-09-03,22.0,35.0,94.0,,3000.0,Intel,Intel,,,,,2013,,1540,,35.0,57.5,2,2012,LGA1155,Desktop
1298,Intel Pentium 3556U,CPU,2013-09-01,22.0,15.0,118.0,1400.0,1700.0,Intel,Intel,,,,,1017,,937,,15.0,67.82,2,2013,BGA1168,Laptop
1300,Intel Core i3-2130,CPU,2011-09-04,32.0,65.0,131.0,504.0,3400.0,Intel,Intel,,,,67.15,1986,29.57,1557,23.19,65.0,30.55,2,2011,LGA1155,Desktop
1301,Intel Celeron G1820,CPU,2013-12-01,22.0,54.0,177.0,1400.0,2700.0,Intel,Intel,,,,62.3,1670,26.81,1520,24.39,53.0,31.51,2,2014,FCLGA1150,Desktop
1302,Intel Core i5-5200U,CPU,2015-03-01,14.0,15.0,,,2200.0,Intel,Intel,,,,281.0,2502,8.9,1512,5.38,15.0,166.78,2,2014,FCBGA1168,Laptop
1303,Intel Core i9-9900X,CPU,2018-10-19,14.0,165.0,,,3500.0,Intel,Intel,,,,654.99,21868,33.39,2604,3.98,165.0,132.54,10,2018,FCLGA2066,Desktop
1305,Intel Xeon E5-2643 v2,CPU,2013-09-01,22.0,130.0,160.0,1400.0,3500.0,Intel,Intel,,,,398.95,9083,22.77,1895,4.75,130.0,69.87,6,2013,FCLGA2011,Server
1306,Intel Celeron 2955U,CPU,2013-09-01,22.0,15.0,118.0,1400.0,1400.0,Intel,Intel,,,,,835,,765,,15.0,55.68,2,2013,FCBGA1168,Laptop
1308,Intel Atom Z520,CPU,2008-04-02,45.0,2.0,26.0,47.0,1334.0,Intel,Intel,,,,,122,,151,,2.0,61.23,1,2009,BGA441,Laptop
1312,Intel Core i3-2120,CPU,2011-02-20,32.0,65.0,131.0,504.0,3300.0,Intel,Intel,,,,27.44,1926,70.17,1517,55.3,65.0,29.62,2,2011,LGA1155,Desktop
1314,Intel Celeron G550,CPU,2012-06-01,32.0,65.0,131.0,504.0,2600.0,Intel,Intel,,,,49.0,1200,24.49,1192,24.32,65.0,18.46,2,2012,LGA1155,Desktop
1317,Intel Core i7-4710HQ,CPU,2014-04-01,22.0,47.0,264.0,1400.0,2500.0,Intel,Intel,,,,378.0,5518,14.6,1784,4.72,47.0,117.4,4,2014,FCBGA1364,Laptop
1321,Intel Core i7-6900K,CPU,2016-05-31,14.0,140.0,,,3200.0,Intel,Intel,,,,384.95,14291,37.13,2361,6.13,140.0,102.08,8,2016,FCLGA2011-3,Desktop
1322,Intel Core i5-11400,CPU,2021-03-16,14.0,65.0,,,2600.0,Intel,Intel,,,,174.21,17132,98.34,3048,17.5,65.0,263.57,6,2021,FCLGA1200,Desktop
1328,Intel Xeon E5-2650L v2,CPU,2013-09-01,22.0,70.0,160.0,1400.0,1700.0,Intel,Intel,,,,79.0,7475,94.62,1102,13.95,70.0,106.79,10,2017,FCLGA2011,Server
1329,Intel Core i5-661,CPU,2010-01-07,32.0,87.0,81.0,382.0,3333.0,Intel,Intel,,,,200.19,2462,12.3,1455,7.27,87.0,28.3,2,2010,LGA1156,Desktop
1331,Intel Celeron N2920,CPU,2013-12-01,22.0,7.0,,,1860.0,Intel,Intel,,,,,918,,549,,7.5,122.4,4,2014,FCBGA1170,Laptop
1333,Intel Core i3-8121U,CPU,2018-05-05,10.0,28.0,123.0,,2200.0,Intel,Intel,,,,290.0,4376,15.09,1927,6.65,15.0,291.73,2,2018,unknown,Laptop
1334,Intel Pentium G6951,CPU,2010-09-01,32.0,73.0,81.0,382.0,2800.0,Intel,Intel,,,,75.0,1401,18.68,1137,15.16,73.0,19.19,2,2011,LGA1156,Desktop
1341,Intel Core i3-2332M,CPU,2011-09-01,32.0,35.0,149.0,624.0,2200.0,Intel,Intel,,,,,1353,,936,,35.0,38.65,2,2014,rPGA988B,Laptop
1342,Intel Core i7-870,CPU,2009-09-08,45.0,95.0,296.0,774.0,2933.0,Intel,Intel,,,,199.88,3074,15.38,1392,6.97,95.0,32.36,4,2009,LGA1156,Desktop
1344,Intel Pentium D 960,CPU,2006-05-02,65.0,130.0,140.0,376.0,3600.0,Intel,Intel,,,,,743,,775,,130.0,5.71,2,2009,PLGA775,Desktop
1345,Intel Core i7-10700,CPU,2020-04-30,14.0,65.0,,,2900.0,Intel,Intel,,,,268.99,16946,63.0,2922,10.86,65.0,260.71,8,2020,FCLGA1200,Desktop
1347,Intel Core Solo T1400,CPU,2006-01-05,65.0,27.0,90.0,151.0,1833.0,Intel,Intel,,,,,253,,525,,27.0,9.37,1,2009,PGA478,Laptop
