Product,cpuName
Intel Core Solo ULV U1300,Intel Core i3-2120 @ 3.30GHz
AMD Sempron 3500+,AMD Athlon II X3 460
AMD Opteron 844,AMD Athlon 5370 APU
Intel Celeron 2961Y,Intel Xeon E5410 @ 2.33GHz
Intel Xeon W5590,Intel Xeon L5410 @ 2.33GHz
AMD Sempron 3000+,"Qualcomm Technologies, Inc SM4250"
Intel Core i3-3217U,Intel Pentium G3240 @ 3.10GHz
AMD Ryzen 9 5980HS,AMD Opteron 3320 EE
AMD Opteron 140,Intel Core i5-580M @ 2.67GHz
Intel Pentium 2117U,Intel Pentium G3420T @ 2.70GHz
AMD FX-4300,"Qualcomm Technologies, Inc MSM8976SG"
AMD Opteron 148,AMD Opteron X2170 APU
AMD EPYC 7351,AMD A10 PRO-7350B APU
Intel Celeron N2810,AMD A10-4600M APU
Intel Pentium Gold G6505,Samsung Exynos 9611
AMD Ryzen 7 2700X 50th Anniversary,Intel Core i5-3439Y @ 1.50GHz
Intel Xeon Gold 6342,Intel Core i5-4422E @ 1.80GHz
Intel Pentium M 750,AMD Phenom II X4 B05e
AMD Athlon II X2 210e,Intel Core M-5Y10a @ 0.80GHz
Intel Pentium P6200,Intel Celeron N4500 @ 1.10GHz
Intel Xeon E3-1230 v2,AMD Opteron 2419 EE
Intel Core i7-4600M,AMD A10-5750M APU
Intel Core i9-10980HK,AMD Phenom II X4 920
Intel Atom Z3740,AMD Opteron 1385
AMD Opteron A1170,AMD Phenom II X4 905e
Intel Core 2 Duo T7400,Intel Pentium G2130 @ 3.20GHz
Intel Core i7-8086K,AMD Phenom 9950 Quad-Core
AMD EPYC 7643,AMD PRO A6-8570
AMD Phenom II X4 945 (125W),Intel Core i5-2510E @ 2.50GHz
AMD Ryzen 3 2200U,AMD PRO A6-8550B
AMD Turion 64 ML-30,Intel Core M-5Y10 @ 0.80GHz
Intel Core i5-3320M,Intel Core i5-2515E @ 2.50GHz
Intel Core i7-4860EQ,Intel Core i7-3555LE @ 2.50GHz
AMD Opteron X2 270,Intel Celeron 4305UE @ 2.00GHz
Intel Core i5-1030G7,AMD PRO A6-9500
Intel Core i9-11900K,Intel Core i3-4030U @ 1.90GHz
Intel Atom Z612,AMD Athlon II X4 610e
AMD Opteron 4332 HE,Intel Core i3-2105 @ 3.10GHz
AMD Opteron 854,Intel Pentium G2120 @ 3.10GHz
Intel Pentium D 820,AMD A6-9500
Intel Xeon 2.8,AMD Opteron 2378
AMD EPYC 7262,"Qualcomm Technologies, Inc SDM460"
Intel Xeon Platinum 8376H,Intel Core i5-4230U @ 1.90GHz
AMD Athlon XP 2600+ DTR,Intel Core i3-4110U @ 1.90GHz
Intel Core i7-10510U,Intel Pentium 1403 @ 2.60GHz
Intel Core i3-7100T,ARM Cortex-A53 6 Core 1896 MHz
Intel Core i7-9850H,Intel Celeron G3900TE @ 2.30GHz
AMD Sempron 3000+,AMD Phenom II X4 810
Intel Xeon Gold 6312U,Intel Pentium G3220 @ 3.00GHz
AMD Ryzen 9 4900H,Intel Core i3-4100E @ 2.40GHz
Intel Core 2 Duo E6550,MediaTek MT8183
AMD Opteron 246,Intel Core i3-2310E @ 2.10GHz
AMD Athlon 64 X2 5000+ EE,Intel Core2 Extreme Q9300 @ 2.53GHz
,AMD Phenom II X3 B77
,AMD Phenom II X4 805
,AMD A8-5550M APU
,AMD A6-9500E
,UIS7862A
,Intel Xeon X3323 @ 2.50GHz
,AMD FX-7500 APU
,AMD Athlon II X3 455
,Intel Core i5-560M @ 2.67GHz
,AMD A6-3620 APU
,AMD Phenom II X4 B15e
,Intel Core i3-3130M @ 2.60GHz
,SAMSUNG Exynos7420
,Intel Core i3-2330E @ 2.20GHz
,Intel Core M-5Y10c @ 0.80GHz
,Intel Core i3-2100 @ 3.10GHz
,Intel Xeon X3220 @ 2.40GHz
,Intel Core i7-610E @ 2.53GHz
,Intel Core i5-4302Y @ 1.60GHz
,AMD A8-6500T APU
,Intel Xeon E5345 @ 2.33GHz
,Intel Core2 Quad Q8300 @ 2.50GHz
,Intel Core i7-2637M @ 1.70GHz
,AMD Athlon X4 620
,"Qualcomm Technologies, Inc SDM632"
,AMD Athlon II X3 445
,Intel Core M-5Y70 @ 1.10GHz
,AMD Phenom 9750 Quad-Core
,AMD A8-7410 APU
,AMD A6-7470K
,AMD Opteron 1381
,Intel Core2 Quad Q8200 @ 2.33GHz
,AMD Phenom II X940 Quad-Core
,AMD GX-420MC SOC
,AMD Athlon X4 530
,AMD Phenom X4 Quad-Core GP-9730
,Snapdragon 835
,AMD Athlon X3 455
,Intel Core i7-740QM @ 1.73GHz
,AMD Athlon X3 435
,"Qualcomm Technologies, Inc SDM630"
,Intel Core2 Quad Q6600 @ 2.40GHz
,AMD A8-6410 APU
,AMD Phenom II X4 910
,AMD A8-5557M APU
,AMD R-464L APU
,Intel Core i7-820QM @ 1.73GHz
,AMD Phenom II N830 3+1
,AMD GX-420CA SOC
,Intel Core2 Quad Q9100 @ 2.26GHz
,AMD Athlon II X3 450
,Intel Xeon L5408 @ 2.13GHz
,AMD A10-4657M APU
,Intel Celeron G1840 @ 2.80GHz
,Intel Atom C3538 @ 2.10GHz
,Intel Pentium G3240T @ 2.70GHz
,Intel Pentium G3260T @ 2.90GHz
,Intel Core i5-540M @ 2.53GHz
,MediaTek MT8768WT
,MT6765
,MT6797M
,Intel Core i3-4000M @ 2.40GHz
,HP Hexa-Core 2.0GHz
,AMD A10-5745M APU
,AMD Athlon 5350 APU
,AMD Phenom 9600B Quad-Core
,AMD A6-7310 APU
,AMD GX-424CC SOC
,AArch64 rev 4 (aarch64)
,AMD Opteron 2356
,Intel Core i5-2557M @ 1.70GHz
,MT6752
,Intel Pentium G3250T @ 2.80GHz
,MediaTek MT8768CT
,MediaTek MT6797T
,AMD Phenom X2 Dual-Core GE-6060
,AMD Athlon II X3 440
,Intel Core i3-4158U @ 2.00GHz
,AMD A10-7300 APU
,"Qualcomm Technologies, Inc APQ8053"
,AMD Athlon II X4 600e
,Intel Pentium G2030 @ 3.00GHz
,Intel Celeron G1630 @ 2.80GHz
,AMD PRO A6-8500B
,AMD Opteron 1356
,HiSilicon Kirin 659
,AMD PRO A4-3350B APU
,AMD Phenom 9650 Quad-Core
,AMD Phenom FX-5200 Quad-Core
,Intel Pentium 4425Y @ 1.70GHz
,Intel Core i3-560 @ 3.33GHz
,Intel Atom x6211E @ 1.20GHz
,Intel Celeron 4305U @ 2.20GHz
,Intel Celeron 3965U @ 2.20GHz
,Intel Pentium G2100T @ 2.60GHz
,Intel Celeron J4025 @ 2.00GHz
,MT6765V/WB
,Intel Core i7-2617M @ 1.50GHz
,AMD A4-6250J APU
,Intel Pentium G2020 @ 2.90GHz
,Intel Core i5-520M @ 2.40GHz
,AMD Phenom 9850 Quad-Core
,AMD PRO A6-7350B
,Intel Xeon L5335 @ 2.00GHz
,AMD A9-9430
,Intel Celeron 6305E @ 1.80GHz
,AMD Athlon II X3 435
,Intel Celeron G1820 @ 2.70GHz
,AMD Phenom II X920 Quad-Core
,AMD A6-6310 APU
,Intel Xeon E5405 @ 2.00GHz
,Samsung Exynos 7880
,AMD A4-7210 APU
,MediaTek MT6765V/CB
,Samsung Exynos 7885
,AMD PRO A6-9500E
,Intel Core i7-720QM @ 1.60GHz
,MediaTek MT6765V/CA
,Samsung Exynos 7904
,Intel Core i3-4030Y @ 1.60GHz
,"Qualcomm Technologies, Inc MSM8953"
,AMD A6-5200 APU
,HiSilicon Kirin 650
,AMD A4 PRO-3340B
,AMD Phenom X4 Quad-Core GP-9600
,AMD A6-3600 APU
,MT6757W
,Intel Core i3-4010U @ 1.70GHz
,AMD Phenom II N970 Quad-Core
,AMD A8-7100 APU
,AMD A6 PRO-7400B
,Intel Core i3-3120M @ 2.50GHz
,Rockchip RK
,AMD A10-4655M APU
,AMD Phenom 9550 Quad-Core
,AMD Opteron 2373 EE
,Nvidia Tegra T210
,Intel Core i3-4005U @ 1.70GHz
,Intel Core i3-2100T @ 2.50GHz
,Snapdragon 888
,AMD Embedded R-Series RX-216GD
,AMD A8-4500M APU
,Intel Pentium G3320TE @ 2.30GHz
,AMD Opteron 1354
,AMD Phenom 9600 Quad-Core
,Intel Core i5 E 520 @ 2.40GHz
,AMD A6-6400B APU
,MediaTek MT6797
,Intel Celeron G1820T @ 2.40GHz
,Intel Pentium G2120T @ 2.70GHz
,MediaTek MT6757CD
,Samsung Exynos 7420
,Intel Celeron N4000C @ 1.10GHz
,AMD A8-5545M APU
,Intel Core i3-3110M @ 2.40GHz
,Intel Celeron 2000E @ 2.20GHz
,MT6765V/WA
,Unisoc T310
,AMD A6-8550
,MT6757WD
,Intel Pentium 4415Y @ 1.60GHz
,AMD Phenom FX-5000 Quad-Core
,Intel Xeon X3210 @ 2.13GHz
,MT6755V/W
,Intel Core i5-4220Y @ 1.60GHz
,Qualcomm MSM8953
,Intel Core i3-550 @ 3.20GHz
,AMD A6-7400K APU
,ARM Neoverse-N1 2 Core 0 MHz
,Intel Celeron J4005 @ 2.00GHz
,AMD A8-3550MX APU
,ARM phytium FT1500a 4 Core 2000 MHz
,AMD Athlon II X3 425
,Intel Celeron G1840T @ 2.50GHz
,Intel Celeron N4020 @ 1.10GHz
,AMD A8-3530MX APU
,Intel Core i5-3339Y @ 1.50GHz
,ZHAOXIN KaiXian KX-6640MA@2.2+GHz
,AMD Phenom X2 Dual-Core GE-5060
,Intel Pentium G3220T @ 2.60GHz
,AMD A4-6320 APU
,AMD Embedded G-Series GX-420GI Radeon R7E
,AMD Phenom II X3 B75
,Intel Celeron G1830 @ 2.80GHz
,Intel Core i5-4200Y @ 1.40GHz
,AMD Phenom II N930 Quad-Core
,AMD Athlon II X3 420e
,AMD A8 PRO-7150B APU
,AMD Phenom II X3 710
,Intel Pentium 3560M @ 2.40GHz
,AMD PRO A4-8350B
,AMD A6-6420B APU
,Intel Xeon E5335 @ 2.00GHz
,ZHAOXIN KaiXian ZX-C+ C4700@2.0GHz
,AMD A4 PRO-7350B
,Intel Pentium G2010 @ 2.80GHz
,AMD Phenom II X3 B73
,AMD A6-6420K APU
,Intel Core i5-4210Y @ 1.50GHz
,Intel Pentium G2030T @ 2.60GHz
,Apple A8
,Qualcomm MSM8996PRO-AB
,AMD E2-7110 APU
,Intel Xeon E5504 @ 2.00GHz
,"Qualcomm Technologies, Inc APQ8096"
,AMD Opteron X3216 APU
,AMD A9-9425
,Intel Xeon X5270 @ 3.50GHz
,AMD Phenom 9750B Quad-Core
,Intel Pentium 4405Y @ 1.50GHz
,Intel Core i3-540 @ 3.07GHz
,AMD Athlon X3 425
,AMD A9-9420
,"Qualcomm Technologies, Inc MSM8976"
,AMD Phenom 9500 Quad-Core
,AMD Opteron 2354
,Intel Celeron G1620T @ 2.40GHz
,AMD Phenom II X4 900e
,AMD A9-9410
,AMD Athlon X2 370K Dual Core
,AMD Phenom 9350e Quad-Core
,Intel Celeron 2970M @ 2.20GHz
,AMD PRO A6-8530B
,Intel Pentium G870 @ 3.10GHz
,MT6763V/B
,AMD A4-7300 APU
,Intel Celeron 3955U @ 2.00GHz
,AMD PRO A6-8570E
,Intel Celeron 3867U @ 1.80GHz
,Intel Core i3-2120T @ 2.60GHz
,MediaTek MT8768WA
,AMD A4 PRO-7300B APU
,Intel Core2 Quad Q9000 @ 2.00GHz
,Intel Core i5-4300Y @ 1.60GHz
,MediaTek MT6757V
,Intel Celeron G1610 @ 2.60GHz
,Intel Core m5-7Y54 @ 1.20GHz
,Pentium Dual-Core E6000 @ 3.46GHz
,AMD A4-6210 APU
,Intel Xeon E7320 @ 2.13GHz
,Intel Core i7-640LM @ 2.13GHz
,AMD Phenom II X3 720
,AMD A6-8500P
,Intel Celeron G1620 @ 2.70GHz
,Intel Pentium J3710 @ 1.60GHz
,AMD Opteron 1352
,AMD Phenom II N950 Quad-Core
,AMD A8-3510MX APU
,MT6763V/CT
,AMD Phenom 9450e Quad-Core
,MediaTek MT6763V/V
,AMD A6-6400K APU
,AMD PRO A6-9500B
,Intel Xeon E5320 @ 1.86GHz
,Intel Xeon X5272 @ 3.40GHz
,Intel Core i3-530 @ 2.93GHz
,AMD A6-3430MX APU
,Intel Xeon E5240 @ 3.00GHz
,Intel Core i3-4020Y @ 1.50GHz
,"Qualcomm Technologies, Inc MSM8996pro"
,Intel Core i5-2467M @ 1.60GHz
,Intel Pentium 4410Y @ 1.50GHz
,AMD Athlon II X3 415e
,AMD Athlon X3 440
,MediaTek MT6762V/WR
,"Qualcomm Technologies, Inc APQ8076"
,Intel Pentium G860 @ 3.00GHz
,AMD A4-6300 APU
,AMD Phenom II X3 700e
,MediaTek MT6762V/WD
,Intel Xeon E3113 @ 3.00GHz
,AMD A6-5400B APU
,AMD Phenom II X2 560
,"Qualcomm Technologies, Inc. MSM8940-PMI8940 MTP"
,AMD Phenom II X3 740
,ASUS Tinker Board 2/2S
,Intel Atom C2550 @ 2.40GHz
,Intel Core i7-620LM @ 2.00GHz
,Hisilicon Kirin 930
,AMD Phenom 9150e Quad-Core
,Intel Celeron 5205U @ 1.90GHz
,AMD Phenom II P960 Quad-Core
,Intel Atom C2558 @ 2.40GHz
,MediaTek MT6765G
,Intel Core i7-2610UE @ 1.50GHz
,Intel Core2 Duo E8290 @ 2.83GHz
,Intel Xeon E3-1220L v3 @ 1.10GHz
,Intel Celeron 1020E @ 2.20GHz
,AMD Phenom II X2 565
,MT6755V/B
,Intel Pentium G6951 @ 2.80GHz
,Intel Celeron N4000 @ 1.10GHz
,AMD A8-3520M APU
,AMD Phenom II X2 B59
,AMD Phenom 8600B Triple-Core
,AMD A9-9400
,AMD Athlon 5150 APU
,MT6755V/WS
,"Qualcomm Technologies, Inc SDA450"
,AMD GX-415GA SOC
,Intel Xeon L5310 @ 1.60GHz
,AMD E1-6050J APU
,AMD A6-3500 APU
,MT8176
,Intel Pentium G850 @ 2.90GHz
,Intel Pentium 2020M @ 2.40GHz
,Intel Pentium N3710 @ 1.60GHz
,Intel Core i3-3217UE @ 1.60GHz
,Intel Core2 Duo E8600 @ 3.33GHz
,AMD Phenom II X2 570
,AMD Athlon II X2 280
,MediaTek MT6762V/WA
,Intel Pentium 2030M @ 2.50GHz
,Intel Pentium G645 @ 2.90GHz
,Intel Core i3-2332M @ 2.20GHz
,Intel Core i3-4010Y @ 1.30GHz
,AMD A4-5300 APU
,Intel Atom x7-Z8750 @ 1.60GHz
,AMD A4-5100 APU
,AMD A10 Micro-6700T APU
,"Qualcomm Technologies, Inc MSM8956"
,AMD Phenom 8750 Triple-Core
,Intel Celeron 4205U @ 1.80GHz
,Intel Pentium 3825U @ 1.90GHz
,MediaTek MT6762V/CB
,Intel Xeon L3110 @ 3.00GHz
,Intel Pentium G2020T @ 2.50GHz
,Intel Xeon L5240 @ 3.00GHz
,AMD A6-9225
,Intel Core i3-2370M @ 2.40GHz
,Intel Celeron G1610T @ 2.30GHz
,AMD Athlon II X3 405e
,Intel Xeon E3120 @ 3.16GHz
,AMD A4-5050 APU
,AMD A4-6300B APU
,AMD Athlon X2 280
,Intel Core i5 750S @ 2.40GHz
,Intel Xeon @ 2.20GHz
,VIA QuadCore C4650@2.0GHz
,AMD Athlon II X3 400e
,Samsung Exynos 7884
,AMD Phenom II P940 Quad-Core
,Intel Atom x7-Z8700 @ 1.60GHz
,MT6750V/C
,AMD Opteron 2393 SE
,AMD Athlon X2 340 Dual Core
,MT6763V/WT
,Intel Core i5-480M @ 2.67GHz
,ARM Cortex-A73 6 Core 1992 MHz
,ARM Cortex-A57 4 Core 2091 MHz
,Intel Core i5-4202Y @ 1.60GHz
,Intel Pentium 3550M @ 2.30GHz
,AMD Phenom II X2 555
,AMD A8-3500M APU
,AMD A8-4555M APU
,Qualcomm MSM8996
,Intel Xeon E5310 @ 1.60GHz
,Unisoc SC9863a
,MediaTek MT6762V/WB
,"Qualcomm Technologies, Inc MSM8996"
,"Qualcomm Technologies, Inc SDM439"
,AMD Phenom X4 Quad-Core GP-9500
,Intel Pentium G6960 @ 2.93GHz
,Hisilicon Kirin 935
,AMD A4-5000 APU
,Intel Pentium N3700 @ 1.60GHz
,AMD A6-9220
,AMD Phenom 8850B Triple-Core
,AMD Phenom 9100e Quad-Core
,AMD Phenom II X2 521
,Intel Core i5-460M @ 2.53GHz
,AMD A6-5400K APU
,AMD A6-9230
,Unisoc UIS8581E
,AMD Sempron 240
,MT6755
,Intel Pentium G630 @ 2.70GHz
,Intel Celeron 1020M @ 2.10GHz
,Intel Core i7-660UM @ 1.33GHz
,AMD Embedded G-Series GX-224IJ Radeon R4E
,Intel Pentium G640 @ 2.80GHz
,Intel Celeron G555 @ 2.70GHz
,Intel Celeron 3865U @ 1.80GHz
,Intel Pentium A1020 @ 2.41GHz
,Intel Core i3-2350M @ 2.30GHz
,AMD A6-3420M APU
,AMD Phenom II X620 Dual-Core
,Intel Core i3-330E @ 2.13GHz
,AMD A6-5357M APU
,AMD A6-9210
,Intel Core i3-2348M @ 2.30GHz
,AMD Phenom II N850 Triple-Core
,Intel Celeron 3765U @ 1.90GHz
,Intel Core i3-3227U @ 1.90GHz
,Intel Pentium J2900 @ 2.41GHz
,Intel Atom C3338 @ 1.50GHz
,Intel Xeon E3110 @ 3.00GHz
,Intel Core2 Duo E8435 @ 3.06GHz
,Intel Xeon X5260 @ 3.33GHz
,Intel Core2 Duo E8500 @ 3.16GHz
,Intel Atom x5-Z8500 @ 1.44GHz
,Intel Celeron 3855U @ 1.60GHz
,Intel Celeron 2950M @ 2.00GHz
,Intel Core i3-2330M @ 2.20GHz
,AMD Athlon II X2 270
,Snapdragon 898
,AMD Athlon II X2 265
,Intel Core2 Duo T9900 @ 3.06GHz
,BCM2835
,AMD A4-9120
,Intel Core i3-4012Y @ 1.50GHz
,MT6755M
,AMD Phenom X4 Quad-Core GP-9530
,Intel Celeron J3160 @ 1.60GHz
,AMD A6-3400M APU
,AMD A4-4020 APU
,AMD Athlon II X2 B26
,AMD Phenom II X3 705e
,Intel Core i3-2328M @ 2.20GHz
,AMD A4-5300B APU
,MT6755V/BM
,Intel Pentium N3540 @ 2.16GHz
,AMD R-272F APU
,Qualcomm MSM8992
,AMD Phenom 8450 Triple-Core
,AMD Phenom II P860 Triple-Core
,AMD A4-9125
,Intel Core i5-430M @ 2.27GHz
,AMD Phenom 8600 Triple-Core
,Intel Core i5-450M @ 2.40GHz
,Intel Pentium G620 @ 2.60GHz
,AMD Phenom 8650 Triple-Core
,"Qualcomm Technologies, Inc SDM450"
,Intel Celeron G550 @ 2.60GHz
,Intel Atom x5-Z8550 @ 1.44GHz
,AMD A6-3410MX APU
,AMD Opteron 2222
,Intel Celeron N3150 @ 1.60GHz
,Intel Pentium N3530 @ 2.16GHz
,ROC-RK3568-PC HDMI (Android)
,Intel Celeron J3355 @ 2.00GHz
,Intel Core i3-2310M @ 2.10GHz
,ARM Cortex-A72 6 Core 1512 MHz
,AMD A4-4000 APU
,Rockchip RK3568 EVB1 DDR4 V10 Board
,AMD Phenom 8750B Triple-Core
,Intel Core i3-3217U @ 1.80GHz
,Intel Core2 Duo E8335 @ 2.93GHz
,AMD R-460L APU
,Intel Celeron 3755U @ 1.70GHz
,Intel Celeron 3965Y @ 1.50GHz
,Intel Core i3-390M @ 2.67GHz
,AMD Athlon II X2 B28
,Intel Pentium G840 @ 2.80GHz
,Intel Celeron G540T @ 2.10GHz
,Intel Xeon Gold 6133 @ 2.50GHz
,Intel Core2 Duo E8335 @ 2.66GHz
,MT6755V/CM
,ARM Cortex-A57 4 Core 1734 MHz
,AMD Phenom II X2 550
,Intel Core2 Duo E8400 @ 3.00GHz
,Intel Pentium E6800 @ 3.33GHz
,Intel Atom Z3795 @ 1.60GHz
,Intel Pentium E5800 @ 3.20GHz
,Intel Core i3-380M @ 2.53GHz
,AMD Phenom II X640 Dual-Core
,Intel Pentium G645T @ 2.50GHz
,AMD Phenom II X2 511
,AMD Athlon II X2 255
,Intel Core2 Duo T9800 @ 2.93GHz
,Intel Core2 Duo E7600 @ 3.06GHz
,MT6757WH
,AMD A6-5350M APU
,AMD Phenom II P920 Quad-Core
,AMD A6-9220C
,MTK6757
,AMD Athlon II X2 250e
,AMD QC-4000
,Intel Celeron N3160 @ 1.60GHz
,AMD Sempron 3850 APU
,ARM Cortex-A57 4 Core 2014 MHz
,Intel Pentium E6700 @ 3.20GHz
,AMD Phenom II X2 B55
,Intel Core i5-2537M @ 1.40GHz
,MediaTek MT6753T
,Intel Pentium 3805U @ 1.90GHz
,AMD A6 Micro-6500T APU
,Intel Celeron 3215U @ 1.70GHz
,AMD Phenom 8850 Triple-Core
,Intel Xeon W3505 @ 2.53GHz
,Intel Core2 Duo E6850 @ 3.00GHz
,Intel Pentium G640T @ 2.40GHz
,Intel Core2 Extreme X9100 @ 3.06GHz
,AMD Phenom II N870 Triple-Core
,Intel Core2 Extreme X7800 @ 2.60GHz
,Intel Core i3-2312M @ 2.10GHz
,Intel Celeron J1900 @ 1.99GHz
,AMD Phenom II N830 Triple-Core
,Intel Core2 Extreme X9000 @ 2.80GHz
,AMD A9-9420e
,AMD Phenom 8450e Triple-Core
,Intel Pentium N3520 @ 2.16GHz
,AMD A8-7050
,AMD Phenom II X2 B53
,Intel Celeron N3350 @ 1.10GHz
,Intel Core i3-370M @ 2.40GHz
,AMD E2-3800 APU
,MediaTek MT6750T
,AMD A6-5345M APU
,AMD E2-6110 APU
,Intel Core2 Duo E8135 @ 2.66GHz
,Intel Xeon L5320 @ 1.86GHz
,Intel Pentium A1018 @ 2.10GHz
,AMD A6-1450 APU
,AMD Phenom II P840 Triple-Core
,MediaTek MT6762G
,Intel Celeron G1820TE @ 2.20GHz
,AMD Phenom 8250 Triple-Core
,AMD Athlon II X2 260
,Intel Celeron G540 @ 2.50GHz
,Intel Core2 Duo P9700 @ 2.80GHz
,AMD Phenom II X2 545
,AMD Opteron 2220
,AMD Athlon II X2 210e
,Intel Celeron G550T @ 2.20GHz
,ARM Cortex-A72 6 Core 1416 MHz
,AMD Phenom II X2 B57
,Intel Celeron G530 @ 2.40GHz
,Intel Xeon 3075 @ 2.66GHz
,AMD A4-3420 APU
,AMD PRO A4-4350B
,Intel Core2 Extreme X7900 @ 2.80GHz
,Intel Celeron 2002E @ 1.50GHz
,Intel Pentium B970 @ 2.30GHz
,Intel Core i7-640UM @ 1.20GHz
,Intel Core2 Duo E7500 @ 2.93GHz
,AMD Opteron 1222
,MT6795
,Intel Celeron G1101 @ 2.27GHz
,Qualcomm MSM 8939 HUAWEI TEXAS-A1
,15/70
,AMD Phenom 8250e Triple-Core
,AMD Athlon II X2 250
,AMD Phenom 8400 Triple-Core
,MT8173
,AMD Athlon II X2 245e
,ARM Cortex-A72 4 Core 2300 MHz
,Intel Celeron 1005M @ 1.90GHz
,AMD Athlon II X2 B24
,Intel Pentium E6500 @ 2.93GHz
,Intel Pentium E6600 @ 3.06GHz
,Samsung EXYNOS5433
,Intel Xeon 3085 @ 3.00GHz
,MT6755BM
,Intel Core2 Duo P9600 @ 2.66GHz
,AMD Phenom II P820 Triple-Core
,MediaTek MT6750V/WT
,AMD A4-3400 APU
,AMD GX-412HC
,Qualcomm MSM 8939 HUAWEI KIW-L24
,Intel Pentium B980 @ 2.40GHz
,Intel Core2 Duo E8200 @ 2.66GHz
,AMD Phenom X4 Quad-Core GS-6560
,AMD A6-9200
,Intel Core i3-350M @ 2.27GHz
,Intel Pentium G6950 @ 2.80GHz
,AMD Athlon II X2 4400e
,Rockchip RK3566 BOX DEMO V10 ANDROID Board
,AMD Embedded G-Series GX-215JJ Radeon R2E
,Intel Celeron 2980U @ 1.60GHz
,Intel Celeron G530T @ 2.00GHz
,MT6592T
,Intel Xeon W3503 @ 2.40GHz
,Intel Core2 Duo T9600 @ 2.80GHz
,AMD Athlon II X2 235e
,Intel Core i7-680UM @ 1.47GHz
,MT8783
,AMD GX-222GC SOC
,Intel Atom E3845 @ 1.91GHz
,AMD Athlon 7850 Dual-Core
,AMD Opteron 1220
,AMD Athlon II X2 B22
,AMD Opteron 2218
,Intel Celeron N2940 @ 1.83GHz
,Qualcomm MSM 8939 HUAWEI KIW-L21
,Intel Core2 Duo E8300 @ 2.83GHz
,Intel Pentium G630T @ 2.30GHz
,Intel Celeron U1900 @ 1.99GHz
,AMD A6 PRO-7050B APU
,Intel Celeron 1000M @ 1.80GHz
,AMD A6-4400M APU
,Intel Xeon 3070 @ 2.66GHz
,AMD Athlon II X2 220
,AMD Phenom II N660 Dual-Core
,AMD Athlon II X2 245
,ARM Cortex-A57 8 Core 1500 MHz
,Intel Pentium 2127U @ 1.90GHz
,Intel Pentium 3556U @ 1.70GHz
,Intel Pentium E5700 @ 3.00GHz
,"Qualcomm Technologies, Inc MSM8937"
,Intel Core2 Duo T9500 @ 2.60GHz
,Intel Pentium J2850 @ 2.41GHz
,AMD Turion II Ultra Dual-Core Mobile M640
,Intel Core i5-560UM @ 1.33GHz
,AMD Athlon X2 240e
,Qualcomm MSM8939
,Intel Core2 Duo E6700 @ 2.66GHz
,Intel Core2 Duo P9600 @ 2.53GHz
,AMD Turion II Ultra Dual-Core Mobile M660
,AMD A6-7000
,Intel Core2 Duo E6750 @ 2.66GHz
,Intel Pentium E5500 @ 2.80GHz
,AMD Phenom X2 Dual-Core GE-7060
,MT8168B
,Pentium Dual-Core T4500 @ 2.30GHz
,MediaTek MT6762V/CA
,Intel Core i3-3229Y @ 1.40GHz
,Intel Pentium 3558U @ 1.70GHz
,AMD A4 Micro-6400T APU
,Intel Celeron N2930 @ 1.83GHz
,Intel Core i5-540UM @ 1.20GHz
,Intel Pentium E6300 @ 2.80GHz
,Intel Pentium 2117U @ 1.80GHz
,Intel Core i3-330M @ 2.13GHz
,AMD Athlon X2 215
,Intel Core2 Duo E8235 @ 2.80GHz
,AMD Athlon X2 250
,Intel Celeron 2981U @ 1.60GHz
,AMD E2-9010
,AMD Phenom II N620 Dual-Core
,AMD Athlon II X2 4300e
,Nvidia Tegra T132
,Intel Pentium Extreme Edition 965 @ 3.73GHz
,Intel Atom x5-E8000 @ 1.04GHz
,Intel Pentium B950 @ 2.10GHz
,ARM ARMv7 rev 3 (v7l) 4 Core 2065 MHz
,MT6755V/WM
,AMD Athlon II X2 240e
,Intel Core2 Duo E7400 @ 2.80GHz
,AMD Opteron 1218 HE
,tn8
,MT8768WD
,MediaTek MT6750
,AMD Phenom X3 8550
,Intel Core i3-2340UE @ 1.30GHz
,Intel Core2 Duo T7800 @ 2.60GHz
,Qualcomm MSM8937
,Intel Core2 Duo E8135 @ 2.40GHz
,AMD Athlon 64 FX-74
,AMD A4-3300 APU
,AMD A4-4300M APU
,Intel Celeron 1037U @ 1.80GHz
,MT6795M
,AMD Athlon 64 X2 Dual Core 6400+
,AMD Phenom II N640 Dual-Core
,Intel Core i7-620UM @ 1.07GHz
,Intel Core2 Duo E7300 @ 2.66GHz
,Intel Xeon 5160 @ 3.00GHz
,Intel Atom C2538 @ 2.40GHz
,AMD Athlon II X2 215
,Intel Core2 Duo P9500 @ 2.53GHz
,AMD E2-9000
,Unisoc ums312
,AMD Opteron 285
,Intel Core2 Duo P8700 @ 2.53GHz
,AMD A6-9220e
,MT6750V/CS
,AMD R-260H APU
,AMD E2-3200 APU
,AMD Opteron 290
,AMD Athlon 7750 Dual-Core
,Samsung J7 Max LTE SWA board based on MT6757V/WL
,Intel Core2 Duo SP9400 @ 2.40GHz
,Intel Core2 Duo E7200 @ 2.53GHz
,ARM Cortex-A57 4 Core 1479 MHz
,VIA Eden X4 C4250 @ 1.2+GHz
,AMD Athlon 64 FX-62 Dual Core
,Intel Celeron J1850 @ 1.99GHz
,Intel Core2 Duo T9400 @ 2.53GHz
