Unnamed: 0,GPUname,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS
3212,radeon r5 m330,GPU,2015-05-05,28.0,18.0,56.0,690.0,955.0,TSMC,AMD,,659.2,41.2
3215,xbox series x gpu,GPU,2020-11-10,7.0,200.0,360.0,15300.0,1825.0,TSMC,AMD,24290.0,12150.0,759.2
3222,radeon hd 6850 1440sp edition,GPU,2012-08-21,40.0,151.0,334.0,2154.0,725.0,TSMC,AMD,,2088.0,417.6
3224,radeon hd 6530d igp,GPU,2011-06-20,32.0,65.0,227.0,1178.0,444.0,TSMC,AMD,,284.2,
3228,firepro m3900,GPU,2010-10-19,40.0,20.0,67.0,370.0,750.0,TSMC,AMD,,240.0,
3229,radeon hd 8670d igp,GPU,2013-03-12,32.0,100.0,246.0,1303.0,844.0,TSMC,AMD,,648.2,
3238,radeon rx 5600 xt,GPU,2020-01-21,7.0,150.0,251.0,10300.0,1130.0,TSMC,AMD,14380.0,7188.0,449.3
3244,radeon pro vega 48,GPU,2019-03-19,14.0,,495.0,12500.0,1200.0,GF,AMD,14750.0,7373.0,460.8
3245,radeon hd 7560g igp,GPU,2012-05-15,32.0,35.0,246.0,1303.0,496.0,TSMC,AMD,,389.1,
3246,radeon r5 a320,GPU,2015-01-01,28.0,,56.0,690.0,750.0,TSMC,AMD,,528.0,
3254,radeon r7 m270dx,GPU,2014-06-11,28.0,,125.0,1550.0,900.0,TSMC,AMD,752.6,752.6,47.04
3256,radeon 520 mobile,GPU,2017-04-18,28.0,50.0,56.0,690.0,1030.0,TSMC,AMD,,659.2,41.2
3258,radeon r7 435 oem,GPU,2016-06-30,28.0,50.0,77.0,950.0,920.0,TSMC,AMD,,588.8,36.8
3262,radeon r9 m275x,GPU,2014-01-28,28.0,,123.0,1500.0,900.0,TSMC,AMD,,1184.0,74.0
3265,radeon r6 m255dx,GPU,2014-01-07,28.0,,56.0,690.0,780.0,TSMC,AMD,,547.2,34.2
3272,radeon r7 240,GPU,2013-10-08,28.0,30.0,77.0,950.0,650.0,TSMC,AMD,,448.0,28.0
3278,radeon hd 6570m,GPU,2011-04-25,40.0,30.0,104.0,716.0,600.0,TSMC,AMD,,576.0,
3281,radeon hd 6670a,GPU,2011-04-19,40.0,45.0,118.0,716.0,600.0,TSMC,AMD,,576.0,
3282,radeon vega 3 mobile,GPU,2019-01-06,14.0,15.0,210.0,4940.0,300.0,GF,AMD,921.6,460.8,28.8
3283,radeon r9 370 1024sp,GPU,2015-06-12,28.0,150.0,212.0,2800.0,925.0,TSMC,AMD,,1997.0,124.8
3284,firepro s9300 x2,GPU,2016-03-31,28.0,300.0,596.0,8900.0,975.0,TSMC,AMD,,7987.0,499.2
3286,radeon hd 8750m,GPU,2013-02-26,28.0,,77.0,950.0,620.0,TSMC,AMD,,595.2,37.2
3299,firepro m4150,GPU,2013-10-16,28.0,,77.0,950.0,715.0,TSMC,AMD,,549.1,34.32
3301,radeon r7 m260,GPU,2014-06-11,28.0,,125.0,1550.0,940.0,TSMC,AMD,752.6,752.6,47.04
3304,radeon r9 m290x mac edition,GPU,2014-11-23,28.0,80.0,212.0,2800.0,850.0,TSMC,AMD,,1997.0,124.8
3305,radeon sky 500,GPU,2013-03-27,28.0,150.0,212.0,2800.0,950.0,TSMC,AMD,,2432.0,152.0
3306,radeon r7 430 oem,GPU,2016-06-30,28.0,50.0,77.0,950.0,730.0,TSMC,AMD,,599.0,37.44
3307,radeon hd 8750a,GPU,2013-02-02,28.0,45.0,77.0,950.0,600.0,TSMC,AMD,,460.8,28.8
3309,radeon r9 290,GPU,2013-11-05,28.0,275.0,438.0,6200.0,947.0,TSMC,AMD,,4849.0,606.1
3310,radeon rx 5500 xt,GPU,2019-12-12,7.0,130.0,158.0,6400.0,1607.0,TSMC,AMD,10390.0,5196.0,324.7
3314,radeon r7 a360,GPU,2015-01-01,28.0,,77.0,950.0,725.0,TSMC,AMD,,633.6,
3319,radeon pro wx 2100,GPU,2017-06-04,14.0,35.0,103.0,2200.0,925.0,GF,AMD,1248.0,1248.0,78.02
3323,radeon r8 m435dx,GPU,2016-12-12,28.0,,56.0,690.0,955.0,TSMC,AMD,,791.0,49.44
3326,radeon hd 7530m,GPU,2012-01-07,40.0,11.0,104.0,716.0,450.0,TSMC,AMD,,360.0,
3327,radeon hd 8690m,GPU,2013-03-01,28.0,,56.0,690.0,775.0,TSMC,AMD,,528.0,33.0
3329,radeon rx vega 64 liquid cooling,GPU,2017-08-07,14.0,345.0,495.0,12500.0,1406.0,GF,AMD,27480.0,13740.0,858.6
3330,radeon hd 6570m,GPU,2010-11-26,40.0,30.0,104.0,627.0,650.0,TSMC,AMD,,520.0,
3334,radeon hd 7650a,GPU,2012-01-05,40.0,33.0,118.0,716.0,600.0,TSMC,AMD,,576.0,
3335,firepro m2000,GPU,2012-07-01,40.0,33.0,118.0,716.0,500.0,TSMC,AMD,,480.0,
3337,radeon 530x mobile,GPU,2017-04-18,28.0,50.0,125.0,1550.0,730.0,TSMC,AMD,786.4,786.4,49.15
3342,radeon hd 8870m,GPU,2013-04-01,28.0,,123.0,1500.0,725.0,TSMC,AMD,,992.0,62.0
3343,radeon r5 a220,GPU,2014-01-01,40.0,35.0,67.0,370.0,775.0,TSMC,AMD,,248.0,
3344,radeon hd 8280e,GPU,2013-04-23,28.0,15.0,110.0,1178.0,450.0,TSMC,AMD,,115.2,7.2
3345,radeon pro v340,GPU,2018-08-26,14.0,230.0,495.0,12500.0,852.0,GF,AMD,21500.0,10750.0,672.0
3350,radeon hd 7570 oem,GPU,2013-03-20,40.0,39.0,104.0,627.0,650.0,TSMC,AMD,,520.0,
3355,radeon vega 3 mobile,GPU,2020-01-06,14.0,15.0,210.0,4940.0,300.0,GF,AMD,768.0,384.0,24.0
3361,radeon r5 230 oem,GPU,2013-12-21,40.0,19.0,67.0,370.0,625.0,TSMC,AMD,,200.0,
3363,atari vcs 800 gpu,GPU,2020-12-14,14.0,15.0,210.0,4940.0,300.0,GF,AMD,922.4,461.2,28.82
3364,radeon vega 8,GPU,2021-01-12,7.0,45.0,156.0,9800.0,300.0,TSMC,AMD,3686.0,1843.0,115.2
3370,radeon rx 5300 xt,GPU,2019-10-07,7.0,100.0,158.0,6400.0,1670.0,TSMC,AMD,10390.0,5196.0,324.7
3372,radeon rx vega 56 mobile,GPU,2018-06-01,14.0,120.0,495.0,12500.0,1138.0,GF,AMD,18650.0,9326.0,582.8
3373,radeon sky 900,GPU,2013-03-27,28.0,300.0,352.0,4313.0,825.0,TSMC,AMD,,3405.0,851.2
3377,aerobox gpu,GPU,2020-03-13,16.0,100.0,,,935.0,TSMC,AMD,3530.0,1765.0,110.3
3383,radeon hd 7950,GPU,2012-01-31,28.0,200.0,352.0,4313.0,800.0,TSMC,AMD,,2867.0,716.8
3384,radeon r9 380,GPU,2015-06-18,28.0,190.0,366.0,5000.0,970.0,TSMC,AMD,3476.0,3476.0,217.3
3387,firepro w5170m,GPU,2014-08-25,28.0,,123.0,1500.0,900.0,TSMC,AMD,,1184.0,74.0
3389,radeon r5 m435,GPU,2016-05-15,28.0,,56.0,690.0,780.0,TSMC,AMD,,659.2,41.2
3390,radeon rx vega m gh,GPU,2018-02-01,14.0,100.0,208.0,5000.0,1063.0,GF,AMD,3656.0,3656.0,228.5
3392,radeon pro wx 5100,GPU,2016-11-18,14.0,75.0,232.0,5700.0,713.0,GF,AMD,3892.0,3892.0,243.3
3401,xbox one gpu,GPU,2013-11-22,28.0,95.0,363.0,5000.0,853.0,TSMC,AMD,,1310.0,
3404,radeon hd 7350m,GPU,2012-01-07,40.0,7.0,59.0,292.0,500.0,TSMC,AMD,,80.0,
3405,radeon vega frontier edition,GPU,2017-06-27,14.0,300.0,495.0,12500.0,1382.0,GF,AMD,26210.0,13110.0,819.2
3408,radeon hd 8730 oem,GPU,2013-09-05,28.0,47.0,123.0,1500.0,800.0,TSMC,AMD,,614.4,38.4
3411,firepro w9000,GPU,2012-06-14,28.0,274.0,352.0,4313.0,975.0,TSMC,AMD,,3994.0,998.4
3412,radeon r7 265,GPU,2014-02-13,28.0,150.0,212.0,2800.0,900.0,TSMC,AMD,,1894.0,118.4
3414,radeon r9 270 1024sp,GPU,2015-03-13,28.0,150.0,212.0,2800.0,900.0,TSMC,AMD,,1894.0,118.4
3436,radeon graphics 512sp,GPU,NaT,7.0,15.0,156.0,9800.0,400.0,TSMC,AMD,3686.0,1843.0,115.2
3437,radeon r7 250,GPU,2013-10-08,28.0,55.0,123.0,1500.0,925.0,TSMC,AMD,,947.2,59.2
3438,radeon hd 6730m,GPU,2011-01-04,40.0,35.0,104.0,716.0,725.0,TSMC,AMD,,696.0,
3441,radeon r8 m350dx,GPU,2015-12-12,28.0,,56.0,690.0,955.0,TSMC,AMD,,791.0,49.44
3448,radeon r8 m445dx,GPU,2016-05-15,28.0,,125.0,1550.0,780.0,TSMC,AMD,653.4,653.4,40.84
3451,radeon hd 6950m,GPU,2011-01-04,40.0,50.0,212.0,1700.0,580.0,TSMC,AMD,,1114.0,
3458,radeon hd 6480g igp,GPU,2011-06-14,32.0,35.0,227.0,1178.0,593.0,TSMC,AMD,,189.8,
3459,radeon hd 7690m rebrand,GPU,2012-01-07,40.0,20.0,104.0,716.0,600.0,TSMC,AMD,,576.0,
3461,radeon vega frontier edition watercooled,GPU,2017-07-13,14.0,375.0,495.0,12500.0,1382.0,GF,AMD,26210.0,13110.0,819.2
3462,radeon hd 8180 igp,GPU,NaT,28.0,4.0,110.0,1178.0,225.0,TSMC,AMD,,57.6,3.6
3468,radeon 540x mobile,GPU,2019-02-11,14.0,50.0,103.0,2200.0,980.0,GF,AMD,1121.0,1121.0,70.08
3469,radeon r5 graphics,GPU,2017-09-05,28.0,15.0,125.0,1200.0,200.0,GF,AMD,691.2,691.2,345.6
3474,radeon rx 580,GPU,2017-04-18,14.0,185.0,232.0,5700.0,1257.0,GF,AMD,6175.0,6175.0,385.9
3475,radeon hd 6930,GPU,2011-12-01,40.0,186.0,389.0,2640.0,750.0,TSMC,AMD,,1920.0,480.0
3477,radeon r5 mobile graphics,GPU,2014-06-14,28.0,15.0,107.0,930.0,800.0,GF,AMD,,204.8,12.8
3483,radeon pro vega ii duo,GPU,NaT,7.0,475.0,331.0,13230.0,1400.0,TSMC,AMD,28180.0,14090.0,880.6
3487,radeon pro vii,GPU,2020-05-13,7.0,250.0,331.0,13230.0,1400.0,TSMC,AMD,26110.0,13060.0,6528.0
3490,firepro r5000,GPU,2013-02-25,28.0,150.0,212.0,2800.0,825.0,TSMC,AMD,,1267.0,79.2
3494,radeon 620 mobile,GPU,2019-05-13,28.0,50.0,125.0,1550.0,730.0,TSMC,AMD,786.4,786.4,49.15
3503,radeon vega 6 mobile,GPU,2019-01-06,14.0,15.0,210.0,4940.0,300.0,GF,AMD,1843.0,921.6,57.6
3505,radeon vega 6 mobile,GPU,2019-01-08,14.0,15.0,210.0,4940.0,300.0,GF,AMD,1691.0,845.6,52.85
3506,radeon 540 mobile,GPU,2019-03-26,14.0,50.0,103.0,2200.0,1100.0,GF,AMD,1151.0,1151.0,71.94
3511,firepro v7900 sdi,GPU,2011-05-24,40.0,150.0,389.0,2640.0,725.0,TSMC,AMD,,1856.0,464.0
3512,radeon r5 340 oem,GPU,2015-05-05,28.0,65.0,77.0,950.0,730.0,TSMC,AMD,,599.0,37.44
3513,radeon hd 6480g igp,GPU,2011-06-14,32.0,35.0,227.0,1178.0,444.0,TSMC,AMD,,213.1,
3516,radeon rx 5600m,GPU,2020-07-07,7.0,150.0,251.0,10300.0,1035.0,TSMC,AMD,11660.0,5829.0,364.3
3520,radeon hd 7470a,GPU,2012-01-05,40.0,25.0,67.0,370.0,625.0,TSMC,AMD,,200.0,
3522,radeon hd 8330e,GPU,2013-04-23,28.0,15.0,110.0,1178.0,497.0,TSMC,AMD,,127.2,7.952
3523,radeon hd 6850,GPU,2010-10-21,40.0,127.0,255.0,1700.0,775.0,TSMC,AMD,,1488.0,
3524,radeon rx 460,GPU,2016-08-08,14.0,75.0,123.0,3000.0,1090.0,GF,AMD,2150.0,2150.0,134.4
3525,radeon hd 6790,GPU,2011-04-04,40.0,150.0,255.0,1700.0,840.0,TSMC,AMD,,1344.0,
3537,radeon r7 m270dx,GPU,2014-01-07,28.0,,56.0,690.0,780.0,TSMC,AMD,,547.2,34.2
3545,radeon pro wx 7130 mobile,GPU,2017-03-01,14.0,130.0,232.0,5700.0,1188.0,GF,AMD,,5728.0,358.0
3551,radeon pro v5300x,GPU,NaT,14.0,50.0,123.0,3000.0,1125.0,GF,AMD,,2460.0,153.7
3562,radeon pro w5500m,GPU,2020-02-10,7.0,85.0,158.0,6400.0,1000.0,TSMC,AMD,9574.0,4787.0,299.2
3564,radeon r5 graphics,GPU,2014-09-17,28.0,15.0,245.0,2410.0,758.0,GF,AMD,,388.1,24.26
3565,radeon hd 7540d igp,GPU,2012-10-02,32.0,65.0,246.0,1303.0,760.0,TSMC,AMD,,291.8,
3570,radeon hd 7970m,GPU,2012-04-24,28.0,100.0,212.0,2800.0,850.0,TSMC,AMD,,2176.0,136.0
3574,radeon r5 m445,GPU,2016-01-01,28.0,,125.0,1550.0,920.0,TSMC,AMD,,706.6,
3575,radeon pro wx 7100 mobile,GPU,2017-03-01,14.0,130.0,232.0,5700.0,1188.0,GF,AMD,,5728.0,358.0
3578,radeon r7 mobile graphics,GPU,2014-02-17,28.0,90.0,245.0,2410.0,554.0,GF,AMD,,425.5,26.59
3580,radeon hd 8730a,GPU,2013-04-01,28.0,,77.0,950.0,650.0,TSMC,AMD,,537.6,33.6
3581,radeon hd 6570m mac edition,GPU,2009-10-28,40.0,30.0,104.0,627.0,600.0,TSMC,AMD,,480.0,
3589,radeon r5 m230,GPU,2014-01-07,28.0,,56.0,690.0,780.0,TSMC,AMD,,547.2,34.2
3596,radeon r7 250x,GPU,2014-02-13,28.0,80.0,123.0,1500.0,950.0,TSMC,AMD,,1216.0,76.0
3612,radeon hd 6250 igp,GPU,2012-04-04,40.0,9.0,75.0,450.0,277.0,TSMC,AMD,,44.32,
3623,firepro s9050,GPU,2014-08-07,28.0,225.0,352.0,4313.0,900.0,TSMC,AMD,,3226.0,806.4
3629,radeon r9 280x,GPU,2013-10-08,28.0,250.0,352.0,4313.0,850.0,TSMC,AMD,,4096.0,1024.0
3630,radeon rx 560d,GPU,2017-07-04,14.0,65.0,123.0,3000.0,1090.0,GF,AMD,2106.0,2106.0,131.6
3631,radeon r9 255 oem,GPU,2013-12-21,28.0,65.0,123.0,1500.0,900.0,TSMC,AMD,,952.3,59.52
3632,firepro s4000x,GPU,2014-08-07,28.0,45.0,123.0,1500.0,725.0,TSMC,AMD,,992.0,62.0
3635,radeon rx 560x mobile,GPU,2018-04-11,14.0,65.0,123.0,3000.0,1175.0,GF,AMD,2462.0,2462.0,153.9
3637,radeon hd 7950 mac edition,GPU,2013-03-07,28.0,200.0,352.0,4313.0,800.0,TSMC,AMD,,2867.0,716.8
3643,radeon pro w5700x,GPU,2019-12-11,7.0,205.0,251.0,10300.0,1243.0,TSMC,AMD,20890.0,10440.0,652.8
3645,radeon hd 7870 xt,GPU,2012-11-19,28.0,185.0,352.0,4313.0,925.0,TSMC,AMD,,2995.0,748.8
3646,radeon hd 6470m,GPU,2011-01-04,40.0,25.0,67.0,370.0,700.0,TSMC,AMD,,224.0,
3648,radeon r7 m350,GPU,2015-01-01,28.0,35.0,77.0,950.0,725.0,TSMC,AMD,,633.6,
3649,firepro w7170m,GPU,2015-10-02,28.0,100.0,366.0,5000.0,723.0,TSMC,AMD,2961.0,2961.0,185.1
3650,radeon r5 m430,GPU,2016-01-01,28.0,,56.0,690.0,780.0,TSMC,AMD,,547.2,
3651,radeon r9 380x,GPU,2015-11-19,28.0,190.0,366.0,5000.0,970.0,TSMC,AMD,3973.0,3973.0,248.3
3657,radeon instinct mi8,GPU,2016-12-12,28.0,175.0,596.0,8900.0,1000.0,TSMC,AMD,8192.0,8192.0,512.0
3659,radeon rx 580 2048sp,GPU,2018-10-15,14.0,150.0,232.0,5700.0,1168.0,GF,AMD,5259.0,5259.0,328.7
3661,radeon rx 570 mobile,GPU,2017-12-10,14.0,85.0,232.0,5700.0,926.0,GF,AMD,4940.0,4940.0,308.7
3662,radeon r9 m295x mac edition,GPU,2014-11-23,28.0,250.0,366.0,5000.0,850.0,TSMC,AMD,3482.0,3482.0,217.6
3665,radeon rx 5500 oem,GPU,2019-10-07,7.0,110.0,158.0,6400.0,1500.0,TSMC,AMD,10390.0,5196.0,324.7
3679,radeon r9 m270x,GPU,2014-03-21,28.0,,123.0,1500.0,725.0,TSMC,AMD,,992.0,
3680,radeon pro vega 20,GPU,2018-11-14,14.0,100.0,,,815.0,GF,AMD,6569.0,3284.0,205.3
3686,radeon pro wx 4170 mobile,GPU,2017-03-01,14.0,50.0,123.0,3000.0,1002.0,GF,AMD,2460.0,2460.0,153.7
3693,radeon r7 m440,GPU,2016-05-15,28.0,,125.0,1550.0,891.0,TSMC,AMD,570.2,570.2,35.64
3696,radeon r7 340 oem,GPU,2015-05-05,28.0,50.0,77.0,950.0,730.0,TSMC,AMD,,599.0,37.44
3697,radeon hd 7750,GPU,2012-02-15,28.0,55.0,123.0,1500.0,800.0,TSMC,AMD,,819.2,51.2
3707,radeon graphics 448sp,GPU,2020-01-06,7.0,15.0,156.0,9800.0,400.0,TSMC,AMD,2867.0,1434.0,89.6
3709,radeon r5 a330,GPU,2015-10-21,28.0,,56.0,690.0,1030.0,TSMC,AMD,,659.2,
3712,radeon hd 8740 oem,GPU,2013-09-05,28.0,55.0,123.0,1500.0,800.0,TSMC,AMD,,819.2,51.2
3714,radeon hd 8370d igp,GPU,NaT,32.0,65.0,246.0,1303.0,760.0,TSMC,AMD,,194.6,
3717,radeon hd 8670a,GPU,2013-02-02,28.0,45.0,56.0,690.0,600.0,TSMC,AMD,,384.0,24.0
3719,radeon hd 6950,GPU,2010-12-14,40.0,200.0,389.0,2640.0,800.0,TSMC,AMD,,2253.0,563.2
3726,radeon hd 7660g igp,GPU,2012-05-15,32.0,35.0,246.0,1303.0,686.0,TSMC,AMD,,526.8,
3732,firepro 2270,GPU,2011-01-31,40.0,15.0,59.0,292.0,600.0,TSMC,AMD,,96.0,
3734,radeon r5 m230 rebrand,GPU,2013-03-01,28.0,,56.0,690.0,750.0,TSMC,AMD,,528.0,33.0
3744,radeon hd 6450a,GPU,2011-04-07,40.0,25.0,67.0,370.0,625.0,TSMC,AMD,,200.0,
3749,radeon vega 6 mobile,GPU,2018-01-08,14.0,15.0,210.0,4940.0,300.0,GF,AMD,1691.0,845.6,52.85
3752,radeon hd 7670m rebrand,GPU,2012-07-01,40.0,20.0,104.0,716.0,600.0,TSMC,AMD,,576.0,
3753,radeon hd 6970m mac edition,GPU,2011-08-25,40.0,75.0,212.0,1700.0,680.0,TSMC,AMD,,1306.0,
3758,firepro m6100,GPU,2013-10-16,28.0,,160.0,2080.0,1075.0,TSMC,AMD,,1651.0,103.2
3759,radeon r9 m380 mac edition,GPU,2015-05-05,28.0,,160.0,2080.0,900.0,TSMC,AMD,,1568.0,98.02
3760,radeon pro wx 8200,GPU,2018-08-13,14.0,230.0,495.0,12500.0,1200.0,GF,AMD,21500.0,10750.0,672.0
3765,radeon hd 8280 mobile igp,GPU,2013-09-18,28.0,15.0,110.0,1178.0,450.0,TSMC,AMD,,115.2,7.2
3766,radeon pro 555,GPU,2017-06-05,14.0,75.0,123.0,3000.0,850.0,GF,AMD,1306.0,1306.0,81.6
3770,radeon hd 6290,GPU,2011-12-04,40.0,19.0,59.0,292.0,650.0,TSMC,AMD,,104.0,
3771,radeon e9260 mxm,GPU,2016-09-27,14.0,50.0,123.0,3000.0,1090.0,GF,AMD,2150.0,2150.0,134.4
3772,radeon r5 m230,GPU,2014-01-07,28.0,,56.0,690.0,825.0,TSMC,AMD,,547.2,34.2
3773,radeon hd 8550m,GPU,2014-07-13,28.0,,56.0,690.0,650.0,TSMC,AMD,,544.0,34.0
3776,radeon hd 6450m,GPU,2011-01-04,40.0,,67.0,370.0,600.0,TSMC,AMD,,192.0,
3780,zhongshan subor z+ gpu,GPU,2018-08-03,14.0,100.0,397.0,,1300.0,TSMC,AMD,7987.0,3994.0,249.6
3781,radeon e9560 pcie,GPU,2019-10-15,14.0,130.0,232.0,5700.0,1120.0,GF,AMD,5700.0,5700.0,356.3
3782,radeon pro vega 64x,GPU,2019-03-19,14.0,250.0,495.0,12500.0,1250.0,GF,AMD,24050.0,12030.0,751.6
3785,radeon vega 10 mobile,GPU,2019-04-08,14.0,15.0,210.0,4940.0,300.0,GF,AMD,3584.0,1792.0,112.0
3786,firepro w5130m,GPU,2015-10-02,28.0,,123.0,1500.0,900.0,TSMC,AMD,,947.2,59.2
3787,radeon rx 580 mobile,GPU,2017-04-18,14.0,100.0,232.0,5700.0,1000.0,GF,AMD,4963.0,4963.0,310.2
3791,radeon hd 6510,GPU,2011-05-14,40.0,39.0,118.0,716.0,650.0,TSMC,AMD,,416.0,
3792,radeon r7 m350,GPU,2015-05-05,28.0,,125.0,1550.0,1000.0,TSMC,AMD,779.5,779.5,48.72
3795,radeon hd 6970m rebrand,GPU,2011-01-04,40.0,75.0,166.0,1040.0,800.0,TSMC,AMD,,1280.0,
3801,radeon instinct mi100,GPU,2020-11-16,7.0,300.0,750.0,50000.0,1000.0,TSMC,AMD,184600.0,23070.0,11540.0
3807,radeon r9 m390x,GPU,2015-05-05,28.0,75.0,366.0,5000.0,723.0,TSMC,AMD,2961.0,2961.0,185.1
3809,radeon vega 3 embedded,GPU,2018-07-16,14.0,15.0,210.0,4940.0,300.0,GF,AMD,768.8,384.4,24.02
3817,radeon rx 590 gme,GPU,2020-03-09,14.0,175.0,232.0,5700.0,1257.0,GF,AMD,6359.0,6359.0,397.4
3818,radeon hd 8400 mobile igp,GPU,2013-11-23,28.0,25.0,110.0,1178.0,600.0,TSMC,AMD,,153.6,9.6
3819,radeon r9 m395 mac edition,GPU,2015-05-05,28.0,250.0,366.0,5000.0,834.0,TSMC,AMD,,2989.0,373.6
3820,radeon r9 m365x,GPU,2015-05-05,28.0,,123.0,1500.0,900.0,TSMC,AMD,,1184.0,74.0
3823,radeon vega 3  embedded,GPU,2019-01-01,14.0,10.0,210.0,4940.0,300.0,GF,AMD,768.8,384.4,24.02
3825,radeon hd 6620g igp,GPU,2011-12-07,32.0,35.0,227.0,1178.0,444.0,TSMC,AMD,,355.2,
3839,firestream 9370,GPU,2010-06-23,40.0,225.0,334.0,2154.0,825.0,TSMC,AMD,,2640.0,528.0
3843,radeon rx 6900 xt,GPU,2020-10-28,7.0,300.0,520.0,26800.0,1825.0,TSMC,AMD,46080.0,23040.0,1440.0
3848,radeon r2 mobile graphics,GPU,2015-01-28,28.0,100.0,107.0,930.0,497.0,GF,AMD,,127.2,7.952
3855,radeon instinct mi60,GPU,2018-11-18,7.0,300.0,331.0,13230.0,1200.0,TSMC,AMD,29490.0,14750.0,7373.0
3857,stream processor,GPU,2006-01-01,90.0,165.0,352.0,384.0,594.0,TSMC,AMD,,,
3858,firepro s10000 passive,GPU,2012-11-12,28.0,375.0,352.0,4313.0,825.0,TSMC,AMD,,3405.0,851.2
3860,radeon rx vega 56,GPU,2017-08-14,14.0,210.0,495.0,12500.0,1156.0,GF,AMD,21090.0,10540.0,659.0
3866,radeon hd 8490 oem,GPU,2013-07-23,40.0,35.0,67.0,370.0,875.0,TSMC,AMD,,280.0,
3870,radeon r7 m260dx,GPU,2014-01-07,28.0,,56.0,690.0,780.0,TSMC,AMD,,547.2,34.2
3873,radeon hd 7650m,GPU,2012-01-07,40.0,20.0,104.0,716.0,450.0,TSMC,AMD,,432.0,
3880,radeon hd 6510,GPU,2011-05-14,40.0,39.0,104.0,627.0,650.0,TSMC,AMD,,520.0,
3883,radeon rx vega nano,GPU,NaT,14.0,175.0,495.0,12500.0,1247.0,GF,AMD,,12660.0,791.6
3884,radeon r9 m395x,GPU,2015-05-05,28.0,75.0,366.0,5000.0,723.0,TSMC,AMD,2961.0,2961.0,185.1
3888,radeon pro 5600m,GPU,2020-06-15,7.0,50.0,,,1000.0,TSMC,AMD,10600.0,5299.0,331.2
3892,radeon hd 8850m,GPU,2013-04-01,28.0,,123.0,1500.0,575.0,TSMC,AMD,,800.0,50.0
3896,firepro w4170m,GPU,2015-04-23,28.0,,77.0,950.0,825.0,TSMC,AMD,,691.2,43.2
3897,xbox one s gpu,GPU,2016-08-02,16.0,95.0,240.0,5000.0,914.0,TSMC,AMD,,1404.0,
3898,radeon rx 580x mobile,GPU,2018-04-11,14.0,100.0,232.0,5700.0,1000.0,GF,AMD,4963.0,4963.0,310.2
3900,radeon hd 8530m,GPU,2014-01-10,28.0,,77.0,950.0,650.0,TSMC,AMD,,448.0,28.0
3904,radeon r7 m270,GPU,2014-01-09,28.0,,77.0,950.0,725.0,TSMC,AMD,,633.6,
3905,radeon vega 6 embedded,GPU,2018-05-10,14.0,15.0,210.0,4940.0,300.0,GF,AMD,1966.0,983.0,61.44
3908,radeon rx 560x mobile,GPU,2018-04-11,14.0,65.0,123.0,3000.0,1275.0,GF,AMD,2611.0,2611.0,163.2
3910,firepro s9150,GPU,2014-08-07,28.0,235.0,438.0,6200.0,900.0,TSMC,AMD,,5069.0,2534.0
3912,radeon r9 fury,GPU,2015-07-10,28.0,275.0,596.0,8900.0,1000.0,TSMC,AMD,7168.0,7168.0,448.0
3916,radeon rx 560,GPU,2017-04-18,14.0,75.0,123.0,3000.0,1175.0,GF,AMD,2611.0,2611.0,163.2
3917,radeon r6 mobile graphics,GPU,2014-09-17,28.0,17.0,245.0,2410.0,533.0,GF,AMD,,409.3,25.58
3923,radeon rx 560x mobile,GPU,2019-01-09,14.0,65.0,123.0,3000.0,1223.0,GF,AMD,2192.0,2192.0,137.0
3926,radeon vega 8 mobile,GPU,2017-10-26,14.0,65.0,210.0,4940.0,300.0,GF,AMD,2255.0,1127.0,70.46
3927,radeon hd 8470d igp,GPU,2013-07-29,32.0,65.0,246.0,1303.0,800.0,TSMC,AMD,,307.2,
3934,radeon rx 560x mobile,GPU,2018-04-11,14.0,65.0,123.0,3000.0,1275.0,GF,AMD,2611.0,2611.0,163.2
3936,radeon hd 6350m,GPU,2010-11-26,40.0,7.0,59.0,292.0,500.0,TSMC,AMD,,80.0,
3937,radeon rx 5700,GPU,2019-07-07,7.0,180.0,251.0,10300.0,1465.0,TSMC,AMD,15900.0,7949.0,496.8
3940,radeon hd 6330m,GPU,2010-11-26,40.0,7.0,59.0,292.0,500.0,TSMC,AMD,,80.0,
3945,radeon hd 8330 mobile igp,GPU,2013-08-13,28.0,15.0,110.0,1178.0,497.0,TSMC,AMD,,127.2,7.952
3948,radeon r7 m365x,GPU,2015-05-05,28.0,,56.0,690.0,900.0,TSMC,AMD,,737.3,46.08
3951,radeon pro 570x,GPU,2019-03-18,14.0,150.0,232.0,5700.0,1000.0,GF,AMD,3960.0,3960.0,247.5
3955,radeon pro v320,GPU,2017-06-29,14.0,230.0,495.0,12500.0,852.0,GF,AMD,16379.999999999998,8192.0,512.0
3964,radeon hd 8510 oem,GPU,2013-07-23,40.0,60.0,118.0,716.0,650.0,TSMC,AMD,,624.0,
3971,radeon r7 a360,GPU,2015-01-01,28.0,,125.0,1550.0,900.0,TSMC,AMD,,752.6,
3977,firepro a320,GPU,2012-06-06,32.0,100.0,246.0,1303.0,800.0,TSMC,AMD,,733.4,
3981,radeon hd 7490m,GPU,2012-01-07,40.0,9.0,67.0,370.0,800.0,TSMC,AMD,,256.0,
