Unnamed: 0,GPUname,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS
3984,radeon hd 8670m,GPU,2013-03-01,28.0,,77.0,950.0,775.0,TSMC,AMD,,633.6,
3986,radeon hd 7590m,GPU,2012-01-07,40.0,18.0,104.0,716.0,600.0,TSMC,AMD,,576.0,
3990,radeon rx vega 11 mobile,GPU,2019-10-22,14.0,15.0,210.0,4940.0,300.0,GF,AMD,3942.0,1971.0,123.2
3995,radeon hd 6770m,GPU,2011-01-04,40.0,35.0,104.0,716.0,725.0,TSMC,AMD,,696.0,
3996,radeon hd 6830m,GPU,2011-01-04,40.0,39.0,166.0,1040.0,575.0,TSMC,AMD,,920.0,
3997,radeon hd 6530m,GPU,2010-11-26,40.0,26.0,104.0,627.0,450.0,TSMC,AMD,,360.0,
4006,radeon rx vega m gl,GPU,2018-02-01,14.0,65.0,208.0,5000.0,931.0,GF,AMD,2588.0,2588.0,161.8
4009,radeon hd 7420g igp,GPU,2012-06-06,32.0,35.0,246.0,1303.0,480.0,TSMC,AMD,,167.7,
4011,radeon hd 6450,GPU,2011-04-07,40.0,18.0,67.0,370.0,625.0,TSMC,AMD,,200.0,
4015,radeon rx 6800m,GPU,2021-01-01,7.0,230.0,335.0,17200.0,2321.0,TSMC,AMD,26430.0,13210.0,825.9
4019,radeon pro vega 64,GPU,2017-06-27,14.0,250.0,495.0,12500.0,1250.0,GF,AMD,22120.0,11060.0,691.2
4020,radeon r9 a375,GPU,2015-01-01,28.0,,123.0,1500.0,900.0,TSMC,AMD,,1184.0,
4023,radeon 535 mobile,GPU,2017-04-18,28.0,50.0,125.0,1550.0,730.0,TSMC,AMD,786.4,786.4,49.15
4025,radeon hd 7790,GPU,2013-03-22,28.0,85.0,160.0,2080.0,1000.0,TSMC,AMD,,1792.0,112.0
4027,radeon rx 560 mobile,GPU,2017-01-05,14.0,65.0,123.0,3000.0,1090.0,GF,AMD,2462.0,2462.0,153.9
4036,radeon 550x,GPU,2019-03-27,14.0,50.0,103.0,2200.0,1082.0,GF,AMD,1247.0,1247.0,77.95
4039,radeon r9 m280x,GPU,2015-02-05,28.0,,160.0,2080.0,1000.0,TSMC,AMD,,1971.0,123.2
4048,firepro w5000 dvi,GPU,2013-02-25,28.0,75.0,212.0,2800.0,825.0,TSMC,AMD,,1267.0,79.2
4058,radeon r5 m420,GPU,2016-05-15,28.0,,56.0,690.0,780.0,TSMC,AMD,,544.0,34.0
4060,radeon r7 350,GPU,2016-07-06,28.0,55.0,123.0,1500.0,800.0,TSMC,AMD,,819.2,51.2
4063,radeon hd 7770m,GPU,2012-04-24,28.0,32.0,123.0,1500.0,675.0,TSMC,AMD,,691.2,43.2
4066,radeon hd 6290 igp,GPU,2011-01-07,40.0,9.0,75.0,450.0,276.0,TSMC,AMD,,44.16,
4073,radeon rx 550x 640sp,GPU,2018-04-11,14.0,60.0,123.0,3000.0,1019.0,GF,AMD,1371.0,1371.0,85.68
4075,radeon rx 480,GPU,2016-06-29,14.0,150.0,232.0,5700.0,1120.0,GF,AMD,5834.0,5834.0,364.6
4084,firepro w7000,GPU,2012-06-13,28.0,150.0,212.0,2800.0,950.0,TSMC,AMD,,2432.0,152.0
4087,radeon graphics 448sp,GPU,2021-01-12,7.0,25.0,156.0,9800.0,300.0,TSMC,AMD,3226.0,1613.0,100.8
4089,radeon vega 3 embedded,GPU,2019-01-01,14.0,10.0,210.0,4940.0,300.0,GF,AMD,922.4,461.2,28.82
4098,firepro d500,GPU,2014-01-18,28.0,274.0,352.0,4313.0,725.0,TSMC,AMD,,2227.0,556.8
4099,radeon hd 6770,GPU,2011-01-21,40.0,108.0,166.0,1040.0,850.0,TSMC,AMD,,1360.0,
4107,radeon r9 m370x mac edition,GPU,2015-05-05,28.0,,123.0,1500.0,775.0,TSMC,AMD,,1024.0,64.0
4119,radeon r9 390,GPU,2015-06-18,28.0,275.0,438.0,6200.0,1000.0,TSMC,AMD,,5120.0,640.0
4124,radeon pro wx 4130 mobile,GPU,2017-03-01,14.0,50.0,123.0,3000.0,1002.0,GF,AMD,1348.0,1348.0,84.24
4128,radeon rx 550 mobile,GPU,2017-07-02,14.0,50.0,103.0,2200.0,1100.0,GF,AMD,1647.0,1647.0,103.0
4131,radeon hd 7850m,GPU,2012-04-24,28.0,40.0,123.0,1500.0,675.0,TSMC,AMD,,864.0,54.0
4132,radeon r7 m265,GPU,2014-05-20,28.0,,125.0,1550.0,900.0,TSMC,AMD,752.6,752.6,47.04
4136,radeon hd 8550d igp,GPU,2013-05-23,32.0,65.0,246.0,1303.0,720.0,TSMC,AMD,,432.1,
4140,radeon hd 8830m,GPU,2013-04-01,28.0,,123.0,1500.0,575.0,TSMC,AMD,,800.0,50.0
4143,radeon hd 7670m,GPU,2012-02-17,40.0,20.0,104.0,716.0,600.0,TSMC,AMD,,576.0,
4149,radeon vega 8,GPU,2019-07-07,14.0,15.0,210.0,4940.0,300.0,GF,AMD,2560.0,1280.0,80.0
4150,atari vcs 400 gpu,GPU,2020-12-14,14.0,15.0,210.0,4940.0,300.0,GF,AMD,922.4,461.2,28.82
4153,radeon r9 fury x,GPU,2015-06-24,28.0,275.0,596.0,8900.0,1050.0,TSMC,AMD,8602.0,8602.0,537.6
4154,radeon r5 310 oem,GPU,2015-05-05,40.0,35.0,67.0,370.0,875.0,TSMC,AMD,,280.0,
4163,radeon r9 360 oem,GPU,2015-05-05,28.0,85.0,160.0,2080.0,1000.0,TSMC,AMD,,1613.0,100.8
4164,radeon pro wx 3200 mobile,GPU,2019-07-02,14.0,65.0,103.0,2200.0,1082.0,GF,AMD,1385.0,1385.0,86.56
4171,radeon vega 3 embedded,GPU,2018-09-06,14.0,15.0,210.0,4940.0,300.0,GF,AMD,768.8,384.4,24.02
4173,radeon pro 575x,GPU,2019-03-18,14.0,150.0,232.0,5700.0,1096.0,GF,AMD,4489.0,4489.0,280.6
4174,radeon pro wx 3200,GPU,2019-07-02,14.0,65.0,103.0,2200.0,1295.0,GF,AMD,1658.0,1658.0,103.6
4175,xbox series s gpu,GPU,2020-11-10,7.0,100.0,197.0,8000.0,1565.0,TSMC,AMD,8013.0,4006.0,250.4
4176,radeon rx 540 mobile,GPU,2017-11-11,14.0,50.0,103.0,2200.0,1124.0,GF,AMD,1248.0,1248.0,78.02
4177,radeon hd 8450g igp,GPU,2013-05-23,32.0,35.0,246.0,1303.0,533.0,TSMC,AMD,,276.5,
4178,radeon pro w5500,GPU,2020-02-10,7.0,125.0,158.0,6400.0,1744.0,TSMC,AMD,10450.0,5224.0,326.5
4181,radeon hd 7850,GPU,2012-03-05,28.0,130.0,212.0,2800.0,860.0,TSMC,AMD,,1761.0,110.1
4183,radeon hd 7950 monica bios 2,GPU,2012-01-31,28.0,85.0,352.0,4313.0,800.0,TSMC,AMD,,1229.0,307.2
4186,firepro m4000,GPU,2012-06-27,28.0,33.0,123.0,1500.0,675.0,TSMC,AMD,,691.2,43.2
4188,radeon r9 m375x,GPU,2015-05-05,28.0,,123.0,1500.0,925.0,TSMC,AMD,,1299.0,81.2
4189,firepro w5100,GPU,2014-03-31,28.0,50.0,160.0,2080.0,930.0,TSMC,AMD,,1428.0,89.28
4195,radeon vega 8 mobile,GPU,2019-01-06,14.0,15.0,210.0,4940.0,300.0,GF,AMD,2458.0,1229.0,76.8
4196,radeon r7 250,GPU,2013-10-08,28.0,55.0,123.0,1500.0,700.0,TSMC,AMD,,716.8,44.8
4201,radeon r9 m385x,GPU,2015-05-05,28.0,,160.0,2080.0,1000.0,TSMC,AMD,,1971.0,123.2
4203,radeon r7 m265dx,GPU,2014-06-11,28.0,,125.0,1550.0,900.0,TSMC,AMD,752.6,752.6,47.04
4212,radeon r5 m240 rebrand,GPU,2014-01-10,28.0,,77.0,950.0,650.0,TSMC,AMD,,537.6,33.6
4213,firepro w4190m,GPU,2015-11-12,28.0,,77.0,950.0,825.0,TSMC,AMD,,691.2,43.2
4221,radeon r9 m360,GPU,2015-05-05,28.0,,123.0,1500.0,900.0,TSMC,AMD,,947.2,59.2
4223,radeon hd 6670,GPU,2011-04-19,40.0,66.0,118.0,716.0,800.0,TSMC,AMD,,768.0,
4228,radeon hd 6410d igp,GPU,2011-06-20,32.0,65.0,227.0,1178.0,444.0,TSMC,AMD,,142.1,
4229,radeon r5 m465,GPU,2016-01-01,28.0,,125.0,1550.0,1000.0,TSMC,AMD,,779.5,
4230,radeon hd 7750m,GPU,2012-04-24,28.0,28.0,123.0,1500.0,575.0,TSMC,AMD,,588.8,36.8
4232,radeon e6460,GPU,2011-04-07,40.0,25.0,67.0,370.0,600.0,TSMC,AMD,,192.0,
4235,radeon hd 6550m,GPU,2010-11-26,40.0,26.0,104.0,627.0,600.0,TSMC,AMD,,480.0,
4240,radeon rx vega 64 limited edition,GPU,2017-08-07,14.0,295.0,495.0,12500.0,1247.0,GF,AMD,25330.0,12660.0,791.6
4254,radeon hd 7720 oem,GPU,2013-03-15,40.0,150.0,255.0,1700.0,840.0,TSMC,AMD,,1344.0,
4255,radeon r9 m290x,GPU,2014-01-09,28.0,100.0,212.0,2800.0,850.0,TSMC,AMD,,2304.0,144.0
4257,radeon 630 mobile,GPU,2019-05-13,14.0,50.0,103.0,2200.0,1082.0,GF,AMD,1240.0,1240.0,77.5
4269,firepro w600,GPU,2012-06-13,28.0,75.0,123.0,1500.0,750.0,TSMC,AMD,,768.0,48.0
4270,radeon hd 6970 x2,GPU,NaT,40.0,375.0,389.0,2640.0,880.0,TSMC,AMD,,2703.0,
4273,radeon r7 a260,GPU,2014-01-01,28.0,,125.0,1550.0,900.0,TSMC,AMD,,752.6,
4274,radeon rx 5700m,GPU,2020-01-01,7.0,180.0,251.0,10300.0,1465.0,TSMC,AMD,15850.0,7926.0,495.4
4277,radeon hd 6870 x2,GPU,2011-07-08,40.0,300.0,255.0,1700.0,900.0,TSMC,AMD,,2016.0,
4280,radeon vega 8 mobile,GPU,2019-04-08,14.0,15.0,210.0,4940.0,300.0,GF,AMD,2458.0,1229.0,76.8
4285,firepro s9010,GPU,2012-08-24,28.0,200.0,352.0,4313.0,800.0,TSMC,AMD,,2867.0,716.8
4295,radeon hd 6350a,GPU,2011-04-07,40.0,25.0,59.0,292.0,650.0,TSMC,AMD,,104.0,
4296,radeon r7 350x oem,GPU,2015-05-05,28.0,65.0,77.0,950.0,1000.0,TSMC,AMD,,806.4,50.4
4299,radeon hd 8650g igp,GPU,2013-05-23,32.0,35.0,246.0,1303.0,533.0,TSMC,AMD,,553.0,
4307,radeon r5 mobile graphics,GPU,2016-06-01,28.0,15.0,125.0,1200.0,200.0,GF,AMD,325.2,325.2,20.33
4310,radeon hd 6550d igp,GPU,2011-06-20,32.0,65.0,227.0,1178.0,600.0,TSMC,AMD,,480.0,
4311,radeon r9 390x,GPU,2015-06-18,28.0,275.0,438.0,6200.0,1050.0,TSMC,AMD,,5914.0,739.2
4323,radeon hd 7520g igp,GPU,2012-06-06,32.0,35.0,246.0,1303.0,496.0,TSMC,AMD,,263.4,
4327,radeon vega 8 mobile,GPU,2019-01-08,14.0,35.0,210.0,4940.0,300.0,GF,AMD,2255.0,1127.0,70.46
4338,radeon pro w5700,GPU,2019-11-19,7.0,205.0,251.0,10300.0,1400.0,TSMC,AMD,17330.0,8663.0,541.4
4339,radeon hd 6770m mac edition,GPU,2011-01-28,40.0,35.0,104.0,716.0,725.0,TSMC,AMD,,696.0,
4342,radeon hd 6370d igp,GPU,2011-11-01,32.0,65.0,227.0,1178.0,444.0,TSMC,AMD,,142.1,
4345,radeon r7 250,GPU,2013-10-08,28.0,65.0,77.0,950.0,1000.0,TSMC,AMD,,806.4,50.4
4349,firepro 2270 pcie x1,GPU,2011-01-31,40.0,15.0,59.0,292.0,600.0,TSMC,AMD,,96.0,
4352,radeon hd 6850m,GPU,2011-01-04,40.0,50.0,166.0,1040.0,675.0,TSMC,AMD,,1080.0,
4353,radeon hd 8550 oem,GPU,2013-10-25,40.0,60.0,118.0,716.0,650.0,TSMC,AMD,,624.0,
4354,radeon hd 6490m,GPU,2011-01-04,40.0,,67.0,370.0,800.0,TSMC,AMD,,256.0,
4355,radeon r5 mobile graphics,GPU,2015-11-07,28.0,15.0,125.0,1200.0,200.0,GF,AMD,553.0,553.0,276.5
4356,firepro w5000,GPU,2012-08-07,28.0,75.0,212.0,2800.0,825.0,TSMC,AMD,,1267.0,79.2
4358,radeon e9175 pcie,GPU,2017-10-03,14.0,50.0,103.0,2200.0,1124.0,GF,AMD,1248.0,1248.0,78.02
4363,radeon pro wx 4100,GPU,2016-11-10,14.0,50.0,123.0,3000.0,1125.0,GF,AMD,2460.0,2460.0,153.7
4366,radeon r9 290x2,GPU,2014-06-24,28.0,580.0,438.0,6200.0,1000.0,TSMC,AMD,,5632.0,704.0
4378,radeon hd 7870 ghz edition,GPU,2012-03-05,28.0,175.0,212.0,2800.0,1000.0,TSMC,AMD,,2560.0,160.0
4381,playstation 5 gpu,GPU,2020-11-12,7.0,180.0,308.0,,2233.0,TSMC,AMD,20580.0,10290.0,643.1
4382,radeon r7 m460,GPU,2016-05-15,28.0,,125.0,1550.0,1100.0,TSMC,AMD,864.0,864.0,54.0
4384,radeon hd 8210 igp,GPU,2014-01-31,28.0,8.0,110.0,1178.0,300.0,TSMC,AMD,,76.8,4.8
4386,firepro w8000,GPU,2012-06-14,28.0,225.0,352.0,4313.0,900.0,TSMC,AMD,,3226.0,806.4
4389,radeon hd 8670m,GPU,2013-03-01,28.0,,56.0,690.0,925.0,TSMC,AMD,,624.0,39.0
4395,radeon hd 8590m,GPU,2013-03-01,28.0,,56.0,690.0,750.0,TSMC,AMD,,528.0,33.0
4396,radeon vega 3 embedded,GPU,2018-02-13,14.0,15.0,210.0,4940.0,300.0,GF,AMD,768.8,384.4,24.02
4398,radeon rx 455 oem,GPU,2016-06-30,28.0,100.0,160.0,2080.0,1050.0,TSMC,AMD,,1613.0,100.8
4401,radeon hd 7870m,GPU,2012-04-24,28.0,45.0,123.0,1500.0,800.0,TSMC,AMD,,1024.0,64.0
4404,radeon r9 m470x,GPU,2016-05-15,28.0,,160.0,2080.0,1000.0,TSMC,AMD,,1971.0,123.2
4408,radeon pro 575,GPU,2017-06-05,14.0,150.0,232.0,5700.0,1096.0,GF,AMD,4489.0,4489.0,280.6
4413,radeon hd 7430m,GPU,2012-01-07,40.0,7.0,67.0,370.0,600.0,TSMC,AMD,,192.0,
4414,radeon pro wx 8100,GPU,2017-12-03,14.0,230.0,495.0,12500.0,1200.0,GF,AMD,21500.0,10750.0,672.0
4416,radeon pro 5300m,GPU,2019-11-13,7.0,85.0,158.0,6400.0,1000.0,TSMC,AMD,6400.0,3200.0,200.0
4417,firepro s7150 x2,GPU,2016-02-01,28.0,265.0,366.0,5000.0,1050.0,TSMC,AMD,3763.0,3763.0,235.2
4419,radeon pro 560x,GPU,2018-07-16,14.0,75.0,123.0,3000.0,1004.0,GF,AMD,2056.0,2056.0,128.5
4422,radeon r9 390 x2,GPU,2015-09-03,28.0,580.0,438.0,6200.0,1000.0,TSMC,AMD,,5120.0,640.0
4424,radeon hd 7950 boost,GPU,2012-06-22,28.0,200.0,352.0,4313.0,850.0,TSMC,AMD,,3315.0,828.8
4429,radeon r7 m360,GPU,2015-05-05,28.0,,125.0,1550.0,1100.0,TSMC,AMD,864.0,864.0,54.0
4434,radeon rx 5500m,GPU,2019-10-07,7.0,85.0,158.0,6400.0,1375.0,TSMC,AMD,9265.0,4632.0,289.5
4437,radeon pro vega 56,GPU,2017-08-14,14.0,210.0,495.0,12500.0,1138.0,GF,AMD,17920.0,8960.0,560.0
4441,firepro v3900,GPU,2012-02-07,40.0,50.0,118.0,716.0,650.0,TSMC,AMD,,624.0,
4443,radeon rx 5700 xt 50th anniversary,GPU,2019-07-07,7.0,225.0,251.0,10300.0,1680.0,TSMC,AMD,20280.0,10140.0,633.6
4447,firepro w4150m,GPU,NaT,28.0,,77.0,950.0,800.0,TSMC,AMD,,652.8,
4461,radeon r5 m240,GPU,2014-09-18,28.0,,56.0,690.0,1000.0,TSMC,AMD,,659.2,41.2
4472,radeon hd 8570d igp,GPU,2013-07-10,32.0,65.0,246.0,1303.0,800.0,TSMC,AMD,,409.6,
4474,radeon vega 9 mobile,GPU,2019-10-22,14.0,15.0,210.0,4940.0,300.0,GF,AMD,2995.0,1498.0,93.6
4477,radeon pro 455,GPU,2016-10-30,14.0,35.0,123.0,3000.0,855.0,GF,AMD,1313.0,1313.0,82.08
4478,radeon r7 m340,GPU,2015-12-06,28.0,,77.0,950.0,620.0,TSMC,AMD,,549.1,34.32
4482,radeon hd 7730,GPU,2013-05-01,28.0,47.0,123.0,1500.0,800.0,TSMC,AMD,,614.4,38.4
4486,radeon hd 7550m,GPU,2012-01-07,40.0,14.0,104.0,716.0,500.0,TSMC,AMD,,480.0,
4487,radeon e9390 pcie,GPU,2019-10-15,14.0,75.0,232.0,5700.0,713.0,GF,AMD,3903.0,3903.0,243.9
4492,radeon rx 550 640sp,GPU,2017-10-13,14.0,60.0,123.0,3000.0,1019.0,GF,AMD,1371.0,1371.0,85.68
4494,radeon 530 mobile,GPU,2017-04-18,28.0,50.0,125.0,1550.0,730.0,TSMC,AMD,786.4,786.4,49.15
4495,radeon r5 m320,GPU,2015-05-05,28.0,,56.0,690.0,780.0,TSMC,AMD,,547.2,34.2
4496,radeon r5 a240,GPU,2014-01-01,28.0,50.0,77.0,950.0,730.0,TSMC,AMD,,499.2,
4499,radeon pro 560,GPU,2017-04-18,14.0,75.0,123.0,3000.0,907.0,GF,AMD,1858.0,1858.0,116.1
4501,radeon hd 8210e,GPU,2013-04-23,28.0,9.0,110.0,1178.0,300.0,TSMC,AMD,,76.8,4.8
4505,radeon rx 580x,GPU,2018-04-11,14.0,185.0,232.0,5700.0,1257.0,GF,AMD,6175.0,6175.0,385.9
4509,radeon r7 m370,GPU,2015-05-05,28.0,,56.0,690.0,900.0,TSMC,AMD,,737.3,46.08
4510,radeon rx 560x,GPU,2018-04-11,14.0,75.0,123.0,3000.0,1175.0,GF,AMD,2611.0,2611.0,163.2
4512,radeon pro 570,GPU,2017-06-05,14.0,150.0,232.0,5700.0,1000.0,GF,AMD,3960.0,3960.0,247.5
4519,firepro m6000,GPU,2012-07-01,28.0,43.0,123.0,1500.0,800.0,TSMC,AMD,,1024.0,64.0
4520,radeon rx vega 11 mobile,GPU,2018-05-10,14.0,35.0,210.0,4940.0,300.0,GF,AMD,3523.0,1761.0,110.1
4522,radeon sky 700,GPU,2013-03-27,28.0,225.0,352.0,4313.0,900.0,TSMC,AMD,,3226.0,806.4
4524,radeon 625 mobile,GPU,2019-05-13,28.0,50.0,125.0,1550.0,730.0,TSMC,AMD,786.4,786.4,49.15
4530,radeon hd 8570m,GPU,2013-03-01,28.0,,56.0,690.0,750.0,TSMC,AMD,,528.0,33.0
4531,radeon r9 270x,GPU,2013-10-08,28.0,180.0,212.0,2800.0,1000.0,TSMC,AMD,,2688.0,168.0
4533,radeon r5 340x oem,GPU,2015-05-05,28.0,65.0,77.0,950.0,900.0,TSMC,AMD,,691.2,43.2
4535,radeon rx 560dx,GPU,2018-04-11,14.0,65.0,123.0,3000.0,1090.0,GF,AMD,2106.0,2106.0,131.6
4536,radeon r7 260x,GPU,2013-10-08,28.0,115.0,160.0,2080.0,1100.0,TSMC,AMD,,1971.0,123.2
4538,radeon hd 6370m,GPU,2010-11-26,40.0,11.0,59.0,292.0,750.0,TSMC,AMD,,120.0,
4539,radeon hd 8770 oem,GPU,2013-09-02,28.0,85.0,160.0,2080.0,1050.0,TSMC,AMD,,1882.0,117.6
4552,radeon vega 10 mobile,GPU,2019-01-06,14.0,15.0,210.0,4940.0,300.0,GF,AMD,3584.0,1792.0,112.0
4553,radeon r5 m430,GPU,2016-05-15,28.0,,56.0,690.0,780.0,TSMC,AMD,,659.2,41.2
4560,radeon r7 a360,GPU,2015-05-05,28.0,,125.0,1550.0,1100.0,TSMC,AMD,864.0,864.0,54.0
4563,radeon hd 6390,GPU,2011-07-04,40.0,39.0,104.0,627.0,550.0,TSMC,AMD,,352.0,
4564,firepro s7150,GPU,2016-02-01,28.0,150.0,366.0,5000.0,920.0,TSMC,AMD,7537.0,3768.0,235.5
4573,radeon r9 295x2,GPU,2014-04-29,28.0,500.0,438.0,6200.0,1018.0,TSMC,AMD,,5733.0,716.7
4576,radeon vega 11,GPU,2019-09-30,14.0,15.0,210.0,4940.0,300.0,GF,AMD,3942.0,1971.0,123.2
4577,radeon hd 7330m,GPU,2012-01-07,40.0,5.0,59.0,292.0,500.0,TSMC,AMD,,80.0,
4580,radeon hd 8650d igp,GPU,2013-12-28,32.0,65.0,246.0,1303.0,720.0,TSMC,AMD,,648.2,
4583,radeon r7 265x oem,GPU,2014-08-12,28.0,150.0,212.0,2800.0,900.0,TSMC,AMD,,2368.0,148.0
4584,radeon r5 m335,GPU,2015-10-21,28.0,,56.0,690.0,1070.0,TSMC,AMD,,684.8,42.8
4588,radeon hd 6990m rebrand,GPU,2011-07-12,40.0,100.0,166.0,1040.0,800.0,TSMC,AMD,,1280.0,
4590,radeon r5 235 oem,GPU,2013-12-21,40.0,35.0,67.0,370.0,775.0,TSMC,AMD,,248.0,
4593,radeon hd 8400e,GPU,2013-04-23,28.0,25.0,110.0,1178.0,600.0,TSMC,AMD,,153.6,9.6
4600,radeon r7 m340,GPU,2015-05-05,28.0,,125.0,1550.0,943.0,TSMC,AMD,653.4,653.4,40.84
4608,radeon hd 6250 igp,GPU,2010-11-09,40.0,9.0,75.0,450.0,500.0,TSMC,AMD,,80.0,
4626,radeon pro wx 3100,GPU,2017-06-12,14.0,65.0,103.0,2200.0,925.0,GF,AMD,1248.0,1248.0,78.02
4629,firepro w6150m,GPU,2015-11-12,28.0,,160.0,2080.0,1075.0,TSMC,AMD,,1651.0,103.2
4631,radeon r4 mobile graphics,GPU,2014-06-11,28.0,15.0,107.0,930.0,800.0,GF,AMD,,204.8,12.8
4633,radeon rx vega 10 mobile,GPU,2017-10-26,14.0,10.0,210.0,4940.0,300.0,GF,AMD,3331.0,1665.0,104.1
4636,nvidia geforce 9100m g mgpu amd,GPU,2008-07-29,80.0,12.0,127.0,210.0,450.0,Unknown,AMD,,35.2,
4637,radeon 610 mobile,GPU,2019-05-23,28.0,50.0,56.0,690.0,1030.0,TSMC,AMD,,659.2,41.2
4642,firepro a300,GPU,2012-06-06,32.0,65.0,246.0,1303.0,760.0,TSMC,AMD,,695.0,
4647,radeon instinct mi50,GPU,2018-11-18,7.0,300.0,331.0,13230.0,1200.0,TSMC,AMD,26820.0,13410.0,6705.0
4648,radeon rx 540x mobile,GPU,2018-04-11,14.0,50.0,103.0,2200.0,1124.0,GF,AMD,1240.0,1240.0,77.5
4649,radeon r9 m390 mac edition,GPU,2015-05-05,28.0,80.0,212.0,2800.0,958.0,TSMC,AMD,,1962.0,122.6
4650,radeon vega 3 mobile,GPU,2018-01-08,14.0,15.0,210.0,4940.0,300.0,GF,AMD,845.6,422.8,26.42
4651,radeon e6760 pcie,GPU,2011-05-02,40.0,45.0,118.0,716.0,600.0,TSMC,AMD,,576.0,
4652,firepro rg220a,GPU,2010-05-01,55.0,35.0,73.0,242.0,500.0,TSMC,AMD,,80.0,
4654,radeon r7 m265,GPU,2014-01-09,28.0,,77.0,950.0,725.0,TSMC,AMD,,633.6,
4662,radeon hd 7630m,GPU,2012-01-07,40.0,20.0,104.0,716.0,450.0,TSMC,AMD,,432.0,
4664,radeon hd 6520g igp,GPU,2011-12-07,32.0,35.0,227.0,1178.0,400.0,TSMC,AMD,,256.0,
4668,radeon hd 6250,GPU,2011-01-31,40.0,19.0,59.0,292.0,650.0,TSMC,AMD,,104.0,
4669,radeon rx vega 64,GPU,2017-08-07,14.0,295.0,495.0,12500.0,1247.0,GF,AMD,25330.0,12660.0,791.6
4670,firepro m5950,GPU,2011-01-04,40.0,35.0,104.0,716.0,725.0,TSMC,AMD,,696.0,
4672,radeon rx vega 11 embedded,GPU,2018-04-19,14.0,35.0,210.0,4940.0,300.0,GF,AMD,3523.0,1761.0,110.1
4676,radeon r5 m430,GPU,2016-05-15,28.0,,56.0,690.0,1030.0,TSMC,AMD,,659.2,41.2
4682,radeon r5 m250,GPU,NaT,28.0,,56.0,690.0,650.0,TSMC,AMD,,448.0,
4683,radeon 550,GPU,2017-04-20,14.0,50.0,103.0,2200.0,1100.0,GF,AMD,1211.0,1211.0,75.71
4688,radeon r9 285,GPU,2014-09-02,28.0,190.0,366.0,5000.0,918.0,TSMC,AMD,3290.0,3290.0,205.6
4689,firestream 9350,GPU,2010-06-01,40.0,150.0,334.0,2154.0,700.0,TSMC,AMD,,2016.0,403.2
4696,firepro v7900,GPU,2011-05-24,40.0,150.0,389.0,2640.0,725.0,TSMC,AMD,,1856.0,464.0
4697,radeon rx 470,GPU,2016-08-04,14.0,120.0,232.0,5700.0,926.0,GF,AMD,4940.0,4940.0,308.7
4698,radeon r6 m255dx,GPU,2014-10-12,28.0,,125.0,1550.0,925.0,TSMC,AMD,721.9,721.9,45.12
4701,radeon hd 7290 igp,GPU,2012-06-06,40.0,18.0,75.0,450.0,276.0,TSMC,AMD,,44.16,
4705,firepro v5900,GPU,2011-05-24,40.0,75.0,389.0,2640.0,600.0,TSMC,AMD,,614.4,153.6
4711,firepro v4900,GPU,2011-11-01,40.0,75.0,118.0,716.0,800.0,TSMC,AMD,,768.0,
4723,firepro s7000,GPU,2012-08-27,28.0,150.0,212.0,2800.0,950.0,TSMC,AMD,,2432.0,152.0
4728,radeon rx 470d,GPU,2016-10-21,14.0,120.0,232.0,5700.0,926.0,GF,AMD,4322.0,4322.0,270.1
4740,radeon hd 6310 igp,GPU,2010-11-09,40.0,18.0,75.0,450.0,276.0,TSMC,AMD,,44.16,
4744,radeon hd 6610,GPU,2013-03-20,40.0,39.0,104.0,627.0,650.0,TSMC,AMD,,520.0,
4745,radeon hd 8670 oem,GPU,2013-01-08,28.0,75.0,77.0,950.0,1000.0,TSMC,AMD,,806.4,50.4
4761,radeon hd 7470 oem,GPU,2012-01-05,40.0,27.0,67.0,370.0,750.0,TSMC,AMD,,240.0,
4764,xbox one x gpu,GPU,2017-11-07,16.0,150.0,359.0,7000.0,1172.0,TSMC,AMD,6001.0,6001.0,
4772,radeon rx 5600 oem,GPU,2020-01-21,7.0,150.0,251.0,10300.0,1130.0,TSMC,AMD,12780.0,6390.0,399.4
4777,radeon graphics 320sp,GPU,2020-01-06,7.0,15.0,156.0,9800.0,400.0,TSMC,AMD,1792.0,896.0,56.0
4781,radeon rx 590,GPU,2018-11-15,12.0,175.0,232.0,5700.0,1469.0,GF,AMD,7119.0,7119.0,445.0
4782,radeon hd 6570,GPU,2011-02-07,40.0,44.0,104.0,716.0,650.0,TSMC,AMD,,624.0,
4787,radeon hd 8610g igp,GPU,2013-05-23,32.0,35.0,246.0,1303.0,533.0,TSMC,AMD,,480.8,
4789,radeon hd 6490,GPU,2011-07-04,40.0,39.0,104.0,627.0,550.0,TSMC,AMD,,352.0,
4790,radeon e9173 pcie,GPU,2017-10-03,14.0,35.0,103.0,2200.0,1124.0,GF,AMD,1248.0,1248.0,78.02
4793,radeon hd 6570,GPU,2011-04-19,40.0,60.0,118.0,716.0,650.0,TSMC,AMD,,624.0,
4799,radeon r7 250e,GPU,2013-12-20,28.0,55.0,123.0,1500.0,800.0,TSMC,AMD,,819.2,51.2
4802,radeon pro 460,GPU,2016-10-30,14.0,35.0,123.0,3000.0,850.0,GF,AMD,1858.0,1858.0,116.1
