,Unnamed: 0,GPUname,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS
4550,4550,NVIDIA GeForce GTX 1080 Mobile,GPU,2016-08-15,16.0,150.0,314.0,7200.0,1556.0,TSMC,NVIDIA,138.7,8878.0,277.4
4554,4554,NVIDIA GeForce 6800 XE,GPU,2005-09-30,130.0,,287.0,222.0,275.0,TSMC,NVIDIA,,,
4555,4555,NVIDIA GeForce GT 635M,GPU,2012-03-22,40.0,33.0,116.0,585.0,660.0,TSMC,NVIDIA,,253.4,21.12
4557,4557,NVIDIA GeForce RTX 3060 Ti,GPU,2020-12-01,8.0,200.0,392.0,17400.0,1410.0,Samsung,NVIDIA,16200.0,16200.0,253.1
4558,4558,NVIDIA GeForce GT 730,GPU,2014-06-18,40.0,49.0,116.0,585.0,700.0,TSMC,NVIDIA,,268.8,22.4
4562,4562,NVIDIA GeForce GTX 465,GPU,2010-05-31,40.0,200.0,529.0,3100.0,608.0,TSMC,NVIDIA,,855.4,106.9
4565,4565,NVIDIA GeForce 9600 GTX,GPU,2009-05-27,65.0,140.0,324.0,754.0,580.0,TSMC,NVIDIA,,278.4,
4566,4566,NVIDIA Tesla PG500-216,GPU,2019-11-26,12.0,250.0,815.0,21100.0,1260.0,TSMC,NVIDIA,28260.0,14130.0,7066.0
4567,4567,NVIDIA Quadro NVS 50 PCI,GPU,2005-05-31,150.0,10.0,65.0,29.0,250.0,TSMC,NVIDIA,,,
4570,4570,NVIDIA GeForce GTX 460 v2 ES,GPU,2011-09-24,40.0,160.0,332.0,1950.0,779.0,TSMC,NVIDIA,,1046.0,87.19
4571,4571,NVIDIA GeForce 8600 GT Mac Edition,GPU,2007-04-17,80.0,47.0,169.0,289.0,600.0,TSMC,NVIDIA,,92.8,
4572,4572,NVIDIA Tegra 4 GPU,GPU,2013-08-01,28.0,20.0,85.0,11.0,672.0,TSMC,NVIDIA,,,
4574,4574,NVIDIA GeForce GTX 750 Ti OEM,GPU,NaT,28.0,150.0,221.0,2540.0,1033.0,TSMC,NVIDIA,,2108.0,87.84
4575,4575,NVIDIA Quadro4 700 XGL,GPU,2002-02-19,150.0,,142.0,63.0,275.0,TSMC,NVIDIA,,,
4578,4578,NVIDIA GeForce GTX 490,GPU,NaT,40.0,365.0,529.0,3100.0,608.0,TSMC,NVIDIA,,1166.0,145.8
4585,4585,NVIDIA GeForce 9500 GS,GPU,2008-07-29,65.0,40.0,144.0,314.0,550.0,UMC,NVIDIA,,88.0,
4586,4586,NVIDIA GeForce 7900 GS AGP,GPU,2006-04-02,90.0,65.0,196.0,278.0,450.0,TSMC,NVIDIA,,,
4587,4587,NVIDIA GeForce 8600 GS,GPU,2007-04-17,80.0,47.0,169.0,289.0,540.0,TSMC,NVIDIA,,38.08,
4589,4589,NVIDIA GeForce GTS 250M,GPU,2009-06-15,40.0,28.0,144.0,727.0,500.0,TSMC,NVIDIA,,240.0,
4594,4594,NVIDIA Quadro NVS 290,GPU,2007-10-04,80.0,21.0,127.0,210.0,459.0,TSMC,NVIDIA,,29.38,
4596,4596,NVIDIA GeForce GTX 275,GPU,2009-01-15,55.0,219.0,470.0,1400.0,633.0,TSMC,NVIDIA,,673.9,84.24
4597,4597,NVIDIA GeForce GT 710,GPU,2014-03-27,28.0,19.0,87.0,1020.0,954.0,TSMC,NVIDIA,,366.3,15.26
4598,4598,NVIDIA Quadro FX 3600M,GPU,2008-02-23,65.0,70.0,324.0,754.0,500.0,TSMC,NVIDIA,,240.0,
4601,4601,NVIDIA GeForce 9600 GT,GPU,2008-02-21,65.0,95.0,240.0,505.0,650.0,TSMC,NVIDIA,,208.0,
4602,4602,NVIDIA GeForce GTX 670M,GPU,2012-03-22,40.0,75.0,332.0,1950.0,598.0,TSMC,NVIDIA,,803.7,66.98
4604,4604,NVIDIA GeForce2 MX 400 PCI,GPU,2001-03-03,180.0,,64.0,20.0,200.0,TSMC,NVIDIA,,,
4605,4605,NVIDIA Quadro Plex 2100 S4,GPU,2008-07-25,90.0,640.0,484.0,681.0,600.0,TSMC,NVIDIA,,345.6,
4607,4607,NVIDIA GeForce4 420 Go,GPU,2002-02-06,150.0,,65.0,29.0,200.0,TSMC,NVIDIA,,,
4609,4609,NVIDIA GeForce GT 635M,GPU,2012-03-22,40.0,35.0,238.0,1170.0,650.0,TSMC,NVIDIA,,388.8,32.4
4610,4610,NVIDIA Quadro FX 550,GPU,2006-04-20,110.0,30.0,154.0,146.0,360.0,TSMC,NVIDIA,,,
4613,4613,NVIDIA GeForce 845M,GPU,2015-08-26,28.0,33.0,,,1071.0,TSMC,NVIDIA,,903.2,28.22
4616,4616,NVIDIA GeForce GTX 1070 GDDR5X,GPU,2018-12-04,16.0,150.0,314.0,7200.0,1506.0,TSMC,NVIDIA,101.0,6463.0,202.0
4618,4618,NVIDIA GeForce4 Ti 4200-8X,GPU,2002-02-06,150.0,,101.0,36.0,250.0,TSMC,NVIDIA,,,
4619,4619,NVIDIA GeForce GTS 450 OEM,GPU,2010-10-11,40.0,106.0,238.0,1170.0,790.0,TSMC,NVIDIA,,455.0,37.92
4620,4620,NVIDIA GeForce RTX 3050 Ti Max-Q,GPU,2021-01-01,8.0,,,,735.0,Samsung,NVIDIA,5299.0,5299.0,82.8
4621,4621,NVIDIA GeForce 940MX,GPU,2016-01-01,28.0,23.0,,,1004.0,TSMC,NVIDIA,,953.9,29.81
4624,4624,NVIDIA GeForce GTX 580M,GPU,2011-06-28,40.0,100.0,332.0,1950.0,620.0,TSMC,NVIDIA,,952.3,79.36
4625,4625,NVIDIA GeForce GTX 1050 Mobile,GPU,2017-01-03,14.0,75.0,132.0,3300.0,1354.0,Samsung,NVIDIA,29.86,1911.0,59.72
4628,4628,NVIDIA GeForce GT 720,GPU,2014-03-27,28.0,19.0,87.0,1020.0,967.0,TSMC,NVIDIA,,742.7,30.94
4632,4632,NVIDIA GeForce RTX 3070 Max-Q,GPU,2021-01-12,8.0,80.0,392.0,17400.0,780.0,Samsung,NVIDIA,13210.0,13210.0,206.4
4634,4634,NVIDIA Tesla K8,GPU,2014-09-16,28.0,100.0,294.0,3540.0,693.0,TSMC,NVIDIA,,2491.0,103.8
4635,4635,NVIDIA GeForce 800M,GPU,2014-03-17,28.0,15.0,116.0,585.0,738.0,TSMC,NVIDIA,,141.7,11.81
4638,4638,NVIDIA GeForce4 MX 440 Mac Edition,GPU,2002-02-06,150.0,,65.0,29.0,275.0,TSMC,NVIDIA,,,
4639,4639,NVIDIA Quadro FX 570,GPU,2007-09-12,80.0,38.0,169.0,289.0,460.0,TSMC,NVIDIA,,29.44,
4641,4641,NVIDIA GeForce GTX 650,GPU,2013-11-27,28.0,65.0,221.0,2540.0,1058.0,TSMC,NVIDIA,,812.5,33.86
4643,4643,NVIDIA GeForce GTX 1070 Mobile,GPU,2016-08-15,16.0,120.0,314.0,7200.0,1442.0,TSMC,NVIDIA,105.3,6738.0,210.6
4644,4644,NVIDIA GeForce Go 7950 GTX,GPU,2006-10-12,90.0,45.0,196.0,278.0,575.0,TSMC,NVIDIA,,,
4645,4645,NVIDIA GeForce GT 330 OEM,GPU,2010-02-02,55.0,75.0,260.0,754.0,500.0,TSMC,NVIDIA,,240.0,
4653,4653,NVIDIA GeForce Go 6600 NPB 128M,GPU,2005-09-29,110.0,,154.0,146.0,375.0,TSMC,NVIDIA,,,
4655,4655,NVIDIA GeForce G105M,GPU,2009-01-08,65.0,14.0,86.0,210.0,640.0,TSMC,NVIDIA,,25.6,
4656,4656,NVIDIA Quadro K3100M,GPU,2013-07-23,28.0,75.0,294.0,3540.0,706.0,TSMC,NVIDIA,,1084.0,45.18
4657,4657,NVIDIA GeForce GTS 240 OEM,GPU,2009-07-01,55.0,120.0,260.0,754.0,675.0,TSMC,NVIDIA,,362.9,
4658,4658,NVIDIA Tesla V100 SXM2 16 GB,GPU,2019-11-26,12.0,250.0,815.0,21100.0,1245.0,TSMC,NVIDIA,32710.0,16350.000000000002,8177.0
4660,4660,NVIDIA GeForce GT 440 Mac Edition,GPU,2011-02-09,40.0,65.0,116.0,585.0,810.0,TSMC,NVIDIA,,311.0,25.92
4661,4661,NVIDIA Quadro M1200 Mobile,GPU,2017-01-11,28.0,45.0,148.0,1870.0,991.0,TSMC,NVIDIA,,1469.0,45.92
4663,4663,NVIDIA GeForce GTX 1050 Max-Q,GPU,2018-01-03,14.0,75.0,132.0,3300.0,1000.0,Samsung,NVIDIA,22.78,1458.0,45.56
4665,4665,NVIDIA GeForce GT 610 OEM,GPU,2012-09-09,40.0,29.0,79.0,292.0,550.0,TSMC,NVIDIA,,115.2,9.6
4666,4666,NVIDIA Quadro M2000,GPU,2016-04-08,28.0,75.0,228.0,2940.0,796.0,TSMC,NVIDIA,,1786.0,55.82
4673,4673,NVIDIA Quadro RTX 6000 Mobile,GPU,2020-01-01,12.0,,754.0,18600.0,1275.0,TSMC,NVIDIA,26820.0,13410.0,419.0
4675,4675,NVIDIA GeForce 9800M GTX,GPU,2008-07-15,65.0,75.0,324.0,754.0,500.0,TSMC,NVIDIA,,280.0,
4677,4677,NVIDIA Quadro DCC,GPU,2001-05-14,150.0,,128.0,57.0,200.0,TSMC,NVIDIA,,,
4678,4678,NVIDIA GeForce 6600,GPU,2004-08-12,110.0,,154.0,146.0,300.0,TSMC,NVIDIA,,,
4679,4679,NVIDIA Quadro NVS 280 SD,GPU,2005-05-31,150.0,10.0,65.0,29.0,250.0,TSMC,NVIDIA,,,
4680,4680,NVIDIA Tesla M40,GPU,2015-11-10,28.0,250.0,601.0,8000.0,948.0,TSMC,NVIDIA,,6844.0,213.9
4684,4684,NVIDIA GeForce GTX 650 Ti Boost,GPU,2013-03-26,28.0,134.0,221.0,2540.0,980.0,TSMC,NVIDIA,,1585.0,66.05
4687,4687,NVIDIA Quadro NVS 55 PCI,GPU,2005-05-31,150.0,10.0,91.0,45.0,250.0,TSMC,NVIDIA,,,
4690,4690,NVIDIA Quadro 5010M,GPU,2011-02-22,40.0,100.0,520.0,3000.0,450.0,TSMC,NVIDIA,,691.2,
4691,4691,NVIDIA GeForce GTX 485M,GPU,2011-01-05,40.0,100.0,332.0,1950.0,575.0,TSMC,NVIDIA,,883.2,73.6
4692,4692,NVIDIA GeForce GTX 1060 Max-Q,GPU,2017-06-27,16.0,80.0,200.0,4400.0,1063.0,TSMC,NVIDIA,59.2,3789.0,118.4
4695,4695,NVIDIA TITAN Xp,GPU,2017-04-06,16.0,250.0,471.0,11800.0,1405.0,TSMC,NVIDIA,189.8,12150.0,379.7
4700,4700,NVIDIA GeForce RTX 3080 Ti,GPU,NaT,8.0,350.0,628.0,28300.0,1365.0,Samsung,NVIDIA,34100.0,34100.0,532.8
4702,4702,NVIDIA Tesla M1060,GPU,2008-06-01,55.0,188.0,470.0,1400.0,610.0,TSMC,NVIDIA,,622.1,77.76
4703,4703,NVIDIA Quadro FX 380,GPU,2009-03-30,65.0,34.0,144.0,314.0,450.0,UMC,NVIDIA,,35.2,
4704,4704,NVIDIA Quadro NVS 285,GPU,2006-06-06,110.0,18.0,110.0,75.0,275.0,TSMC,NVIDIA,,,
4708,4708,NVIDIA GeForce FX Go5200 NPB 64M,GPU,2003-03-01,150.0,,91.0,45.0,250.0,TSMC,NVIDIA,,,
4709,4709,NVIDIA Quadro FX 3700M,GPU,2008-08-14,65.0,75.0,324.0,754.0,550.0,TSMC,NVIDIA,,352.0,
4712,4712,NVIDIA GeForce GTX 670,GPU,2012-05-10,28.0,170.0,294.0,3540.0,915.0,TSMC,NVIDIA,,2634.0,109.8
4713,4713,NVIDIA Tegra 4i GPU,GPU,2013-02-19,28.0,20.0,85.0,11.0,660.0,TSMC,NVIDIA,,,
4714,4714,NVIDIA GeForce 505 OEM,GPU,2013-01-06,40.0,25.0,57.0,260.0,589.0,TSMC,NVIDIA,,44.86,
4715,4715,NVIDIA GeForce 405 OEM,GPU,2010-09-03,40.0,25.0,57.0,260.0,589.0,TSMC,NVIDIA,,44.86,
4716,4716,NVIDIA Quadro NVS 130M,GPU,2007-05-09,80.0,10.0,127.0,210.0,400.0,TSMC,NVIDIA,,12.8,
4717,4717,NVIDIA Quadro4 980 XGL,GPU,2002-11-12,150.0,,101.0,36.0,300.0,TSMC,NVIDIA,,,
4719,4719,NVIDIA GeForce GTX 285M,GPU,2010-02-01,65.0,75.0,324.0,754.0,600.0,TSMC,NVIDIA,,384.0,
4720,4720,NVIDIA GeForce 9400,GPU,2007-04-17,80.0,40.0,127.0,210.0,580.0,Unknown,NVIDIA,,44.8,
4721,4721,NVIDIA NVS 310,GPU,2012-06-26,40.0,20.0,79.0,292.0,523.0,TSMC,NVIDIA,,100.4,8.368
4724,4724,NVIDIA Quadro P4000,GPU,2017-02-06,16.0,105.0,314.0,7200.0,1202.0,TSMC,NVIDIA,82.88,5304.0,165.8
4726,4726,NVIDIA GeForce GT 620M,GPU,2012-03-22,28.0,15.0,116.0,585.0,625.0,TSMC,NVIDIA,,240.0,20.0
4727,4727,NVIDIA Tesla K80,GPU,2014-11-17,28.0,300.0,561.0,7100.0,562.0,TSMC,NVIDIA,,4113.0,1371.0
4729,4729,NVIDIA GeForce GTX 560,GPU,2011-05-17,40.0,150.0,332.0,1950.0,810.0,TSMC,NVIDIA,,1089.0,90.72
4730,4730,NVIDIA ION,GPU,2008-06-03,65.0,20.0,162.0,282.0,450.0,Unknown,NVIDIA,,35.2,
4732,4732,NVIDIA GeForce G205M,GPU,2009-01-08,65.0,14.0,144.0,314.0,450.0,Unknown,NVIDIA,,35.2,
4733,4733,NVIDIA GeForce GTX 760 OEM Rebrand,GPU,2013-08-25,28.0,130.0,294.0,3540.0,823.0,TSMC,NVIDIA,,2046.0,85.25
4735,4735,NVIDIA Quadro Plex 2200 D2,GPU,2008-07-25,55.0,640.0,470.0,1400.0,648.0,TSMC,NVIDIA,,622.1,77.76
4736,4736,NVIDIA GeForce GTX 1050 Ti Max-Q,GPU,2018-01-03,14.0,75.0,132.0,3300.0,1152.0,Samsung,NVIDIA,30.98,1983.0,61.97
4738,4738,NVIDIA Quadro FX 350,GPU,2006-04-20,90.0,21.0,81.0,112.0,550.0,TSMC,NVIDIA,,,
4742,4742,NVIDIA GeForce GTX 1650 Mobile,GPU,2019-04-23,12.0,50.0,200.0,4700.0,1395.0,TSMC,NVIDIA,6390.0,3195.0,99.84
4743,4743,NVIDIA GeForce2 MX 400,GPU,2001-03-03,180.0,,64.0,20.0,200.0,TSMC,NVIDIA,,,
4746,4746,NVIDIA GeForce GTX 980MX,GPU,2016-06-01,28.0,148.0,398.0,5200.0,1050.0,TSMC,NVIDIA,,3920.0,122.5
4748,4748,NVIDIA A40 PCIe,GPU,2020-10-05,8.0,300.0,628.0,28300.0,1305.0,Samsung,NVIDIA,37740.0,37740.0,1179.0
4749,4749,NVIDIA Quadro NVS 420,GPU,2009-01-20,65.0,40.0,86.0,210.0,550.0,TSMC,NVIDIA,,22.4,
4750,4750,NVIDIA GeForce GT 120 Mac Edition,GPU,2009-01-20,55.0,50.0,121.0,314.0,550.0,TSMC,NVIDIA,,89.6,
4751,4751,NVIDIA GeForce 7300 GT,GPU,2006-05-15,90.0,24.0,125.0,177.0,350.0,TSMC,NVIDIA,,,
4752,4752,NVIDIA GeForce GT 820M,GPU,2013-11-27,28.0,15.0,116.0,585.0,775.0,TSMC,NVIDIA,,297.6,24.8
4754,4754,NVIDIA GeForce GT 545,GPU,2011-05-14,40.0,70.0,238.0,1170.0,720.0,TSMC,NVIDIA,,414.7,34.56
4756,4756,NVIDIA GeForce 620M,GPU,2012-03-22,28.0,15.0,116.0,585.0,625.0,TSMC,NVIDIA,,240.0,20.0
4758,4758,NVIDIA GeForce 8800 GT,GPU,2007-10-29,65.0,125.0,324.0,754.0,600.0,TSMC,NVIDIA,,336.0,
4762,4762,NVIDIA Tesla M4,GPU,2015-11-10,28.0,50.0,228.0,2940.0,872.0,TSMC,NVIDIA,,2195.0,68.61
4765,4765,NVIDIA Quadro NVS 110M,GPU,2006-06-01,90.0,10.0,81.0,112.0,300.0,TSMC,NVIDIA,,,
4767,4767,NVIDIA GeForce GTX 1650 Ti Max-Q,GPU,2020-04-02,12.0,50.0,200.0,4700.0,1035.0,TSMC,NVIDIA,4915.0,2458.0,76.8
4768,4768,NVIDIA GeForce GTX 650,GPU,2012-09-06,28.0,65.0,118.0,1270.0,1058.0,TSMC,NVIDIA,,812.5,33.86
4769,4769,NVIDIA GeForce GT 430 PCI,GPU,2010-10-11,40.0,49.0,116.0,585.0,700.0,TSMC,NVIDIA,,268.8,22.4
4770,4770,NVIDIA GeForce 6800 XT,GPU,2005-09-30,110.0,,222.0,198.0,450.0,TSMC,NVIDIA,,,
4773,4773,NVIDIA GeForce GTX 680,GPU,2012-03-22,28.0,195.0,294.0,3540.0,1006.0,TSMC,NVIDIA,,3250.0,135.4
4775,4775,NVIDIA Quadro RTX 5000 Mobile,GPU,2019-05-27,12.0,110.0,545.0,13600.0,1035.0,TSMC,NVIDIA,18980.0,9492.0,296.6
4776,4776,NVIDIA GRID K520,GPU,2013-07-23,28.0,225.0,294.0,3540.0,745.0,TSMC,NVIDIA,,2289.0,95.36
4779,4779,NVIDIA Quadro FX 700,GPU,2004-03-17,130.0,,207.0,135.0,275.0,TSMC,NVIDIA,,,
4783,4783,NVIDIA GRID M40,GPU,2016-05-18,28.0,50.0,148.0,1870.0,1033.0,TSMC,NVIDIA,,793.3,24.79
4786,4786,NVIDIA Quadro FX 3800,GPU,2009-03-30,55.0,108.0,470.0,1400.0,600.0,TSMC,NVIDIA,,462.3,57.79
4791,4791,NVIDIA Quadro P2000 Mobile,GPU,2017-02-06,14.0,50.0,132.0,3300.0,1557.0,Samsung,NVIDIA,38.57,2468.0,77.14
4792,4792,NVIDIA CMP 50HX,GPU,2021-01-01,12.0,250.0,754.0,18600.0,1350.0,TSMC,NVIDIA,26900.0,13450.0,420.2
4794,4794,NVIDIA GeForce 7800 GS+ 24Pipes AGP,GPU,2006-09-28,90.0,75.0,196.0,278.0,425.0,TSMC,NVIDIA,,,
4795,4795,NVIDIA GeForce GT 550M,GPU,2011-01-05,40.0,35.0,116.0,585.0,740.0,TSMC,NVIDIA,,284.2,23.68
4796,4796,NVIDIA GeForce RTX 3070,GPU,2020-09-01,8.0,220.0,392.0,17400.0,1500.0,Samsung,NVIDIA,20310.0,20310.0,317.4
4797,4797,NVIDIA GeForce GT 730M,GPU,2014-03-06,28.0,33.0,87.0,1020.0,719.0,TSMC,NVIDIA,,552.2,23.01
4798,4798,NVIDIA Quadro T400 Mobile,GPU,NaT,12.0,18.0,200.0,4700.0,420.0,TSMC,NVIDIA,5107.0,2554.0,79.8
4800,4800,NVIDIA GeForce FX Go5600,GPU,2003-03-01,130.0,,121.0,80.0,275.0,TSMC,NVIDIA,,,
4801,4801,NVIDIA GeForce FX Go5350,GPU,2003-03-01,150.0,,124.0,45.0,275.0,TSMC,NVIDIA,,,
4803,4803,NVIDIA Quadro P1000,GPU,2017-02-07,14.0,47.0,132.0,3300.0,1354.0,Samsung,NVIDIA,22.27,1425.0,44.54
4804,4804,NVIDIA GeForce 310M,GPU,2010-01-10,40.0,14.0,57.0,260.0,625.0,TSMC,NVIDIA,,48.96,
4805,4805,NVIDIA Quadro NVS 320M,GPU,2007-06-09,80.0,20.0,169.0,289.0,575.0,TSMC,NVIDIA,,73.6,
4806,4806,NVIDIA GeForce 320M Mac Edition,GPU,2010-04-01,40.0,23.0,100.0,486.0,450.0,Unknown,NVIDIA,,91.2,
4807,4807,NVIDIA GeForce GT 745M,GPU,2013-04-01,28.0,45.0,118.0,1270.0,549.0,TSMC,NVIDIA,,421.6,17.57
4809,4809,NVIDIA ION,GPU,2008-06-03,40.0,20.0,57.0,260.0,500.0,TSMC,NVIDIA,,34.24,
4811,4811,NVIDIA Quadro 6000,GPU,2010-12-10,40.0,204.0,529.0,3100.0,574.0,TSMC,NVIDIA,,1028.0,513.9
4812,4812,NVIDIA GeForce 940A,GPU,2015-03-13,28.0,33.0,,,1072.0,TSMC,NVIDIA,,903.2,28.22
4813,4813,NVIDIA GeForce 7350 LE,GPU,2006-03-22,90.0,,81.0,112.0,450.0,TSMC,NVIDIA,,,
4814,4814,NVIDIA Quadro M5000M,GPU,2015-08-18,28.0,100.0,398.0,5200.0,975.0,TSMC,NVIDIA,,2995.0,93.6
4816,4816,NVIDIA GeForce 9400M,GPU,2008-10-15,65.0,12.0,144.0,314.0,580.0,Unknown,NVIDIA,,44.8,
4818,4818,NVIDIA GeForce 405M,GPU,2011-01-05,40.0,14.0,57.0,260.0,606.0,TSMC,NVIDIA,,38.78,
4819,4819,NVIDIA GeForce 940A,GPU,2015-03-13,28.0,33.0,,,1029.0,TSMC,NVIDIA,,863.2,26.98
4821,4821,NVIDIA Tesla S2050,GPU,2011-07-25,40.0,900.0,529.0,3100.0,574.0,TSMC,NVIDIA,,1028.0,513.9
4823,4823,NVIDIA GeForce 6150 LE,GPU,2004-10-11,90.0,,,,425.0,Unknown,NVIDIA,,,
4831,4831,NVIDIA Quadro K100M,GPU,2014-08-22,28.0,35.0,118.0,1270.0,850.0,TSMC,NVIDIA,,326.4,13.6
4832,4832,NVIDIA GeForce GTS 160M,GPU,2009-03-03,65.0,60.0,240.0,505.0,600.0,TSMC,NVIDIA,,192.0,
4835,4835,NVIDIA Quadro4 380 XGL,GPU,2002-11-12,150.0,,65.0,29.0,275.0,TSMC,NVIDIA,,,
4837,4837,NVIDIA GeForce GTX 650 Ti,GPU,2012-10-09,28.0,110.0,221.0,2540.0,928.0,TSMC,NVIDIA,,1425.0,59.39
4838,4838,NVIDIA GeForce 6800 GS,GPU,2005-12-08,130.0,,287.0,222.0,350.0,TSMC,NVIDIA,,,
4840,4840,NVIDIA GeForce RTX 2060 Mobile Refresh,GPU,2019-01-29,12.0,65.0,445.0,10800.0,1005.0,TSMC,NVIDIA,11980.0,5990.0,187.2
4841,4841,NVIDIA GeForce 6800 Ultra DDL,GPU,2004-04-14,130.0,100.0,287.0,222.0,400.0,TSMC,NVIDIA,,,
4845,4845,NVIDIA Tegra 3 GPU,GPU,2011-11-09,40.0,20.0,80.0,10.0,416.0,TSMC,NVIDIA,,,
4846,4846,NVIDIA Playstation 3 GPU 28nm,GPU,2013-06-03,28.0,21.0,68.0,302.0,550.0,Sony,NVIDIA,,,
4848,4848,NVIDIA GeForce FX Go5100,GPU,2003-03-01,150.0,,124.0,45.0,200.0,TSMC,NVIDIA,,,
4849,4849,NVIDIA Quadro 3000M,GPU,2011-02-22,40.0,75.0,332.0,1950.0,450.0,TSMC,NVIDIA,,432.0,36.0
4851,4851,NVIDIA GeForce GT 320M,GPU,2010-03-03,40.0,23.0,100.0,486.0,500.0,TSMC,NVIDIA,,52.8,
4852,4852,NVIDIA GeForce FX 5200,GPU,2003-03-06,150.0,,65.0,29.0,250.0,TSMC,NVIDIA,,,
4853,4853,NVIDIA GeForce 9300 SE,GPU,2008-06-01,65.0,,86.0,210.0,540.0,TSMC,NVIDIA,,20.8,
