ID,Architecture,Best Resolution,Core Speed,Direct X,L2 Cache,Manufacturer,Max Power,Memory,Memory Bandwidth,Memory Bus,Memory Speed,Memory Type,GPUname,Open GL,PSU,Pixel Rate,Power Connector,Process,ROPs,Release Date,Release Price,Resolution WxH,Shader,TMUs,Texture Rate,VGA Connection,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP32 GFLOPS,FP64 GFLOPS,Release Date Rank
112,116,1366768,675,12.0,384,Nvidia,35,2048,28.8,128,900,3,GeForce GT 635M,4.5,,11,,40,16,2012-06-01,,25601600,5.0,24.0,16,,40.0,35.0,238.0,1170.0,650.0,TSMC,NVIDIA,388.8,32.4,77
113,104-13--2,19201080,719,12.0,512,Nvidia,100,2048,115.2,256,900,5,GeForce GTX 775M Mac Edition,4.5,,23,,28,32,2013-08-01,,40962160,5.0,112.0,81,,28.0,100.0,294.0,3540.0,797.0,TSMC,NVIDIA,2142.0,89.26,28
114,107-14-,1600900,926,12.0,256,Nvidia,50,2048,80.2,128,1253,5,GeForce GT 750M Mac Edition,4.5,,15,,28,16,2013-08-01,,40962160,5.0,32.0,30,,28.0,50.0,118.0,1270.0,926.0,TSMC,NVIDIA,711.2,29.63,28
115,107-14-,1366768,967,12.0,256,Nvidia,50,2048,28.8,128,900,3,GeForce GT 750M,4.5,,19,,28,16,2013-09-01,,40962160,5.0,32.0,37,,28.0,50.0,118.0,1270.0,941.0,TSMC,NVIDIA,742.7,30.94,25
116,107-14-,1366768,837,12.0,256,Nvidia,45,2048,28.8,128,900,3,GeForce GT 745M,4.5,,13,,28,16,2013-01-01,,40962160,5.0,32.0,27,,28.0,45.0,118.0,1270.0,837.0,TSMC,NVIDIA,642.8,26.78,35
117,107-14-,1366768,837,12.0,256,Nvidia,45,2048,28.8,128,900,3,GeForce GT 745M,4.5,,13,,28,16,2013-01-01,,40962160,5.0,32.0,27,,28.0,45.0,118.0,1270.0,549.0,TSMC,NVIDIA,421.6,17.57,35
118,107--740,1366768,810,12.0,256,Nvidia,45,2048,28.8,128,900,3,GeForce GT 740M,4.5,,13,,28,16,2013-01-01,,40962160,5.0,32.0,26,,28.0,45.0,118.0,1270.0,810.0,TSMC,NVIDIA,622.1,25.92,35
119,107--740,1366768,810,12.0,256,Nvidia,45,2048,28.8,128,900,3,GeForce GT 740M,4.5,,13,,28,16,2013-01-01,,40962160,5.0,32.0,26,,28.0,33.0,87.0,1020.0,980.0,TSMC,NVIDIA,752.6,31.36,35
120,208,1366768,575,12.0,128,Nvidia,17,2048,14.4,64,900,3,GeForce GT 735M,4.5,,15,,28,16,2013-01-01,,40962160,5.0,32.0,30,,28.0,33.0,87.0,1020.0,575.0,TSMC,NVIDIA,441.6,18.4,35
121,117-14-,1366768,775,12.0,128,Nvidia,15,1024,14.4,64,900,3,GeForce 710M,4.5,,6,,28,8,2013-09-01,,25601600,5.0,16.0,12,,28.0,15.0,87.0,1020.0,719.0,TSMC,NVIDIA,276.1,11.5,25
122,117-14-,1366768,775,12.0,128,Nvidia,15,1024,14.4,64,900,3,GeForce 710M,4.5,,6,,28,8,2013-09-01,,25601600,5.0,16.0,12,,28.0,15.0,116.0,585.0,775.0,TSMC,NVIDIA,297.6,24.8,25
123,117-14-,1366768,625,12.0,128,Nvidia,33,1024,14.4,64,900,3,GeForce GT 720M,4.5,,8,,28,8,2013-01-01,,25601600,5.0,16.0,15,,28.0,33.0,87.0,1020.0,719.0,TSMC,NVIDIA,291.1,12.13,35
124,117-14-,1366768,625,12.0,128,Nvidia,33,1024,14.4,64,900,3,GeForce GT 720M,4.5,,8,,28,8,2013-01-01,,25601600,5.0,16.0,15,,28.0,33.0,116.0,585.0,775.0,TSMC,NVIDIA,240.0,20.0,35
125,119,1366768,738,12.0,128,Nvidia,20,1024,14.4,64,900,3,GeForce 610M,4.5,,6,,40,8,2011-01-01,,25601600,5.0,8.0,6,,28.0,12.0,116.0,585.0,625.0,TSMC,NVIDIA,120.0,10.0,151
126,119,1366768,738,12.0,128,Nvidia,20,1024,14.4,64,900,3,GeForce 610M,4.5,,6,,40,8,2011-01-01,,25601600,5.0,8.0,6,,40.0,12.0,116.0,585.0,672.0,TSMC,NVIDIA,129.0,10.75,151
127,119,1366768,738,12.0,128,Nvidia,20,1024,14.4,64,900,3,GeForce 610M,4.5,,6,,40,8,2011-01-01,,25601600,5.0,8.0,6,,40.0,12.0,79.0,292.0,738.0,TSMC,NVIDIA,141.7,11.81,151
128,70,,-,9,0,Nvidia,35,256,35.2,256,550,3,GeForce Go 7800,2.1,,,,,,2006-01-01,,25601600,3.0,,,,110.0,35.0,333.0,302.0,400.0,TSMC,NVIDIA,,,294
129,73--1,,-,9,0,Nvidia,,512,16,128,500,3,GeForce Go 7700,2.1,,,,,,2006-02-01,,25601600,3.0,,,,90.0,,125.0,177.0,450.0,TSMC,NVIDIA,,,292
130,72,,-,9,0,Nvidia,,64,11.2,64,700,3,GeForce Go 7300,2.1,,,,,,2006-01-01,,25601600,3.0,,,,90.0,,81.0,112.0,350.0,TSMC,NVIDIA,,,294
131,73,,-,9,0,Nvidia,,256,19.2,128,600,3,GeForce Go 7600 GT,2.1,,,,,,2006-02-01,,25601600,3.0,,,,90.0,,125.0,177.0,500.0,TSMC,NVIDIA,,,292
132,72,,-,9,0,Nvidia,,128,7.2,64,450,3,GeForce Go 7400,2.1,,,,,,2006-01-01,,25601600,3.0,,,,90.0,,81.0,112.0,450.0,TSMC,NVIDIA,,,294
133,72,,-,9,0,Nvidia,,128,7.2,64,450,3,GeForce Go 7400,2.1,,,,,,2006-01-01,,25601600,3.0,,,,90.0,,81.0,112.0,450.0,TSMC,NVIDIA,,,294
134,44,,-,9,0,Nvidia,,32,2.8,64,350,,GeForce Go 6400,2.0,,,,,,2006-01-01,,,3.0,,,,110.0,,110.0,75.0,400.0,TSMC,NVIDIA,,,294
135,44,,-,9,0,Nvidia,10,32,2.4,64,300,,GeForce Go 6200,2.0,,,,,,2006-01-01,,,3.0,,,,110.0,16.0,110.0,75.0,300.0,TSMC,NVIDIA,,,294
136,73,,-,9,0,Nvidia,,256,16,128,500,3,GeForce Go 7600,2.1,,,,,,2006-01-01,,25601600,3.0,,,,90.0,,125.0,177.0,450.0,TSMC,NVIDIA,,,294
137,84,,-,10,0,Nvidia,29,,25.6,128,800,3,GeForce 8700M GT,2.1,,,,80,,2007-01-01,,25601600,4.0,,,,80.0,29.0,169.0,289.0,625.0,TSMC,NVIDIA,80.0,,272
138,84,,-,10,0,Nvidia,20,256,22.4,128,700,3,GeForce 8600M GT,2.1,,,,80,,2007-01-01,,25601600,4.0,,,,80.0,20.0,169.0,289.0,475.0,TSMC,NVIDIA,60.8,,272
139,84,,-,10,0,Nvidia,20,256,22.4,128,700,3,GeForce 8600M GT,2.1,,,,80,,2007-01-01,,25601600,4.0,,,,80.0,20.0,169.0,289.0,475.0,TSMC,NVIDIA,60.8,,272
140,86,,-,10,0,Nvidia,11,256,9.6,64,600,3,GeForce 8400M GS,2.1,,,,80,,2007-01-01,,25601600,4.0,,,,80.0,11.0,127.0,210.0,400.0,TSMC,NVIDIA,25.6,,272
141,84,,-,10,0,Nvidia,18,512,22.4,128,700,3,GeForce 8600M GS,2.1,,,,80,,2007-01-01,,25601600,4.0,,,,80.0,20.0,127.0,210.0,450.0,TSMC,NVIDIA,28.8,,272
142,86,,-,10,0,Nvidia,10,256,9.6,64,600,3,GeForce 8400M G,2.1,,,,80,,2007-01-01,,25601600,4.0,,,,80.0,10.0,127.0,210.0,400.0,TSMC,NVIDIA,12.8,,272
143,86,,-,10,0,Nvidia,14,512,19.2,128,600,3,GeForce 8400M GT,2.1,,,,80,,2007-01-01,,25601600,4.0,,,,80.0,14.0,127.0,210.0,450.0,TSMC,NVIDIA,28.8,,272
144,200,,-,10,0,Nvidia,189,4096,102.4,512,800,3,Quadro FX 5800,3.3,750,,,65,,2008-11-01,,25601600,4.0,,,1.0,55.0,189.0,470.0,1400.0,610.0,TSMC,NVIDIA,622.1,77.76,226
145,98,,-,10,0,Nvidia,35,512,11.2,64,700,3,Quadro NVS 450,3.0,300,,,,,2011-01-01,,25601600,4.0,,,4.0,65.0,35.0,86.0,210.0,480.0,TSMC,NVIDIA,19.2,,151
146,6,,-,6.0,0,Nvidia,,16,800,64,100,,Vanta LT,1.2,,,,,,2000-01-01,,,,,,0.0,250.0,,90.0,15.0,105.0,TSMC,NVIDIA,,,357
147,104,19201080,706,12.0,512,Nvidia,122,4096,172.8,256,1350,5,Quadro K5000,4.5,50033,23,16-,28,32,2012-01-01,,40962160,5.0,128.0,90,0.0,28.0,122.0,294.0,3540.0,706.0,TSMC,NVIDIA,2169.0,90.37,86
148,107-301-2,1366768,876,12.0,256,Nvidia,41,1024,29,128,905,3,Quadro K600,4.5,40029,14,,28,16,2013-01-01,199.00,40962160,5.0,16.0,14,0.0,28.0,41.0,118.0,1270.0,876.0,TSMC,NVIDIA,336.4,14.02,35
149,100,19201080,574,12.0,768,Nvidia,204,6144,143.4,384,747,5,Quadro 6000,4.5,60042,28,16-18-,40,48,2010-10-01,,25601600,5.0,56.0,32,0.0,40.0,204.0,529.0,3100.0,574.0,TSMC,NVIDIA,1028.0,513.9,162
150,100-100-,19201080,-,11,384,Nvidia,142,2048,89.9,256,702,5,Quadro 4000,4.1,50033,15,26-,40,32,2010-02-01,1199.00,25601600,5.0,32.0,15,0.0,40.0,142.0,529.0,3100.0,475.0,TSMC,NVIDIA,486.4,243.2,196
151,108,,-,11,0,Nvidia,40,1024,25.6,128,800,3,Quadro 600,4.3,300,,,40,,2010-01-01,,25601600,5.0,,,1.0,40.0,40.0,116.0,585.0,640.0,TSMC,NVIDIA,245.8,20.48,197
152,106-875-1,1600900,625,12.0,256,Nvidia,62,1024,41.6,128,650,5,Quadro 2000D,4.5,45030,10,,40,16,2011-05-01,599.00,25601600,5.0,32.0,20,1.0,40.0,62.0,238.0,1170.0,625.0,TSMC,NVIDIA,480.0,40.0,122
153,107,,706,12.0,256,Nvidia,38,512,14.3,64,891,3,Quadro 410,4.5,,,,28,,2012-07-01,,40962160,5.0,,,0.0,28.0,38.0,118.0,1270.0,706.0,TSMC,NVIDIA,271.1,11.3,59
154,216,,-,10.1,0,Nvidia,32,512,12.8,64,800,3,Quadro 400,4.1,400,,,40,,2011-01-01,,25601600,4.0,,,1.0,40.0,32.0,100.0,486.0,450.0,TSMC,NVIDIA,108.0,,151
155,79,1024768,-,10.0,0,Nvidia,20,,8.5,64,1066,,ION LE,3.3,,2,,65,4,2008-03-01,,25601600,4.0,8.0,4,1.0,65.0,20.0,162.0,282.0,450.0,Unknown,NVIDIA,35.2,,228
156,922,19201080,-,10,02,Nvidia,197,1024,128,256,1000,3,GeForce 9800 GX2,3.3,58035,19,,65,162,2008-01-01,,25601600,4.0,64.0,77,0.0,65.0,197.0,324.0,754.0,600.0,TSMC,NVIDIA,384.0,,241
157,80,16801050,612,10.0,0,Nvidia,172,768,103.7,384,1080,3,GeForce 8800 Ultra,3.3,50035,15,,90,24,2007-01-01,,25601600,4.0,32.0,20,0.0,90.0,171.0,484.0,681.0,612.0,TSMC,NVIDIA,387.1,,272
158,92,1280720,-,10,0,Nvidia,84,384,38.4,192,800,3,GeForce 9600 GSO,2.1,40026,7,,65,12,2008-01-01,,25601600,4.0,48.0,26,0.0,65.0,84.0,324.0,754.0,550.0,TSMC,NVIDIA,264.0,,241
159,96,,-,10,0,Nvidia,,512,16,128,500,2,GeForce 9500 GS,2.1,35020,,,,,2008-01-01,,25601600,3.0,,,1.0,65.0,40.0,144.0,314.0,550.0,UMC,NVIDIA,88.0,,241
160,98,,-,10,0,Nvidia,,512,8,64,500,2,GeForce 9300 GS,2.1,30018,2,,65,4,2008-01-01,,25601600,3.0,8.0,5,1.0,65.0,,86.0,210.0,567.0,TSMC,NVIDIA,22.4,,241
161,7-,,-,10,0,Nvidia,12,,,,,,GeForce 9400,2.1,,2,,65,4,2008-01-01,,25601600,4.0,8.0,5,0.0,65.0,40.0,144.0,314.0,450.0,Unknown,NVIDIA,35.2,,241
162,7-,,-,10,0,Nvidia,12,,,,,,GeForce 9400,2.1,,2,,65,4,2008-01-01,,25601600,4.0,8.0,5,0.0,65.0,40.0,144.0,314.0,450.0,Unknown,NVIDIA,35.2,,241
163,7-,,-,10,0,Nvidia,12,,,,,,GeForce 9400,2.1,,2,,65,4,2008-01-01,,25601600,4.0,8.0,5,0.0,80.0,40.0,127.0,210.0,580.0,Unknown,NVIDIA,44.8,,241
164,,,,10,0,Nvidia,,,,,,,GeForce 9200,2.1,,,,80,4,2008-02-01,,25601600,3.0,8.0,,0.0,80.0,40.0,127.0,210.0,500.0,Unknown,NVIDIA,38.4,,232
165,,,,10,0,Nvidia,,,,,,,GeForce 9200,2.1,,,,80,4,2008-02-01,,25601600,3.0,8.0,,0.0,65.0,40.0,144.0,314.0,450.0,Unknown,NVIDIA,35.2,,232
166,71,,-,9.0,02,Nvidia,110,1024,76.8,256,600,3,GeForce 7950 GX2,2.0,40027,16,,90,162,2006-01-01,,25601600,3.0,24.0,24,0.0,90.0,110.0,196.0,278.0,500.0,TSMC,NVIDIA,,,294
167,98,,-,10,0,Nvidia,,512,8,64,500,2,GeForce 9300 GE,2.1,30018,2,,65,4,2008-01-01,,25601600,3.0,8.0,4,0.0,65.0,,86.0,210.0,540.0,TSMC,NVIDIA,20.8,,241
168,71,,-,9.0,0,Nvidia,65,512,44.8,256,700,3,GeForce 7950 GT,2.0,35022,13,,90,24,2006-06-01,,25601600,3.0,24.0,13,0.0,90.0,65.0,196.0,278.0,550.0,TSMC,NVIDIA,,,290
169,71,,-,9.0,0,Nvidia,84,512,51.2,256,800,3,GeForce 7900 GTX,2.0,40026,,,,,2006-01-01,,25601600,3.0,,,0.0,90.0,84.0,196.0,278.0,650.0,TSMC,NVIDIA,,,294
170,71,,-,9.0,0,Nvidia,49,256,42.2,256,660,3,GeForce 7900 GS,2.0,35023,,,,,2006-01-01,,25601600,3.0,,,1.0,90.0,49.0,196.0,278.0,450.0,TSMC,NVIDIA,,,294
171,71,1024768,-,9.0,0,Nvidia,49,256,42.2,256,660,3,GeForce 7900 GT,2.0,40026,7,,90,16,2006-01-01,,25601600,3.0,24.0,11,0.0,90.0,48.0,196.0,278.0,450.0,TSMC,NVIDIA,,,294
172,70,,-,9.0,0,Nvidia,108,512,54.4,256,850,3,GeForce 7800 GTX,2.0,40026,,,,,2005-01-01,,25601600,3.0,,,0.0,110.0,86.0,333.0,302.0,430.0,TSMC,NVIDIA,,,323
173,78,,-,10,0,Nvidia,40,,,,,,GeForce 9100,2.1,,2,,80,4,2007-02-01,,25601600,3.0,8.0,4,0.0,80.0,40.0,127.0,210.0,500.0,Unknown,NVIDIA,38.4,,271
174,71,,-,9.0,0,Nvidia,81,512,42.2,256,660,3,GeForce 7900 GTO,2.0,40026,,,,,2006-01-01,,25601600,3.0,,,0.0,90.0,81.0,196.0,278.0,650.0,TSMC,NVIDIA,,,294
175,70,,-,9.0,0,Nvidia,65,256,32,256,500,3,GeForce 7800 GT,2.0,40026,,,,,2005-01-01,,25601600,3.0,,,0.0,110.0,65.0,333.0,302.0,400.0,TSMC,NVIDIA,,,323
176,73,,-,9.0,0,Nvidia,27,256,12.8,128,400,2,GeForce 7600 GS,2.0,35017,,,,,2006-01-01,,25601600,3.0,,,1.0,90.0,27.0,125.0,177.0,400.0,TSMC,NVIDIA,,,294
177,72,,-,9.0,0,Nvidia,23,256,5.3,64,333,2,GeForce 7300 LE,2.0,35018,,,,,2006-01-01,,25601600,3.0,,,1.0,90.0,,81.0,112.0,450.0,TSMC,NVIDIA,,,294
178,73,,-,9.0,0,Nvidia,24,256,10.4,128,325,2,GeForce 7300 GT,2.0,30015,,,,,2006-01-01,,25601600,3.0,,,1.0,90.0,24.0,125.0,177.0,350.0,TSMC,NVIDIA,,,294
179,218,,-,10,0,Nvidia,12,,,,,,ION,3.3,,,,40,,2010-10-01,,25601600,4.0,,,1.0,65.0,20.0,144.0,314.0,450.0,Unknown,NVIDIA,35.2,,162
180,218,,-,10,0,Nvidia,12,,,,,,ION,3.3,,,,40,,2010-10-01,,25601600,4.0,,,1.0,65.0,20.0,162.0,282.0,575.0,Unknown,NVIDIA,48.0,,162
181,218,,-,10,0,Nvidia,12,,,,,,ION,3.3,,,,40,,2010-10-01,,25601600,4.0,,,1.0,65.0,20.0,162.0,282.0,450.0,Unknown,NVIDIA,35.2,,162
182,218,,-,10,0,Nvidia,12,,,,,,ION,3.3,,,,40,,2010-10-01,,25601600,4.0,,,1.0,65.0,20.0,162.0,282.0,450.0,Unknown,NVIDIA,35.2,,162
183,218,,-,10,0,Nvidia,12,,,,,,ION,3.3,,,,40,,2010-10-01,,25601600,4.0,,,1.0,40.0,20.0,57.0,260.0,500.0,TSMC,NVIDIA,34.24,,162
184,92,1280720,-,10,0,Nvidia,105,384,38.4,192,800,3,GeForce 8800 GS,2.1,45030,7,,65,12,2008-01-01,,25601600,4.0,48.0,26,0.0,65.0,105.0,324.0,754.0,550.0,TSMC,NVIDIA,264.0,,241
185,84,1024768,540,10.0,0,Nvidia,47,256,22.4,128,700,3,GeForce 8600 GT,3.3,35024,4,,80,8,2007-01-01,,25601600,4.0,16.0,9,0.0,80.0,47.0,169.0,289.0,540.0,TSMC,NVIDIA,76.16,,272
186,86,1024768,450,10.0,0,Nvidia,30,256,12.8,128,400,2,GeForce 8500 GT,3.3,35022,2,,80,4,2007-01-01,,25601600,4.0,8.0,4,1.0,80.0,30.0,127.0,210.0,459.0,TSMC,NVIDIA,29.38,,272
187,84,1024768,-,10,0,Nvidia,47,256,12.8,128,400,2,GeForce 8600 GS,2.1,35024,4,,80,8,2007-01-01,,25601600,4.0,8.0,4,1.0,80.0,47.0,169.0,289.0,540.0,TSMC,NVIDIA,38.08,,272
188,78,800600,-,10,0,Nvidia,,,,64,,2,GeForce 8300,2.1,,2,,80,4,2008-02-01,,25601600,4.0,8.0,4,1.0,80.0,40.0,127.0,210.0,500.0,Unknown,NVIDIA,48.0,,232
189,218,1024768,520,10.1,0,Nvidia,25,512,6.4,64,400,2,GeForce 8400 GS Rev. 3,3.3,,2,,40,4,2010-12-01,,25601600,4.1,8.0,4,1.0,40.0,25.0,57.0,260.0,520.0,TSMC,NVIDIA,19.68,,158
190,78,800600,-,10,0,Nvidia,,,,,800,2,GeForce 8200,2.1,,2,,80,4,2008-02-01,,19201440,4.0,8.0,4,1.0,80.0,40.0,127.0,210.0,500.0,Unknown,NVIDIA,38.4,,232
191,86,800600,450,10.0,0,Nvidia,40,512,12.8,64,800,2,GeForce 8300 GS,3.3,30018,2,,80,4,2007-01-01,,25601600,4.0,8.0,4,1.0,80.0,40.0,127.0,210.0,459.0,TSMC,NVIDIA,14.69,,272
192,98,1024768,567,10.0,0,Nvidia,25,512,6.4,64,400,2,GeForce 8400 GS Rev. 2,3.3,,5,,65,8,2007-01-01,,25601600,4.1,8.0,5,1.0,65.0,25.0,86.0,210.0,567.0,TSMC,NVIDIA,22.4,,272
193,98,,-,10,0,Nvidia,23,256,11.2,64,700,3,Quadro NVS 295,3.0,300,,,,,2009-07-01,,25601600,4.0,,,2.0,65.0,23.0,86.0,210.0,540.0,TSMC,NVIDIA,20.8,,213
194,86,1024768,-,10.0,0,Nvidia,21,256,6.4,64,400,2,Quadro NVS 290,3.3,,2,,80,4,2007-04-01,,25601600,4.0,8.0,4,0.0,80.0,21.0,127.0,210.0,459.0,TSMC,NVIDIA,29.38,,269
195,442,,-,9.0,0,Nvidia,18,128,4.4,128,275,,Quadro NVS 285,2.1,,1,,110,2,2006-06-01,,19201200,2.0,4.0,1,0.0,110.0,18.0,110.0,75.0,275.0,TSMC,NVIDIA,,,290
196,96,,-,10,0,Nvidia,40,512,25.6,128,800,3,Quadro FX 580,3.0,450,,,,,2009-09-01,,25601600,4.0,,,1.0,55.0,40.0,121.0,314.0,450.0,TSMC,NVIDIA,72.0,,210
197,80,,-,10,0,Nvidia,171,1536,76.8,384,800,3,Quadro FX 5600,3.3,750,,,90,,2007-03-01,,25601600,4.0,,,1.0,90.0,171.0,484.0,681.0,600.0,TSMC,NVIDIA,345.6,,270
198,92,,-,10,0,Nvidia,78,512,51.2,256,800,3,Quadro FX 3700,3.3,450,,,65,,2008-08-01,,25601600,4.0,,,,65.0,78.0,324.0,754.0,500.0,TSMC,NVIDIA,280.0,,227
199,80,,-,10,0,Nvidia,134,768,67.2,384,700,3,Quadro FX 4600,3.3,750,,,90,,2007-05-01,,25601600,4.0,,,1.0,90.0,134.0,484.0,681.0,500.0,TSMC,NVIDIA,230.4,,268
200,41,,-,9.0,0,Nvidia,83,256,64,256,1000,3,Quadro FX 3450,2.1,,,,,,2005-01-01,,,3.0,,,0.0,130.0,83.0,225.0,222.0,425.0,TSMC,NVIDIA,,,323
201,84,,-,10,0,Nvidia,42,512,12.8,128,400,2,Quadro FX 1700,2.1,450,,,80,,2007-12-01,,25601600,4.0,,,,80.0,42.0,169.0,289.0,460.0,TSMC,NVIDIA,58.88,,261
202,84,,-,10,0,Nvidia,38,256,12.8,128,400,2,Quadro FX 570,3.3,,,,80,,2007-12-01,,25601600,4.0,,,0.0,80.0,38.0,169.0,289.0,460.0,TSMC,NVIDIA,29.44,,261
203,41,,-,9.0,0,Nvidia,70,128,9.6,256,300,,Quadro FX 1400,2.0,300,,,,,2004-09-01,,25601600,3.0,,,,130.0,55.0,225.0,222.0,350.0,TSMC,NVIDIA,,,333
204,30,,-,9.0,0,Nvidia,,128,5.2,128,325,,Quadro FX 1100,2.0,350,,,,,2003-03-01,,25601600,3.0,,,,130.0,,133.0,82.0,425.0,TSMC,NVIDIA,,,344
205,200,,-,10,0,Nvidia,150,1536,76.8,384,800,3,Quadro FX 4800,3.1,750,,,65,,2011-08-01,,25601600,4.0,,,,55.0,150.0,470.0,1400.0,602.0,TSMC,NVIDIA,462.3,57.79,115
206,4041,,-,9.0,0,Nvidia,,256,11.2,256,350,,GeForce 6800 XT,1.5,,,,,,2005-02-01,,25601600,3.0,,,0.0,130.0,,225.0,222.0,425.0,TSMC,NVIDIA,,,315
207,4041,,-,9.0,0,Nvidia,,256,11.2,256,350,,GeForce 6800 XT,1.5,,,,,,2005-02-01,,25601600,3.0,,,0.0,110.0,,287.0,222.0,300.0,TSMC,NVIDIA,,,315
208,4041,,-,9.0,0,Nvidia,,256,11.2,256,350,,GeForce 6800 XT,1.5,,,,,,2005-02-01,,25601600,3.0,,,0.0,130.0,,287.0,222.0,300.0,TSMC,NVIDIA,,,315
210,4045,,-,9.0,0,Nvidia,124,256,35.2,256,550,3,GeForce 6800 Ultra,1.5,,,,,,2005-01-01,,25601600,3.0,,,0.0,130.0,81.0,287.0,222.0,425.0,TSMC,NVIDIA,,,323
211,4045,,-,9.0,0,Nvidia,124,256,35.2,256,550,3,GeForce 6800 Ultra,1.5,,,,,,2005-01-01,,25601600,3.0,,,0.0,130.0,,287.0,222.0,425.0,TSMC,NVIDIA,,,323
212,104-355-2,25601440,915,12.0,5122,Nvidia,300,4096,384,256,1500,5,GeForce GTX 690,4.5,65038,65,28-,28,322,2012-03-01,999.99,40962160,5.0,128.0,261,0.0,28.0,300.0,294.0,3540.0,915.0,TSMC,NVIDIA,3130.0,130.4,84
213,102,38402160,1480,12.1,3072,Nvidia,220,11264,484.4,352,1376,5,GeForce GTX 1080 Ti,4.5,60042,139,16-18-,16,88,2017-05-01,699.00,76804320,5.0,224.0,354,0.0,16.0,250.0,471.0,11800.0,1481.0,TSMC,NVIDIA,11340.0,354.4,1
214,104-200-1,25601600,1506,12.1,2048,Nvidia,150,8192,256.3,256,2002,5,GeForce GTX 1070,4.5,50033,108,18-,16,64,2016-10-01,379.00,76804320,5.0,120.0,202,0.0,16.0,150.0,314.0,7200.0,1506.0,TSMC,NVIDIA,6463.0,202.0,2
215,107,1600900,1354,12.1,1024,Nvidia,75,2048,112.1,128,1752,5,GeForce GTX 1050,4.5,30027,47,,14,32,2016-01-01,150.00,76804320,5.0,40.0,58,0.0,14.0,75.0,132.0,3300.0,1354.0,Samsung,NVIDIA,1862.0,58.2,3
216,104-325-2,19201080,915,12.0,512,Nvidia,170,2048,192.3,256,1502,5,GeForce GTX 670,4.5,50037,31,26-,28,32,2012-10-01,399.00,40962160,5.0,112.0,110,0.0,28.0,170.0,294.0,3540.0,915.0,TSMC,NVIDIA,2634.0,109.8,57
217,106-220-1,1600900,928,12.0,256,Nvidia,110,1024,86.4,128,1350,5,GeForce GTX 650 Ti,4.5,40029,15,16-,28,16,2012-09-01,149.00,40962160,5.0,64.0,59,0.0,28.0,110.0,221.0,2540.0,928.0,TSMC,NVIDIA,1425.0,59.39,58
218,107-300-2,1366768,902,12.0,256,Nvidia,65,2048,28.5,128,891,3,GeForce GT 640,4.5,35026,14,,28,16,2012-05-01,99.00,40962160,5.0,32.0,29,1.0,28.0,65.0,118.0,1270.0,902.0,TSMC,NVIDIA,692.7,28.86,81
219,119-300-1,1366768,810,12.0,128,Nvidia,29,1024,14.4,64,900,3,GeForce GT 610,4.5,30022,3,,40,4,2012-02-01,,25601600,5.0,8.0,6,1.0,40.0,29.0,79.0,292.0,810.0,TSMC,NVIDIA,155.5,12.96,85
220,200-400-32,19201080,576,10.0,02,Nvidia,289,1792,223.8,448,999,3,GeForce GTX 295,3.3,68050,32,16-18-,55,282,2009-08-01,500.00,25601600,4.0,80.0,92,0.0,,289.0,470.0,1400.0,576.0,TSMC,NVIDIA,596.2,74.52,211
221,92-428-1,1600900,738,10.0,0,Nvidia,150,1024,70.4,256,1100,3,GeForce GTS 250,3.3,45032,12,26-,55,16,2009-04-01,199.00,25601600,4.0,64.0,47,0.0,55.0,150.0,260.0,754.0,675.0,TSMC,NVIDIA,414.7,,214
222,92-428-1,1600900,738,10.0,0,Nvidia,150,1024,70.4,256,1100,3,GeForce GTS 250,3.3,45032,12,26-,55,16,2009-04-01,199.00,25601600,4.0,64.0,47,0.0,55.0,150.0,260.0,754.0,702.0,TSMC,NVIDIA,387.1,,214
223,94-300-1,1366768,650,10.0,0,Nvidia,75,512,57.6,256,900,3,GeForce GT 230,3.3,30022,10,,55,16,2009-12-01,,25601600,4.0,24.0,16,1.0,55.0,75.0,196.0,505.0,650.0,TSMC,NVIDIA,156.0,,208
224,218-300-1,1024768,589,10.1,0,Nvidia,31,512,4,64,500,2,GeForce 210,3.3,30022,2,,40,4,2009-01-01,,25601600,4.0,8.0,5,1.0,40.0,31.0,57.0,260.0,520.0,TSMC,NVIDIA,39.36,,218
225,215-450-2,1366768,550,10.1,0,Nvidia,69,1024,54.4,128,850,5,GeForce GT 240,3.3,30022,4,,40,8,2009-01-01,80.00,25601600,4.0,32.0,18,1.0,40.0,69.0,144.0,727.0,550.0,TSMC,NVIDIA,257.3,,218
226,100-375-3,19201080,700,12.0,768,Nvidia,250,1536,177.4,384,924,5,GeForce GTX 480,4.5,60042,34,16-18-,40,48,2010-01-01,499.00,25601600,5.0,60.0,42,0.0,40.0,250.0,529.0,3100.0,701.0,TSMC,NVIDIA,1345.0,168.1,197
227,100-275-3,19201080,607,12.0,640,Nvidia,215,1280,133.9,320,837,5,GeForce GTX 470,4.5,55038,24,16-18-,40,40,2010-01-01,349.00,25601600,5.0,56.0,34,0.0,40.0,215.0,529.0,3100.0,608.0,TSMC,NVIDIA,1089.0,136.1,197
228,100-030-3,19201080,607,12.0,512,Nvidia,200,1024,102.7,256,802,5,GeForce GTX 465,4.5,55030,19,16-18-,40,32,2010-01-01,279.00,25601600,5.0,44.0,27,0.0,40.0,200.0,529.0,3100.0,608.0,TSMC,NVIDIA,855.4,106.9,197
